Partida,Barruko ,Deskribapena,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 09.623.02.165.00 2019,6313.0,HE-2-KALE ARGITERIA HOBEKUNTZAK,0.0,0.0,0.0,116842.78,-116842.78,0.0,0.0,0.0,0.0,2019,16500,,6,,09
1 09.643.03.151.10 2018,6316.0,HE-7-AZTERLANA-HARROBIA,0.0,0.0,0.0,4386.25,-4386.25,4386.25,0.0,0.0,0.0,2018,15110,,6,,09
1 10.226.02.912.00 2021,6168.0,PROTOKOLO GASTUAK-GOB.ORGANOAK,3000.0,3000.0,0.0,65.0,2935.0,65.0,65.0,65.0,0.0,2021,91200,,2,,10
1 10.226.03.912.00 2020,6674.0,PUBLIZITATEA-GOB.ORGANOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,91200,,2,,10
1 10.226.03.912.00 2021,6169.0,PUBLIZITATEA-GOB.ORGANOAK,26000.0,26000.0,0.0,19751.56,6248.44,19751.56,0.0,0.0,0.0,2021,91200,,2,,10
1 10.226.99.912.00 2021,6170.0,HAINBAT GASTU-GOB.ORGANOAK,2000.0,2000.0,0.0,106.57,1893.43,106.57,106.57,106.57,0.0,2021,91200,,2,,10
1 10.227.07.912.00 2021,6171.0,KANPO LANAK-GOB.ORGANOAK,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2021,91200,,2,,10
1 10.227.99.912.00 2020,6653.0,KONTRATUA.BIZIKIDETZA PROIEKTUA,0.0,0.0,0.0,1881.55,-1881.55,1881.55,0.0,0.0,0.0,2020,91200,,2,,10
1 10.227.99.912.00 2021,6405.0,KONTRATUA.BIZIKIDETZA PROIEKTUA,30000.0,30000.0,0.0,19965.0,10035.0,19965.0,0.0,0.0,0.0,2021,91200,,2,,10
1 10.230.01.912.00 2021,6406.0,DIETAK:GOBERNU ORGANOAK,2000.0,2000.0,0.0,107.98,1892.02,107.98,107.98,107.98,107.98,2021,91200,,2,,10
1 10.421.01.922.00 2021,6407.0,UDALBILTZA. KUOTA,50000.0,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,2021,92200,,4,,10
1 10.422.01.922.00 2021,6408.0,EUDEL. KUOTA,5000.0,5000.0,0.0,4507.59,492.41,4507.59,4507.59,4507.59,0.0,2021,92200,,4,,10
1 10.422.02.922.00 2021,6174.0,HOBEKI ELKARTEA,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,2021,92200,,4,,10
1 10.481.01.912.00 2021,6409.0,DIRULAGUNTZA ZUZENAK.GOBERNU ORGANUAK,4000.0,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,2021,91200,,4,,10
1 10.481.02.912.00 2021,6410.0,TALDE POLITIKOEN ASIGNAZIOAK,81200.0,81200.0,0.0,80316.0,884.0,80316.0,13386.0,13386.0,13386.0,2021,91200,,4,,10
