#Partida,Barruko ,Deskribapena,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 01.100.01.912.00 2016,4245.0,SOLDATAK.GOBERNU ORGANOAK,128516.0,128516.0,0.0,144370.68,-15854.68,144370.68,144370.68,144370.68,144370.68,2016,91200,,1,,01
1 01.110.01.912.00 2016,4246.0,ALDIBATERAKOAK.SOLDATAK.GOBERNU ORGANOAK,98452.0,98452.0,0.0,87971.52,10480.48,87971.52,87971.52,87971.52,87971.52,2016,91200,,1,,01
1 01.120.01.132.00 2016,4247.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.UDALTZAI,370247.0,370247.0,0.0,303430.68,66816.32,303430.68,303430.68,303430.68,303430.68,2016,13200,,1,,01
1 01.120.01.150.00 2016,4248.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.HIRIGINT,103242.0,103242.0,0.0,67074.83,36167.17,67074.83,67074.83,67074.83,67074.83,2016,15000,,1,,01
1 01.120.01.153.40 2016,4249.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.OBRETAKO,161149.0,161149.0,0.0,107429.15,53719.85,107429.15,107429.15,107429.15,107429.15,2016,15340,,1,,01
1 01.120.01.153.50 2016,4250.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.ZERBITZU,29050.0,29050.0,0.0,32126.18,-3076.18,32126.18,32126.18,32126.18,32126.18,2016,15350,,1,,01
1 01.120.01.161.00 2016,4251.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.UR HORNI,31475.0,31475.0,0.0,25909.0,5566.0,25909.0,25909.0,25909.0,25909.0,2016,16100,,1,,01
1 01.120.01.164.00 2016,4252.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.HILERRIA,8206.0,8206.0,0.0,11303.26,-3097.26,11303.26,11303.26,11303.26,11303.26,2016,16400,,1,,01
1 01.120.01.165.00 2016,4253.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.KALEKO A,37604.0,37604.0,0.0,46302.42,-8698.42,46302.42,46302.42,46302.42,46302.42,2016,16500,,1,,01
1 01.120.01.170.00 2016,4254.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.INGURUGI,37506.0,37506.0,0.0,38101.39,-595.39,38101.39,38101.39,38101.39,38101.39,2016,17000,,1,,01
1 01.120.01.171.00 2016,4255.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.PARKEAK,15299.0,15299.0,0.0,12832.28,2466.72,12832.28,12832.28,12832.28,12832.28,2016,17100,,1,,01
1 01.120.01.230.02 2016,4256.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.LANKIDET,2143.0,2143.0,0.0,687.87,1455.13,687.87,687.87,687.87,687.87,2016,23002,,1,,01
1 01.120.01.231.00 2016,4257.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.BERDINTA,41338.0,41338.0,0.0,44095.73,-2757.73,44095.73,44095.73,44095.73,44095.73,2016,23100,,1,,01
1 01.120.01.231.03 2016,4867.0,FUNTZIONARIOA.SOLDATA.OINARRIA. GAZTERIA,14243.0,14243.0,0.0,14935.5,-692.5,14935.5,14935.5,14935.5,14935.5,2016,23103,,1,,01
1 01.120.01.241.00 2016,4258.0,FUNTZIONARIOA.SOLDATA.OINARRIA. TOKI GAR,50482.0,50482.0,0.0,51113.51,-631.51,51113.51,51113.51,51113.51,51113.51,2016,24100,,1,,01
1 01.120.01.323.00 2016,4259.0,FUNTZIONARIOA.SOLDATA.OINARRIA.IKASTETXE,43024.0,43024.0,0.0,39730.44,3293.56,39730.44,39730.44,39730.44,39730.44,2016,32300,,1,,01
1 01.120.01.326.01 2016,4261.0,FUNTZIONARIOA.SOLDATA.OINARRIA.MUSIKA ES,220277.0,220277.0,0.0,220966.96,-689.96,220966.96,220966.96,220966.96,220966.96,2016,32601,,1,,01
1 01.120.01.330.00 2016,4262.0,FUNTZIONARIOA.SOLDATA.OINARRIA.KULTURA Z,28085.0,28085.0,0.0,29466.76,-1381.76,29466.76,29466.76,29466.76,29466.76,2016,33000,,1,,01
1 01.120.01.332.10 2016,4263.0,FUNTZIONARIOA.SOLDATA.OINARRIA.LIBURUTEG,82997.0,82997.0,0.0,82780.87,216.13,82780.87,82780.87,82780.87,82780.87,2016,33210,,1,,01
1 01.120.01.333.00 2016,4264.0,FUNTZIONARIOA.SOLDATA.OINARRIA.KULTUR ET,22726.0,22726.0,0.0,22375.45,350.55,22375.45,22375.45,22375.45,22375.45,2016,33300,,1,,01
1 01.120.01.335.00 2016,4265.0,FUNTZIONARIOA.SOLDATA.OINARRIA.EUSKARA Z,53138.0,53138.0,0.0,61751.33,-8613.33,61751.33,61751.33,61751.33,61751.33,2016,33500,,1,,01
1 01.120.01.335.10 2016,4266.0,FUNTZIONARIOA.SOLDATA.OINARRIA.EUSKALTEG,135346.0,135346.0,0.0,140043.24,-4697.24,140043.24,140043.24,140043.24,140043.24,2016,33510,,1,,01
1 01.120.01.335.30 2016,4267.0,FUNTZIONARIOA.SOLDATA.OINARRIA.EUSKARA P,38056.0,38056.0,0.0,29995.04,8060.96,29995.04,29995.04,29995.04,29995.04,2016,33530,,1,,01
1 01.120.01.335.40 2016,4268.0,FUNTZIONARIOAK.ORDAINKETA.OINARRIZKOA.UD,0.0,0.0,0.0,54394.38,-54394.38,54394.38,54394.38,54394.38,54394.38,2016,33540,,1,,01
1 01.120.01.342.00 2016,4269.0,FUNTZIONARIOAK.SOLDATA.OINARRIA.KIROLDEG,168110.0,168110.0,0.0,173969.77,-5859.77,173969.77,173969.77,173969.77,173969.77,2016,34200,,1,,01
1 01.120.01.342.01 2016,4270.0,FUNTZIONARIOA.SOLDATA.OINARRIA.IGERILEKU,7755.0,7755.0,0.0,3976.77,3778.23,3976.77,3976.77,3976.77,3976.77,2016,34201,,1,,01
1 01.120.01.414.00 2016,4271.0,FUNTZIONARIOA.SOLDATA.OINARRIA.INGURUNEA,10492.0,10492.0,0.0,10600.9,-108.9,10600.9,10600.9,10600.9,10600.9,2016,41400,,1,,01
1 01.120.01.432.00 2016,4272.0,FUNTZIONARIOA.SOLDATA.OINARRIA.TURISMOA,17661.0,17661.0,0.0,17669.81,-8.81,17669.81,17669.81,17669.81,17669.81,2016,43200,,1,,01
1 01.120.01.912.00 2016,5129.0,FUNTZIONARIOA.SOLDATA.OINARRIA.GOBERNU O,0.0,0.0,0.0,3145.82,-3145.82,3145.82,3145.82,3145.82,3145.82,2016,91200,,1,,01
1 01.120.01.920.00 2016,4273.0,FUNTZIONARIOA.SOLDATA.OINARRIA.ADMINISTR,124903.0,124903.0,0.0,126809.25,-1906.25,126809.25,126809.25,126809.25,126809.25,2016,92000,,1,,01
1 01.120.01.920.10 2016,4274.0,FUNTZIONARIOA.SOLDATA.OINARRIA.PERTSONAL,47214.0,47214.0,0.0,70203.4,-22989.4,70203.4,70203.4,70203.4,70203.4,2016,92010,,1,,01
1 01.120.01.920.11 2016,4275.0,FUNTZIONARIOA.SOLDATA.OINARRIA.SEGURTASU,19028.0,19028.0,0.0,12585.12,6442.88,12585.12,12585.12,12585.12,12585.12,2016,92011,,1,,01
1 01.120.01.920.20 2016,4276.0,FUNTZIONARIOA.SOLDATA.OINARRIA.INFORMATI,29209.0,29209.0,0.0,29130.74,78.26,29130.74,29130.74,29130.74,29130.74,2016,92020,,1,,01
1 01.120.01.920.30 2016,4277.0,FUNTZIONARIOA.SOLDATA.OINARRIA.ARTXIBOA,34158.0,34158.0,0.0,19021.35,15136.65,19021.35,19021.35,19021.35,19021.35,2016,92030,,1,,01
1 01.120.01.929.10 2016,4278.0,FUNTZIONARIOA.SOLDATA.OINARRIA.BAKE EPAI,3763.0,3763.0,0.0,2940.17,822.83,2940.17,2940.17,2940.17,2940.17,2016,92910,,1,,01
1 01.120.01.931.00 2016,4279.0,FUNTZIONARIOA.SOLDATA.OINARRIA.ADMINIST.,119919.0,119919.0,0.0,132103.37,-12184.37,132103.37,132103.37,132103.37,132103.37,2016,93100,,1,,01
1 01.120.01.932.00 2016,4280.0,FUNTZIONARIOA.SOLDATA.OINARRIA.BILKETA,81624.0,81624.0,0.0,67168.37,14455.63,67168.37,67168.37,67168.37,67168.37,2016,93200,,1,,01
1 01.120.01.933.00 2016,4281.0,FUNTZIONARIOA.SOLDATA.OINARRIA.ONDAREA-K,34975.0,34975.0,0.0,32986.0,1989.0,32986.0,32986.0,32986.0,32986.0,2016,93300,,1,,01
1 01.120.02.920.10 2016,4868.0,LANPOSTUEN AZTERKETA.SOLDATAK,300000.0,300000.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,2016,92010,,1,,01
1 01.121.06.920.10 2016,4282.0,LANGILEEN ORDEZKAPENETARAKO POLTSA,141400.0,141400.0,0.0,0.0,141400.0,0.0,0.0,0.0,0.0,2016,92010,,1,,01
1 01.121.99.132.00 2016,4283.0,FUNTZIONARIOAK.SOLDATA.OSAGARRIA.UDALTZA,689541.0,689541.0,0.0,747707.11,-58166.11,747707.11,747707.11,747707.11,747707.11,2016,13200,,1,,01
1 01.121.99.150.00 2016,4284.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.HIRIGINT,150437.0,150437.0,0.0,114213.15,36223.85,114213.15,114213.15,114213.15,114213.15,2016,15000,,1,,01
1 01.121.99.153.40 2016,4285.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.OBRETAKO,256651.0,256651.0,0.0,227336.26,29314.74,227336.26,227336.26,227336.26,227336.26,2016,15340,,1,,01
1 01.121.99.153.50 2016,4286.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ZERBITZU,40053.0,40053.0,0.0,67221.05,-27168.05,67221.05,67221.05,67221.05,67221.05,2016,15350,,1,,01
1 01.121.99.161.00 2016,4287.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.UR HORNI,59811.0,59811.0,0.0,51197.47,8613.53,51197.47,51197.47,51197.47,51197.47,2016,16100,,1,,01
1 01.121.99.164.00 2016,4288.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.HILERRIA,18857.0,18857.0,0.0,28670.84,-9813.84,28670.84,28670.84,28670.84,28670.84,2016,16400,,1,,01
1 01.121.99.165.00 2016,4289.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KALEKO A,75935.0,75935.0,0.0,100694.96,-24759.96,100694.96,100694.96,100694.96,100694.96,2016,16500,,1,,01
1 01.121.99.170.00 2016,4290.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.INGURUGI,39761.0,39761.0,0.0,40437.55,-676.55,40437.55,40437.55,40437.55,40437.55,2016,17000,,1,,01
1 01.121.99.171.00 2016,4291.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.PARKEAK,18711.0,18711.0,0.0,17114.92,1596.08,17114.92,17114.92,17114.92,17114.92,2016,17100,,1,,01
1 01.121.99.230.02 2016,4292.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.LANKIDET,496.0,496.0,0.0,2144.57,-1648.57,2144.57,2144.57,2144.57,2144.57,2016,23002,,1,,01
1 01.121.99.231.00 2016,4293.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.BERDINTA,59729.0,59729.0,0.0,60131.03,-402.03,60131.03,60131.03,60131.03,60131.03,2016,23100,,1,,01
1 01.121.99.231.03 2016,4869.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA. GAZTERI,20186.0,20186.0,0.0,20143.04,42.96,20143.04,20143.04,20143.04,20143.04,2016,23103,,1,,01
1 01.121.99.241.00 2016,4294.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.TOKI GAR,75817.0,75817.0,0.0,69849.05,5967.95,69849.05,69849.05,69849.05,69849.05,2016,24100,,1,,01
1 01.121.99.323.00 2016,4295.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.IKASTETX,76676.0,76676.0,0.0,81364.15,-4688.15,81364.15,81364.15,81364.15,81364.15,2016,32300,,1,,01
1 01.121.99.326.01 2016,4297.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.MUSIKA E,244612.0,244612.0,0.0,247428.65,-2816.65,247428.65,247428.65,247428.65,247428.65,2016,32601,,1,,01
1 01.121.99.330.00 2016,4298.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KULTURA,42592.0,42592.0,0.0,42549.6,42.4,42549.6,42549.6,42549.6,42549.6,2016,33000,,1,,01
1 01.121.99.332.10 2016,4299.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.LIBURUTE,86974.0,86974.0,0.0,100144.67,-13170.67,100144.67,100144.67,100144.67,100144.67,2016,33210,,1,,01
1 01.121.99.333.00 2016,4300.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KULTUR E,34233.0,34233.0,0.0,68508.74,-34275.74,68508.74,68508.74,68508.74,68508.74,2016,33300,,1,,01
1 01.121.99.335.00 2016,4301.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.EUSKARA,58389.0,58389.0,0.0,78371.85,-19982.85,78371.85,78371.85,78371.85,78371.85,2016,33500,,1,,01
1 01.121.99.335.10 2016,4302.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.EUSKALTE,145154.0,145154.0,0.0,160958.22,-15804.22,160958.22,160958.22,160958.22,160958.22,2016,33510,,1,,01
1 01.121.99.335.30 2016,4303.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.EUSKARA,37295.0,37295.0,0.0,29272.72,8022.28,29272.72,29272.72,29272.72,29272.72,2016,33530,,1,,01
1 01.121.99.335.40 2016,4304.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.UDALEKUA,71137.0,71137.0,0.0,12924.48,58212.52,12924.48,12924.48,12924.48,12924.48,2016,33540,,1,,01
1 01.121.99.342.00 2016,4305.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KIROLDEG,248614.0,248614.0,0.0,255900.59,-7286.59,255900.59,255900.59,255900.59,255900.59,2016,34200,,1,,01
1 01.121.99.342.01 2016,4306.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.IGERILEK,11914.0,11914.0,0.0,11169.25,744.75,11169.25,11169.25,11169.25,11169.25,2016,34201,,1,,01
1 01.121.99.414.00 2016,4307.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.INGURUNE,18711.0,18711.0,0.0,19011.73,-300.73,19011.73,19011.73,19011.73,19011.73,2016,41400,,1,,01
1 01.121.99.432.00 2016,4308.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.TURISMOA,18648.0,18648.0,0.0,18619.73,28.27,18619.73,18619.73,18619.73,18619.73,2016,43200,,1,,01
1 01.121.99.912.00 2016,4309.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.GOBERNU,7055.0,7055.0,0.0,5806.39,1248.61,5806.39,5806.39,5806.39,5806.39,2016,91200,,1,,01
1 01.121.99.920.00 2016,4310.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ADMINIST,166698.0,166698.0,0.0,195988.12,-29290.12,195988.12,195988.12,195988.12,195988.12,2016,92000,,1,,01
1 01.121.99.920.10 2016,4311.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.PERTSONA,67320.0,67320.0,0.0,106362.32,-39042.32,106362.32,106362.32,106362.32,106362.32,2016,92010,,1,,01
1 01.121.99.920.11 2016,4312.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.LAN SEGU,27006.0,27006.0,0.0,33448.95,-6442.95,33448.95,33448.95,33448.95,33448.95,2016,92011,,1,,01
1 01.121.99.920.20 2016,4313.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.INFORMAT,45605.0,45605.0,0.0,45906.87,-301.87,45906.87,45906.87,45906.87,45906.87,2016,92020,,1,,01
1 01.121.99.920.30 2016,4314.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ARTXIBOA,40470.0,40470.0,0.0,21039.65,19430.35,21039.65,21039.65,21039.65,21039.65,2016,92030,,1,,01
1 01.121.99.929.10 2016,4315.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.BAKE EPA,4892.0,4892.0,0.0,5728.52,-836.52,5728.52,5728.52,5728.52,5728.52,2016,92910,,1,,01
1 01.121.99.931.00 2016,4316.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ADMINIST,159653.0,159653.0,0.0,185190.65,-25537.65,185190.65,185190.65,185190.65,185190.65,2016,93100,,1,,01
1 01.121.99.932.00 2016,4317.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.BILKETA,101986.0,101986.0,0.0,88218.38,13767.62,88218.38,88218.38,88218.38,88218.38,2016,93200,,1,,01
1 01.121.99.933.00 2016,4318.0,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ONDAREA-,47962.0,47962.0,0.0,46261.94,1700.06,46261.94,46261.94,46261.94,46261.94,2016,93300,,1,,01
1 01.130.99.323.00 2016,4319.0,LABORALA.SOLDATA.OSAGARRIA. IKASTETXEAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,32300,,1,,01
1 01.130.99.333.00 2016,4320.0,LABORALA.SOLDATA.OSAGARRIA.KULTUR ETXEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,33300,,1,,01
1 01.131.01.241.01 2016,4321.0,ALDIBATERAKO.SOLDATA.IKASTAROAK.,38279.0,38279.0,0.0,11332.0,26947.0,11332.0,11332.0,11332.0,11332.0,2016,24101,,1,,01
1 01.131.01.241.02 2016,4322.0,ALDIBATERAKO.SOLDATA.LANBIDE PROGRAMAK,27270.0,108470.0,0.0,84440.23,24029.77,84440.23,84440.23,84440.23,84440.23,2016,24102,,1,,01
1 01.131.01.241.03 2016,4323.0,ALDIBATERAKO.SOLDATA.ALDUNDIA PROGRAMAK,29391.0,29391.0,0.0,0.0,29391.0,0.0,0.0,0.0,0.0,2016,24103,,1,,01
1 01.131.01.323.00 2016,4324.0,ALDIBATERAKO.SOLDATA.IKASTETXEAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,32300,,1,,01
1 01.131.01.324.10 2016,4325.0,ALDIBATERAKO.SOLDATA.HLP PROGRAMAK,103172.0,103172.0,0.0,102404.13,767.87,102404.13,102404.13,102404.13,102404.13,2016,32410,,1,,01
1 01.131.01.333.00 2016,4326.0,ALDIBATERAKO.SOLDATA.KULTUR ETXEA,5140.0,5140.0,0.0,0.0,5140.0,0.0,0.0,0.0,0.0,2016,33300,,1,,01
1 01.131.01.335.40 2016,5125.0,ALDIBATERAKO. UDALEKUAK MONITOREAK,0.0,0.0,0.0,2623.23,-2623.23,2623.23,2623.23,2623.23,2623.23,2016,33540,,1,,01
1 01.131.01.342.00 2016,4327.0,ALDIBATERAKO.SOLDATA.KIROLDEGIA,14752.0,14752.0,0.0,0.0,14752.0,0.0,0.0,0.0,0.0,2016,34200,,1,,01
1 01.131.02.342.00 2016,4328.0,ALDIBATERAKO.SOLDATA.LAN BEREZIAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,34200,,1,,01
1 01.160.01.132.00 2016,4329.0,GIZ.SEGURANTZA.UDALTZAINGOA,313172.0,313172.0,0.0,243039.06,70132.94,243039.06,243039.06,243039.06,243039.06,2016,13200,,1,,01
1 01.160.01.150.00 2016,4330.0,GIZ.SEGURANTZA.HIRIGINTZA,66336.0,66336.0,0.0,37678.12,28657.88,37678.12,37678.12,37678.12,37678.12,2016,15000,,1,,01
1 01.160.01.153.40 2016,4331.0,GIZ.SEGURANTZA.OBRETAKO LANTALDEA,129441.0,129441.0,0.0,101120.16,28320.84,101120.16,101120.16,101120.16,101120.16,2016,15340,,1,,01
1 01.160.01.153.50 2016,4332.0,GIZARTE SEGUR:ZERBITZU PUBLIKOAK,18138.0,18138.0,0.0,12801.02,5336.98,12801.02,12801.02,12801.02,12801.02,2016,15350,,1,,01
1 01.160.01.161.00 2016,4333.0,GIZ.SEGURANTZA.UR HORNIDURA,33326.0,33326.0,0.0,24070.96,9255.04,24070.96,24070.96,24070.96,24070.96,2016,16100,,1,,01
1 01.160.01.164.00 2016,4334.0,GIZARTE SEGUR:HILERRIA,8617.0,8617.0,0.0,8268.17,348.83,8268.17,8268.17,8268.17,8268.17,2016,16400,,1,,01
1 01.160.01.165.00 2016,4335.0,GIZ.SEGURANTZA.KALEKO ARGIKUNTZA,38359.0,38359.0,0.0,46519.23,-8160.23,46519.23,46519.23,46519.23,46519.23,2016,16500,,1,,01
1 01.160.01.170.00 2016,4336.0,GIZARTE SEGUR:INGURUGIROA,20117.0,20117.0,0.0,20435.08,-318.08,20435.08,20435.08,20435.08,20435.08,2016,17000,,1,,01
1 01.160.01.171.00 2016,4337.0,GIZ.SEGURANTZA.PARKEAK ETA LORATEGIAK,13245.0,13245.0,0.0,10099.99,3145.01,10099.99,10099.99,10099.99,10099.99,2016,17100,,1,,01
1 01.160.01.230.02 2016,4338.0,GIZARTE SEGUR:LANKIDETZA,0.0,0.0,0.0,875.49,-875.49,875.49,875.49,875.49,875.49,2016,23002,,1,,01
1 01.160.01.231.00 2016,4339.0,GIZARTE SEGUR:BERDINTASUNA,30172.0,30172.0,0.0,29502.28,669.72,29502.28,29502.28,29502.28,29502.28,2016,23100,,1,,01
1 01.160.01.231.03 2016,4870.0,GIZARTE SEGUR. GAZTERIA,10875.0,10875.0,0.0,10997.16,-122.16,10997.16,10997.16,10997.16,10997.16,2016,23103,,1,,01
1 01.160.01.241.00 2016,4340.0,GIZARTE SEGUR:TOKI GARAPENA,35953.0,35953.0,0.0,32705.92,3247.08,32705.92,32705.92,32705.92,32705.92,2016,24100,,1,,01
1 01.160.01.241.01 2016,4341.0,GIZARTE SEGURANTZA.ENPLEGU IKASTAROAK,0.0,0.0,0.0,3477.76,-3477.76,3477.76,3477.76,3477.76,3477.76,2016,24101,,1,,01
1 01.160.01.241.02 2016,4342.0,GIZARTE SEGURANTZA.LANBIDE PROGRAMAK,0.0,26500.0,0.0,26532.68,-32.68,26532.68,26532.68,26532.68,26532.68,2016,24102,,1,,01
1 01.160.01.241.03 2016,4343.0,GIZARTE SEGURANTZA.ALDUNDIA.PROGRAMAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,24103,,1,,01
1 01.160.01.323.00 2016,4344.0,GIZARTE SEGUR:IKASTETXEAK,39401.0,39401.0,0.0,44082.68,-4681.68,44082.68,44082.68,44082.68,44082.68,2016,32300,,1,,01
1 01.160.01.324.10 2016,4346.0,GIZARTE SEGUR:HLP programak,30376.0,30376.0,0.0,32800.38,-2424.38,32800.38,32800.38,32800.38,32800.38,2016,32410,,1,,01
1 01.160.01.326.01 2016,4347.0,GIZARTE SEGUR:MUSIKA ESKOLA,133654.0,133654.0,0.0,133798.77,-144.77,133798.77,133798.77,133798.77,133798.77,2016,32601,,1,,01
1 01.160.01.330.00 2016,4348.0,GIZARTE SEGUR:KULTURA ZERBITZUA,20073.0,20073.0,0.0,20501.5,-428.5,20501.5,20501.5,20501.5,20501.5,2016,33000,,1,,01
1 01.160.01.332.10 2016,4349.0,GIZARTE SEGUR:LIBURUTEGIA,44188.0,44188.0,0.0,41825.81,2362.19,41825.81,41825.81,41825.81,41825.81,2016,33210,,1,,01
1 01.160.01.333.00 2016,4350.0,GIZARTE SEGUR:KULTUR ETXEA,16290.0,16290.0,0.0,1931.11,14358.89,1931.11,1931.11,1931.11,1931.11,2016,33300,,1,,01
1 01.160.01.335.00 2016,4351.0,GIZARTE SEGUR:EUSKARA ZERBITZUA,29232.0,29232.0,0.0,32747.75,-3515.75,32747.75,32747.75,32747.75,32747.75,2016,33500,,1,,01
1 01.160.01.335.10 2016,4352.0,GIZARTE SEGUR:EUSKALTEGIA,78259.0,78259.0,0.0,86242.81,-7983.81,86242.81,86242.81,86242.81,86242.81,2016,33510,,1,,01
1 01.160.01.335.30 2016,4353.0,GIZARTE SEGUR:EUSKARA PLANA,20098.0,20098.0,0.0,16882.3,3215.7,16882.3,16882.3,16882.3,16882.3,2016,33530,,1,,01
1 01.160.01.335.40 2016,4354.0,GIZARTE SEGUR:UDALEKUAK,24016.0,24016.0,0.0,21992.99,2023.01,21992.99,21992.99,21992.99,21992.99,2016,33540,,1,,01
1 01.160.01.342.00 2016,4355.0,GIZ.SEG+OLAZ:KIROLDEGIA,119204.0,119204.0,0.0,114559.61,4644.39,114559.61,114559.61,114559.61,114559.61,2016,34200,,1,,01
1 01.160.01.342.01 2016,4356.0,GIZARTE SEGUR:IGERILEKUAK,4860.0,4860.0,0.0,4734.04,125.96,4734.04,4734.04,4734.04,4734.04,2016,34201,,1,,01
1 01.160.01.414.00 2016,4357.0,GIZARTE SEGUR:INGURUNEAREN HOBEKUNTZA,8347.0,8347.0,0.0,7792.91,554.09,7792.91,7792.91,7792.91,7792.91,2016,41400,,1,,01
1 01.160.01.432.00 2016,4358.0,GIZARTE SEGUR:TURISMOA,9452.0,9452.0,0.0,9493.96,-41.96,9493.96,9493.96,9493.96,9493.96,2016,43200,,1,,01
1 01.160.01.912.00 2016,4359.0,GIZARTE SEGUR:GOBERNU ORGANOAK,73869.0,73869.0,0.0,76163.17,-2294.17,76163.17,76163.17,76163.17,76163.17,2016,91200,,1,,01
1 01.160.01.920.00 2016,4360.0,GIZ.SEGURANTZA.ADMINISTRAZIO OROKORRA,84160.0,84160.0,0.0,80970.34,3189.66,80970.34,80970.34,80970.34,80970.34,2016,92000,,1,,01
1 01.160.01.920.10 2016,4361.0,GIZ.SEGURANTZA.PERTSONALA,34149.0,34149.0,0.0,48059.01,-13910.01,48059.01,48059.01,48059.01,48059.01,2016,92010,,1,,01
1 01.160.01.920.11 2016,4362.0,GIZARTE SEGURANTZA.LAN SEGURTASUNA-OSASU,11298.0,11298.0,0.0,-1358.54,12656.54,-1358.54,-1358.54,-1358.54,-1358.54,2016,92011,,1,,01
1 01.160.01.920.20 2016,4363.0,GIZARTE SEGUR:INFORMATIKA,18933.0,18933.0,0.0,20545.21,-1612.21,20545.21,20545.21,20545.21,20545.21,2016,92020,,1,,01
1 01.160.01.920.30 2016,4364.0,GIZARTE SEGUR:ARTXIBOA,19176.0,19176.0,0.0,10522.74,8653.26,10522.74,10522.74,10522.74,10522.74,2016,92030,,1,,01
1 01.160.01.929.10 2016,4365.0,GIZARTE SEGUR:BAKE EPITEGIA,2635.0,2635.0,0.0,1403.61,1231.39,1403.61,1403.61,1403.61,1403.61,2016,92910,,1,,01
1 01.160.01.931.00 2016,4366.0,GIZ.SEGURANTZA.ADMINISTRAZIO EKONOMIKOA,74611.0,74611.0,0.0,82231.44,-7620.44,82231.44,82231.44,82231.44,82231.44,2016,93100,,1,,01
1 01.160.01.932.00 2016,4367.0,GIZ.SEGURANTZA.BILKETA,49670.0,49670.0,0.0,39237.0,10433.0,39237.0,39237.0,39237.0,39237.0,2016,93200,,1,,01
1 01.160.01.933.00 2016,4368.0,GIZARTE SEGUR:ONDAREA ETA KONTRATAZIOA,20584.0,20584.0,0.0,22531.35,-1947.35,22531.35,22531.35,22531.35,22531.35,2016,93300,,1,,01
1 01.160.04.132.00 2016,4369.0,ELKARKIDETZA:UDALTZAINGOA,13914.0,13914.0,0.0,13793.8,120.2,13793.8,13793.8,13793.8,13793.8,2016,13200,,1,,01
1 01.160.04.150.00 2016,4370.0,ELKARKIDETZA:HIRIGINTZA,6604.0,6604.0,0.0,3656.52,2947.48,3656.52,3656.52,3656.52,3656.52,2016,15000,,1,,01
1 01.160.04.153.40 2016,4371.0,ELKARKIDETZA:OBRETAKO LANTALDEA,5754.0,5754.0,0.0,6171.62,-417.62,6171.62,6171.62,6171.62,6171.62,2016,15340,,1,,01
