Partida,Barruko kodea,Deskribapena,Urtea,Hasierako aurr.,Onart. Oblig.
1 01.121.99.241.00 2016 (4294),4294,FUNTZIONARIOA.SOLDATA.OSAGARRIA.TOKI GAR,2016,75817.0,69849.05
1 01.121.99.323.00 2016 (4295),4295,FUNTZIONARIOA.SOLDATA.OSAGARRIA.IKASTETX,2016,76676.0,81364.15
1 01.121.99.326.01 2016 (4297),4297,FUNTZIONARIOA.SOLDATA.OSAGARRIA.MUSIKA E,2016,244612.0,247428.65
1 01.121.99.330.00 2016 (4298),4298,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KULTURA,2016,42592.0,42549.6
1 01.121.99.332.10 2016 (4299),4299,FUNTZIONARIOA.SOLDATA.OSAGARRIA.LIBURUTE,2016,86974.0,100144.67
1 01.121.99.333.00 2016 (4300),4300,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KULTUR E,2016,34233.0,68508.74
1 01.121.99.335.00 2016 (4301),4301,FUNTZIONARIOA.SOLDATA.OSAGARRIA.EUSKARA,2016,58389.0,78371.85
1 01.121.99.335.10 2016 (4302),4302,FUNTZIONARIOA.SOLDATA.OSAGARRIA.EUSKALTE,2016,145154.0,160958.22
1 01.121.99.335.30 2016 (4303),4303,FUNTZIONARIOA.SOLDATA.OSAGARRIA.EUSKARA,2016,37295.0,29272.72
1 01.121.99.335.40 2016 (4304),4304,FUNTZIONARIOA.SOLDATA.OSAGARRIA.UDALEKUA,2016,71137.0,12924.48
1 01.121.99.342.00 2016 (4305),4305,FUNTZIONARIOA.SOLDATA.OSAGARRIA.KIROLDEG,2016,248614.0,255900.59
1 01.121.99.342.01 2016 (4306),4306,FUNTZIONARIOA.SOLDATA.OSAGARRIA.IGERILEK,2016,11914.0,11169.25
1 01.121.99.414.00 2016 (4307),4307,FUNTZIONARIOA.SOLDATA.OSAGARRIA.INGURUNE,2016,18711.0,19011.73
1 01.121.99.432.00 2016 (4308),4308,FUNTZIONARIOA.SOLDATA.OSAGARRIA.TURISMOA,2016,18648.0,18619.73
1 01.121.99.912.00 2016 (4309),4309,FUNTZIONARIOA.SOLDATA.OSAGARRIA.GOBERNU,2016,7055.0,5806.39
1 01.121.99.920.00 2016 (4310),4310,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ADMINIST,2016,166698.0,195988.12
1 01.121.99.920.10 2016 (4311),4311,FUNTZIONARIOA.SOLDATA.OSAGARRIA.PERTSONA,2016,67320.0,106362.32
1 01.121.99.920.11 2016 (4312),4312,FUNTZIONARIOA.SOLDATA.OSAGARRIA.LAN SEGU,2016,27006.0,33448.95
1 01.121.99.920.20 2016 (4313),4313,FUNTZIONARIOA.SOLDATA.OSAGARRIA.INFORMAT,2016,45605.0,45906.87
1 01.121.99.920.30 2016 (4314),4314,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ARTXIBOA,2016,40470.0,21039.65
1 01.121.99.929.10 2016 (4315),4315,FUNTZIONARIOA.SOLDATA.OSAGARRIA.BAKE EPA,2016,4892.0,5728.52
1 01.121.99.931.00 2016 (4316),4316,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ADMINIST,2016,159653.0,185190.65
1 01.121.99.932.00 2016 (4317),4317,FUNTZIONARIOA.SOLDATA.OSAGARRIA.BILKETA,2016,101986.0,88218.38
1 01.121.99.933.00 2016 (4318),4318,FUNTZIONARIOA.SOLDATA.OSAGARRIA.ONDAREA-,2016,47962.0,46261.94
1 01.130.99.323.00 2016 (4319),4319,LABORALA.SOLDATA.OSAGARRIA. IKASTETXEAK,2016,0.0,0.0
1 01.130.99.333.00 2016 (4320),4320,LABORALA.SOLDATA.OSAGARRIA.KULTUR ETXEA,2016,0.0,0.0
1 01.131.01.241.01 2016 (4321),4321,ALDIBATERAKO.SOLDATA.IKASTAROAK.,2016,38279.0,11332.0
1 01.131.01.241.02 2016 (4322),4322,ALDIBATERAKO.SOLDATA.LANBIDE PROGRAMAK,2016,27270.0,84440.23
1 01.131.01.241.03 2016 (4323),4323,ALDIBATERAKO.SOLDATA.ALDUNDIA PROGRAMAK,2016,29391.0,0.0
1 01.131.01.323.00 2016 (4324),4324,ALDIBATERAKO.SOLDATA.IKASTETXEAK,2016,0.0,0.0
1 01.131.01.324.10 2016 (4325),4325,ALDIBATERAKO.SOLDATA.HLP PROGRAMAK,2016,103172.0,102404.13
1 01.131.01.333.00 2016 (4326),4326,ALDIBATERAKO.SOLDATA.KULTUR ETXEA,2016,5140.0,0.0
1 01.131.01.335.40 2016 (5125),5125,ALDIBATERAKO. UDALEKUAK MONITOREAK,2016,0.0,2623.23
1 01.131.01.342.00 2016 (4327),4327,ALDIBATERAKO.SOLDATA.KIROLDEGIA,2016,14752.0,0.0
1 01.131.02.342.00 2016 (4328),4328,ALDIBATERAKO.SOLDATA.LAN BEREZIAK,2016,0.0,0.0
1 01.160.01.132.00 2016 (4329),4329,GIZ.SEGURANTZA.UDALTZAINGOA,2016,313172.0,243039.06
1 01.160.01.150.00 2016 (4330),4330,GIZ.SEGURANTZA.HIRIGINTZA,2016,66336.0,37678.12
1 01.160.01.153.40 2016 (4331),4331,GIZ.SEGURANTZA.OBRETAKO LANTALDEA,2016,129441.0,101120.16
1 01.160.01.153.50 2016 (4332),4332,GIZARTE SEGUR:ZERBITZU PUBLIKOAK,2016,18138.0,12801.02
1 01.160.01.161.00 2016 (4333),4333,GIZ.SEGURANTZA.UR HORNIDURA,2016,33326.0,24070.96
1 01.160.01.164.00 2016 (4334),4334,GIZARTE SEGUR:HILERRIA,2016,8617.0,8268.17
1 01.160.01.165.00 2016 (4335),4335,GIZ.SEGURANTZA.KALEKO ARGIKUNTZA,2016,38359.0,46519.23
1 01.160.01.170.00 2016 (4336),4336,GIZARTE SEGUR:INGURUGIROA,2016,20117.0,20435.08
1 01.160.01.171.00 2016 (4337),4337,GIZ.SEGURANTZA.PARKEAK ETA LORATEGIAK,2016,13245.0,10099.99
1 01.160.01.230.02 2016 (4338),4338,GIZARTE SEGUR:LANKIDETZA,2016,0.0,875.49
1 01.160.01.231.00 2016 (4339),4339,GIZARTE SEGUR:BERDINTASUNA,2016,30172.0,29502.28
1 01.160.01.231.03 2016 (4870),4870,GIZARTE SEGUR. GAZTERIA,2016,10875.0,10997.16
1 01.160.01.241.00 2016 (4340),4340,GIZARTE SEGUR:TOKI GARAPENA,2016,35953.0,32705.92
1 01.160.01.241.01 2016 (4341),4341,GIZARTE SEGURANTZA.ENPLEGU IKASTAROAK,2016,0.0,3477.76
1 01.160.01.241.02 2016 (4342),4342,GIZARTE SEGURANTZA.LANBIDE PROGRAMAK,2016,0.0,26532.68
1 01.160.01.241.03 2016 (4343),4343,GIZARTE SEGURANTZA.ALDUNDIA.PROGRAMAK,2016,0.0,0.0
1 01.160.01.323.00 2016 (4344),4344,GIZARTE SEGUR:IKASTETXEAK,2016,39401.0,44082.68
1 01.160.01.324.10 2016 (4346),4346,GIZARTE SEGUR:HLP programak,2016,30376.0,32800.38
1 01.160.01.326.01 2016 (4347),4347,GIZARTE SEGUR:MUSIKA ESKOLA,2016,133654.0,133798.77
1 01.160.01.330.00 2016 (4348),4348,GIZARTE SEGUR:KULTURA ZERBITZUA,2016,20073.0,20501.5
1 01.160.01.332.10 2016 (4349),4349,GIZARTE SEGUR:LIBURUTEGIA,2016,44188.0,41825.81
1 01.160.01.333.00 2016 (4350),4350,GIZARTE SEGUR:KULTUR ETXEA,2016,16290.0,1931.11
1 01.160.01.335.00 2016 (4351),4351,GIZARTE SEGUR:EUSKARA ZERBITZUA,2016,29232.0,32747.75
1 01.160.01.335.10 2016 (4352),4352,GIZARTE SEGUR:EUSKALTEGIA,2016,78259.0,86242.81
1 01.160.01.335.30 2016 (4353),4353,GIZARTE SEGUR:EUSKARA PLANA,2016,20098.0,16882.3
1 01.160.01.335.40 2016 (4354),4354,GIZARTE SEGUR:UDALEKUAK,2016,24016.0,21992.99
1 01.160.01.342.00 2016 (4355),4355,GIZ.SEG+OLAZ:KIROLDEGIA,2016,119204.0,114559.61
1 01.160.01.342.01 2016 (4356),4356,GIZARTE SEGUR:IGERILEKUAK,2016,4860.0,4734.04
1 01.160.01.414.00 2016 (4357),4357,GIZARTE SEGUR:INGURUNEAREN HOBEKUNTZA,2016,8347.0,7792.91
1 01.160.01.432.00 2016 (4358),4358,GIZARTE SEGUR:TURISMOA,2016,9452.0,9493.96
1 01.160.01.912.00 2016 (4359),4359,GIZARTE SEGUR:GOBERNU ORGANOAK,2016,73869.0,76163.17
1 01.160.01.920.00 2016 (4360),4360,GIZ.SEGURANTZA.ADMINISTRAZIO OROKORRA,2016,84160.0,80970.34
1 01.160.01.920.10 2016 (4361),4361,GIZ.SEGURANTZA.PERTSONALA,2016,34149.0,48059.01
1 01.160.01.920.11 2016 (4362),4362,GIZARTE SEGURANTZA.LAN SEGURTASUNA-OSASU,2016,11298.0,-1358.54
1 01.160.01.920.20 2016 (4363),4363,GIZARTE SEGUR:INFORMATIKA,2016,18933.0,20545.21
1 01.160.01.920.30 2016 (4364),4364,GIZARTE SEGUR:ARTXIBOA,2016,19176.0,10522.74
1 01.160.01.929.10 2016 (4365),4365,GIZARTE SEGUR:BAKE EPITEGIA,2016,2635.0,1403.61
1 01.160.01.931.00 2016 (4366),4366,GIZ.SEGURANTZA.ADMINISTRAZIO EKONOMIKOA,2016,74611.0,82231.44
1 01.160.01.932.00 2016 (4367),4367,GIZ.SEGURANTZA.BILKETA,2016,49670.0,39237.0
1 01.160.01.933.00 2016 (4368),4368,GIZARTE SEGUR:ONDAREA ETA KONTRATAZIOA,2016,20584.0,22531.35
1 01.160.04.132.00 2016 (4369),4369,ELKARKIDETZA:UDALTZAINGOA,2016,13914.0,13793.8
1 01.160.04.150.00 2016 (4370),4370,ELKARKIDETZA:HIRIGINTZA,2016,6604.0,3656.52
1 01.160.04.153.40 2016 (4371),4371,ELKARKIDETZA:OBRETAKO LANTALDEA,2016,5754.0,6171.62
1 01.160.04.153.50 2016 (4372),4372,ELKARKIDETA:ZERBITZU PUBLIKOAK,2016,2319.0,3407.88
1 01.160.04.161.00 2016 (4373),4373,ELKARKIDETZA:UR HORNIDURA,2016,1920.0,1492.04
1 01.160.04.164.00 2016 (4374),4374,ELKARKIDETZA:HILERRIA,2016,959.0,949.48
1 01.160.04.165.00 2016 (4375),4375,ELKARKIDETZA:KALEKO ARGIKUNTZA,2016,962.0,1356.4
1 01.160.04.170.00 2016 (4376),4376,ELKARKIDETZA:INGURUGIROA,2016,1713.0,1695.82
1 01.160.04.171.00 2016 (4377),4377,ELKARKIDETZA:PARKEAK ETA LORATEGIAK,2016,959.0,949.48
1 01.160.04.231.00 2016 (4378),4378,ELKARKIDETZA:BERDINTASUNA,2016,2558.0,2421.66
1 01.160.04.231.03 2016 (4871),4871,ELKARKIDETZA. GAZTERIA,2016,1159.0,0.0
1 01.160.04.241.00 2016 (4379),4379,ELKARKIDETZA:TOKI GARAPENA,2016,1398.0,1384.6
1 01.160.04.323.00 2016 (4380),4380,ELKARKIDETZA:IKASTETXEAK,2016,2877.0,3797.92
1 01.160.04.326.01 2016 (4382),4382,ELKARKIDETZA:MUSIKA ESKOLA,2016,10750.0,10279.92
1 01.160.04.330.00 2016 (4383),4383,ELKARKIDETZA:KULTURA ZERBITZUA,2016,0.0,0.0
1 01.160.04.332.10 2016 (4384),4384,ELKARKIDETZA:LIBURUTEGIA,2016,6275.0,6177.08
1 01.160.04.333.00 2016 (4385),4385,ELKARKIDETZA:KULTUR ETXEA,2016,1918.0,1898.96
1 01.160.04.335.00 2016 (4386),4386,ELKARKIDETZA:EUSKARA ZERBITZUA,2016,3956.0,5289.76
1 01.160.04.335.10 2016 (4387),4387,ELKARKIDETZA:EUSKALTEGIA,2016,9550.0,10036.96
1 01.160.04.335.30 2016 (4388),4388,ELKARKIDETZA:EUSKARA PLANA,2016,2797.0,2175.8
1 01.160.04.342.00 2016 (4389),4389,ELKARKIDETZA:KIROLDEGIA,2016,12518.0,11703.85
1 01.160.04.342.01 2016 (4390),4390,ELKARKIDETZA:IGERILEKUAK,2016,0.0,0.0
1 01.160.04.414.00 2016 (4391),4391,ELKARKIKETZA:INGURUNEAREN HOBEKUNTZA,2016,959.0,949.48
1 01.160.04.432.00 2016 (4392),4392,ELKARKIDETZA:TURISMOA,2016,1398.0,1384.6
1 01.160.04.912.00 2016 (4393),4393,ELKARKIDETZA: GOBERNU ORGANOAK,2016,1398.0,1384.6
1 01.160.04.920.00 2016 (4394),4394,ELKARKIDETZA:ADMINISTRAZIO OROKORRA,2016,8281.0,8138.62
