Partida,Código interno,Descripción,Año,Pto inicial,Oblig. recon.
1 01.160.04.920.30 2015 (4398),4398,ELKARKIDETZA:ARTXIBOA,2015,1694.0,1695.82
1 01.160.04.929.10 2015 (4399),4399,ELKARKIDETZA:BAKE EPAITEGIA,2015,952.0,361.76
1 01.160.04.931.00 2015 (4400),4400,ELKARKIDETZA:ADMINISTRAZIO EKONOMIKOA,2015,3966.0,3967.74
1 01.160.04.932.00 2015 (4401),4401,ELKARKIDETZA:BILKETA,2015,5928.0,5631.74
1 01.160.04.933.00 2015 (4402),4402,ELKARKIDETZA:ONDAREA ETA KONTRATAZIOA,2015,4528.0,1135.96
1 01.160.06.920.10 2015 (4411),4411,ASISTENTZIA MEDIKU-FARMAZEUTIKOA,2015,5500.0,4950.0
1 01.161.03.920.10 2015 (4412),4412,ERRETIRO AURRERATUEN KALTE-ORDAINAK,2015,159000.0,146223.64
1 02.162.01.335.30 2015 (4413),4413,LANGILEAK EUSKALDUNTZEKO POLTSA,2015,3000.0,2217.7
1 02.162.01.920.10 2015 (4414),4414,LANGILEEN PRESTAKUNTZAKO GASTUAK,2015,20000.0,6518.86
1 02.162.05.912.00 2015 (4415),4415,BIZITZA ETA ISTRIPU ASEG:GOBERNU ORGANOA,2015,3500.0,0.0
1 02.162.05.920.10 2015 (4416),4416,BIZITZA ETA ISTRIPU ASEG:PERTSONALA,2015,37000.0,38589.47
1 02.211.01.342.00 2015 (4417),4417,MANTEN:KIROLDEGIA,2015,85000.0,56121.17
1 02.211.01.342.01 2015 (4418),4418,MANTEN:IGERILEKUAK,2015,16000.0,12907.65
1 02.211.01.342.02 2015 (4419),4419,MANTEN:ZUBIPE ZELAIA,2015,6000.0,36827.59
1 02.211.01.342.03 2015 (4420),4420,MANTEN:LANDARE ZELAIA,2015,6000.0,59908.09
1 02.211.01.342.09 2015 (4421),4421,MANTEN:B.KIROL INSTALAKUNTZAK,2015,2500.0,2476.44
1 02.212.01.342.00 2015 (4422),4422,GIMNASIOKO MAK.KONPONKETA,2015,6600.0,7808.1
1 02.213.01.132.00 2015 (4423),4423,MANT.IBILG:UDALTZAINGOA,2015,12240.0,10461.37
1 02.215.01.920.20 2015 (4424),4424,MANT:EKIPO INFORMATIKOA,2015,35000.0,33683.47
1 02.220.02.241.00 2015 (4425),4425,PRENTSA:TOKI GARAPENA,2015,750.0,40.7
1 02.220.02.920.30 2015 (4426),4426,"LIBURUAK,ALDIZKARIAK:ARTXIBOA",2015,1500.0,23.17
1 02.221.04.132.00 2015 (4427),4427,ERREGAIA: UDALTZAINGOA,2015,9180.0,9952.17
1 02.221.05.920.10 2015 (4428),4428,ARROPAK,2015,10000.0,9322.46
1 02.221.06.323.30 2015 (4429),4429,ELIKAGAIAK:HAUR-ESKOLA,2015,20000.0,25081.04
1 02.221.08.342.00 2015 (4430),4430,FARMAZI EKOIZKINAK: KIROLDEGIA,2015,1000.0,24.08
1 02.221.13.342.00 2015 (4431),4431,IGERITEG.PRODUKT.BEREZIAK,2015,6000.0,6484.71
1 02.221.13.342.01 2015 (4432),4432,PRODUKT.BEREZ:IGERILEKUAK,2015,10000.0,6343.58
1 02.221.14.342.00 2015 (4433),4433,KIROL MATERIALA,2015,5000.0,1352.7
1 02.221.15.342.00 2015 (4434),4434,BAINUTXANO HORNIDURA,2015,200.0,0.0
1 02.221.98.334.10 2015 (4435),4435,AUZO.HAUR TAIEL.MATERIALA,2015,2121.0,849.02
1 02.221.99.231.03 2015 (4436),4436,MATERIALA:GAZTEDIA,2015,6000.0,5995.72
1 02.221.99.334.10 2015 (4437),4437,KULTURAKO TAILERRAKO MATERIALAK,2015,3000.0,782.41
1 02.222.01.920.00 2015 (4438),4438,KOMUNIKAZIO TELEFONIKOAK,2015,49000.0,54466.2
1 02.222.02.920.00 2015 (4439),4439,KOMUNIKAZIO POSTA BIDEZKOAK,2015,30000.0,33221.38
1 02.222.05.920.20 2015 (4440),4440,KOMUNIKAZIO INFORMATIKOAK,2015,138000.0,132027.47
1 02.224.01.933.00 2015 (4441),4441,ERAIKINEN ASEGURUA,2015,51600.0,40171.08
1 02.224.02.933.00 2015 (4442),4442,IBILGAILUEN ASEGURUA,2015,7500.0,7716.37
1 02.224.99.933.00 2015 (4443),4443,ERANTZUKIZUN ZIBILEKO ASEGURUA,2015,27000.0,26580.64
1 02.226.02.912.00 2015 (4444),4444,PROTOK.ETA ORDEZK.ARRETAK,2015,6000.0,5707.65
1 02.226.03.323.00 2015 (4445),4445,PUBLIZITATEA:IKASTETXEAK,2015,2700.0,1821.05
1 02.226.03.326.01 2015 (4446),4446,PUBLIZITATEA:MUSIKA ESKOLA,2015,800.0,151.3
1 02.226.03.334.00 2015 (4447),4447,PUBLIZITATEA: KULTURA ZERBITZUA,2015,15000.0,10487.77
1 02.226.03.335.10 2015 (4448),4448,PUBLIZITATEA:EUSKALTEGIA,2015,4000.0,4489.01
1 02.226.03.912.00 2015 (4449),4449,PUBLIZIT:GOBERN.ORGANOAK,2015,15000.0,17845.72
1 02.226.03.920.30 2015 (4450),4450,ARGITALPENAK:ARTXIBOA,2015,10000.0,4659.2
1 02.226.03.932.00 2015 (4451),4451,PUBLIZITATEA:BILKETA,2015,1500.0,1115.92
1 02.226.04.920.00 2015 (4452),4452,GASTU JURIDIKOAK:ADMIN.OROKORRA,2015,20000.0,17579.64
1 02.226.06.231.03 2015 (4453),4453,GAZTERIA PROIEKTUAK,2015,20000.0,0.0
1 02.226.06.323.00 2015 (4454),4454,KULTUR EKINTZAK:IKASTETXEAK,2015,8000.0,2249.86
1 02.226.06.326.01 2015 (4455),4455,KONTZERTUAK:MUSIKA ESKOLA,2015,20305.0,18901.36
1 02.226.06.334.00 2015 (4456),4456,KULTUR EKINTZAK,2015,118777.0,117307.77
1 02.226.06.335.00 2015 (4457),4457,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,2015,17000.0,14632.76
1 02.226.06.338.00 2015 (4458),4458,JAIAK ETA JAIALDIAK,2015,161020.0,157389.67
1 02.226.06.341.00 2015 (4690),4690,ESKOLA-KIROLA,2015,0.0,16999.78
1 02.226.06.342.00 2015 (4459),4459,EKINTZAK: KIROL JOLASGARRIAK,2015,12500.0,12430.18
1 02.226.06.920.30 2015 (4460),4460,IKERKETA.ARTXIBOA,2015,12000.0,6313.44
1 02.226.95.170.00 2015 (4461),4461,OLIO BERRERABILPENA.INGURUGIROA,2015,12000.0,11321.92
1 02.226.95.231.00 2015 (4462),4462,HEZKIDETZA PROGR.BERDINTASUNA,2015,42600.0,44885.12
1 02.226.95.231.02 2015 (4463),4463,HARRERA PLANA.INMIGRAZIOA,2015,18200.0,10200.0
1 02.226.96.170.10 2015 (4464),4464,ESKOLAKO AGENDA 21,2015,19000.0,13162.08
1 02.226.96.231.00 2015 (4465),4465,TAILERRAK.BERDINTASUNA,2015,35000.0,22564.09
1 02.226.96.231.02 2015 (4466),4466,H.GASTU:INMIGRAZIOA,2015,7800.0,5026.07
1 02.226.97.230.02 2015 (4467),4467,LANKIDETZA PROIEKTUAK.GASTUAK.,2015,2000.0,0.0
1 02.226.97.231.00 2015 (4468),4468,BESTE PROGR.BERDINTASUNA,2015,39000.0,24047.01
1 02.226.97.241.01 2015 (4469),4469,FUNTZ.GASTU:ikastaroak,2015,30735.0,18955.57
1 02.226.97.335.50 2015 (4470),4470,GASTETXO ALDIZKARIA,2015,5100.0,4893.36
1 02.226.97.920.00 2015 (4471),4471,IRAGARKI OFIZIALAK,2015,25000.0,43946.6
1 02.226.97.924.00 2015 (4472),4472,2.ESKUKO AZOKA,2015,3500.0,3000.03
1 02.226.98.132.00 2015 (4473),4473,H.GASTU:BIDE HEZIKETA,2015,6000.0,5955.12
1 02.226.98.170.10 2015 (4474),4474,TOKIKO AGENDA 21,2015,60700.0,35078.95
1 02.226.98.230.02 2015 (4475),4475,SENTIBERATZE KANPAINAK,2015,5000.0,4829.37
1 02.226.98.231.03 2015 (4476),4476,GAZTE-TXOKOA,2015,66105.0,65833.5
1 02.226.98.241.00 2015 (4477),4477,ORIENTAZIO ZERBITZUA,2015,100.0,12705.0
1 02.226.98.324.10 2015 (4478),4478,FUNTZ.GASTU:HLP programak,2015,16000.0,8387.09
1 02.226.98.335.00 2015 (4834),4834,EUSKARA-INICIATIVAS,2015,0.0,0.0
1 02.226.98.335.10 2015 (4479),4479,KANP.JARDUER.GAST:EUSKALTEGIA,2015,1000.0,1005.0
1 02.226.98.335.50 2015 (4480),4480,IKASLEEN TXOKOA,2015,5173.0,5172.75
1 02.226.98.912.00 2015 (4481),4481,TXOTX GARAIAREN HASIERA,2015,7000.0,6961.67
1 02.226.98.933.00 2015 (4482),4482,ONDASUN PARTIK.KALTEETAR.KALTE-ORDAINAK,2015,2000.0,9072.13
1 02.226.99.132.00 2015 (4483),4483,H.GASTU:UDALTZAINGOA,2015,6000.0,5946.7
1 02.226.99.170.00 2015 (4484),4484,H.GASTU: INGURUGIROA,2015,14000.0,18760.55
1 02.226.99.230.02 2015 (4485),4485,H.GASTU:LANKIDETZA,2015,7257.0,6244.6
1 02.226.99.231.03 2015 (4486),4486,H.GASTU:GAZTEDIA,2015,1000.0,575.96
1 02.226.99.241.03 2015 (4487),4487,FUNTZ.GASTU:enplegu prog-Diputazioa,2015,100.0,0.0
1 02.226.99.323.20 2015 (4488),4488,H.GASTU:INGURUMEN-HEZKUNTZA,2015,2000.0,3742.99
1 02.226.99.323.30 2015 (4489),4489,H.GASTU:HAUR-ESKOLA,2015,1500.0,182.52
1 02.226.99.326.01 2015 (4490),4490,H.GASTU:MUSIKA ESKOLA,2015,4900.0,4389.93
1 02.226.99.332.10 2015 (4491),4491,H.GASTU:LIBURUTEGIA,2015,30000.0,23310.53
1 02.226.99.334.00 2015 (4492),4492,H.GASTU:KULTURA ZERBITZUA,2015,2700.0,3897.25
1 02.226.99.335.00 2015 (4493),4493,H.GASTU:,2015,600.0,569.87
1 02.226.99.335.10 2015 (4494),4494,EKINTZAK:EUSKALTEGIA,2015,1500.0,861.38
1 02.226.99.335.20 2015 (4495),4495,BURUNTZALD.EUSKERA EGITASMOAK,2015,30000.0,28242.18
1 02.226.99.335.30 2015 (4496),4496,H.GASTU:EUSKARA PLANA,2015,900.0,120.84
1 02.226.99.335.40 2015 (4497),4497,H.GASTU:UDALEKUAK,2015,6000.0,5765.69
1 02.226.99.335.50 2015 (4498),4498,H.GASTU:EUSKARA-IRAKASKUNTZA,2015,7000.0,6740.3
1 02.226.99.338.00 2015 (4499),4499,H.GASTU:JAIAK,2015,5000.0,4472.46
1 02.226.99.342.00 2015 (4500),4500,H.GASTU:KIROLDEGIA,2015,6000.0,5595.49
1 02.226.99.342.01 2015 (4501),4501,H.GASTU:IGERILEKUAK,2015,2500.0,2599.66
1 02.226.99.432.00 2015 (4502),4502,H.GASTU: TURISMOA,2015,42000.0,33338.74
1 02.226.99.912.00 2015 (4503),4503,H.GASTU:GOBERNU ORGANOAK,2015,2000.0,3586.58
1 02.226.99.920.00 2015 (4504),4504,H.GASTU:ADMINIS.OROKORRA,2015,25000.0,26818.07
1 02.226.99.920.11 2015 (4505),4505,H.GASTU:SEGURT.OSASUNA,2015,10000.0,6476.43
1 02.226.99.920.30 2015 (4506),4506,H.GASTU:ARTXIBOA,2015,5000.0,4483.66
1 02.226.99.924.00 2015 (4507),4507,PARTEHARTZE EKIMENAK,2015,20000.0,33605.72
1 02.226.99.929.00 2015 (4509),4509,KREDITU GLOBALA,2015,238623.0,0.0
1 02.226.99.933.00 2015 (4510),4510,ETXEBIZITZEN GASTUAK (ALOKABIDE),2015,5200.0,5193.72
1 02.227.04.323.20 2015 (4511),4511,INGURUGIRO HEZKUNTZAKO KONTRATUA,2015,17000.0,13105.75
1 02.227.04.326.02 2015 (4512),4512,KONTRATUA: KANTUZ,2015,62000.0,61795.53
1 02.227.04.334.10 2015 (4513),4513,KULTURAKO TAILERREN KONTRATOA,2015,75000.0,69248.65
1 02.227.04.335.40 2015 (4514),4514,KONTRATUA: UDALEKUAK,2015,9862.0,0.0
1 02.227.04.342.00 2015 (4515),4515,KONTRATUA: MONITOREAK,2015,180000.0,187670.71
1 02.227.07.170.00 2015 (4516),4516,AZTERKETAK:INGURUGIROA,2015,20000.0,17511.94
1 02.227.07.323.00 2015 (4517),4517,HEZKUNTZA PROIEKTUAK,2015,15000.0,36332.02
1 02.227.07.335.00 2015 (4518),4518,AZTERKETAK:EUSKARA ZERBITZUA,2015,2000.0,112.11
1 02.227.07.912.00 2015 (4519),4519,AZTERKETAK:GOBERNU ORGANOAK,2015,23000.0,0.0
1 02.227.07.931.00 2015 (4520),4520,AZTERKETAK:ADM.EKONOMIKOA,2015,17000.0,16537.88
1 02.227.09.932.00 2015 (4521),4521,KONTRATUAK:BILKETA,2015,2000.0,811.2
1 02.227.98.132.00 2015 (4522),4522,KONT:ABAND.TXAK.JASOTZEKO,2015,8000.0,5381.14
1 02.227.98.231.00 2015 (4523),4523,PROG.EMAKUMEEN INDARKERIA:BERDINTASUNA,2015,20000.0,6943.24
1 02.227.98.342.00 2015 (4524),4524,SOROSLEAK KONTRATOA-KIROLDEGIA,2015,108000.0,105739.54
1 02.227.98.342.01 2015 (4525),4525,MANTEN.KONT:IGERILEKUAK,2015,9400.0,9386.51
1 02.227.99.150.00 2015 (4526),4526,HIRIGINTZA AHOLKUL.KONTRATUA,2015,18600.0,18585.6
1 02.227.99.323.30 2015 (4527),4527,SUKALDEKO KONTRATUA,2015,58410.0,51170.0
1 02.227.99.334.10 2015 (4528),4528,AUZOET.HAUR TAIL.KONTRATUA,2015,36600.0,31731.7
1 02.227.99.335.40 2015 (4529),4529,KONTRATUA:KIROL UDALEKUAK,2015,7000.0,7000.0
1 02.227.99.342.00 2015 (4530),4530,BESTE KONTRATUAK: KIROLDEGIA,2015,21000.0,11645.93
1 02.227.99.342.01 2015 (4531),4531,SOROSPEN KONT:IGERILEKUAK,2015,120000.0,120234.86
1 02.227.99.912.00 2015 (4532),4532,BIZIKIDETZA PROIEKTUA,2015,12000.0,14215.72
1 02.227.99.920.00 2015 (4533),4533,HAINB.KONTRATU ADMIN.OROKORRA,2015,20000.0,45239.15
1 02.227.99.920.11 2015 (4534),4534,KONTRATUAK:SEGURTAS.OSASUNA,2015,21680.0,18214.45
1 02.227.99.920.20 2015 (4722),4722,INFORMATIKA KANPO LANAK,2015,0.0,49288.71
1 02.230.01.912.00 2015 (4535),4535,DIETAK:GOBERNU ORGANOAK,2015,3000.0,4547.27
1 02.230.01.920.10 2015 (4536),4536,PERTSONALAREN DIETA,2015,8000.0,3572.09
1 02.332.01.011.00 2015 (4537),4537,MAILEGUEN INTERESAK,2015,15000.0,1712.34
1 02.360.01.011.00 2015 (4538),4538,ABALEN INTERESAK,2015,100.0,0.0
1 02.369.01.011.00 2015 (4539),4539,BESTELAKO FINANTZA-GASTUAK,2015,1500.0,1492.04
1 02.419.01.241.00 2015 (4540),4540,BIC-BERRILAN EZOHIKO APORTAZIOA,2015,32205.0,32204.66
1 02.419.01.326.03 2015 (4541),4541,DIRULAG:H.I.I.,2015,3577.0,3577.0
1 02.419.01.922.00 2015 (4542),4542,EKARPENA:EUDEL,2015,3000.0,0.0
1 02.419.02.922.00 2015 (4543),4543,EKARPENA:UDALBILTZA,2015,15000.0,15000.0
1 02.421.01.432.00 2015 (4544),4544,BEHEMENDIREKIKO TURISMO HITZARMENA,2015,14000.0,13217.91
1 02.422.01.241.00 2015 (4545),4545,BETERRI,2015,69000.0,33093.0
1 02.431.01.943.10 2015 (4546),4546,EKARPEN ARRUNTA:OSASUN PATRON.,2015,2116759.0,1773499.93
1 02.431.01.943.20 2015 (4547),4547,"EKARPEN ARRUNTA:""EREÑOTZU""",2015,263980.0,263980.0
1 02.471.01.334.00 2015 (4548),4548,DIRULAGUNTZA:ZINEMA EMAKIDARAKO,2015,27725.0,26900.0
1 02.480.01.230.02 2015 (4549),4549,DIRULAG:SAHARAKO KANPAM.,2015,2000.0,538.78
1 02.480.01.335.10 2015 (4550),4550,BEKAK EUSKALTEGIA,2015,29261.0,25959.06
1 02.481.01.230.02 2015 (4551),4551,EKARPENA:EUSKAL FONDOA,2015,3621.0,3558.51
1 02.481.01.241.00 2015 (4552),4552,BERRIAK ELKARTEA-HITZARMENA,2015,14000.0,8400.0
1 02.481.01.323.00 2015 (4553),4553,DIRULAG:IKASTETXEAK KANPOKO EKINTZ,2015,18000.0,14397.0
1 02.481.01.323.30 2015 (4554),4554,DIRULAG:HAUR-ESKOLA KANPOKO EK.,2015,400.0,400.0
1 02.481.01.334.00 2015 (4555),4555,DIRULAG:KULTURA(NORGEHIAGOKA),2015,73000.0,58198.04
1 02.481.01.334.20 2015 (4556),4556,DIRULAGUNTZA:MUSIKA BANDA,2015,83459.0,83459.0
1 02.481.01.334.30 2015 (4557),4557,DIRULAGUNTZA:TXISTULARI BANDA,2015,38813.0,38813.0
1 02.481.01.335.00 2015 (4558),4558,DIRULAG:EUSKARA (NORGEHIAGOKA),2015,50000.0,48612.78
1 02.481.01.341.00 2015 (4559),4559,DIRULAG:KIROL EKINTZAK,2015,29573.0,29572.99
1 02.481.01.912.00 2015 (4560),4560,DIRULAGUNTZAK:GOBERNU ORGANOAK,2015,30000.0,12000.0
1 02.481.01.920.30 2015 (4561),4561,EUSKO IKASKUNTZA HITZARMENA,2015,2500.0,2500.0
1 02.481.02.230.02 2015 (4562),4562,TRANSFERENTZIA: HIRUGARREN MUNDUA,2015,190000.0,43700.0
1 02.481.02.231.03 2015 (4563),4563,ALOKAIRU DIRULAG-GAZTERIA,2015,64000.0,39324.8
1 02.481.02.241.00 2015 (4689),4689,BIB S.COOP-INNOFOROA,2015,0.0,96756.64
1 02.481.02.334.10 2015 (4564),4564,DIRULAG:AUZO ELKARTEAK,2015,105696.0,99350.33
1 02.481.02.335.00 2015 (4565),4565,DIRULAG.:EUSKARA (ZUZENAK),2015,158655.0,124377.85
1 02.481.02.341.00 2015 (4566),4566,DIRULAG:ESKOLA-KIROLA,2015,17000.0,0.0
1 02.481.02.912.00 2015 (4567),4567,TALDE POLITIKO.DIRULAGUNTZAK,2015,52576.0,52575.22
1 02.481.03.231.02 2015 (4568),4568,DIRULAG:AMHER,2015,35600.0,40933.1
1 02.481.03.341.00 2015 (4569),4569,DIRULAG:KLUBAK,2015,60812.0,60812.0
1 02.481.03.912.00 2015 (4570),4570,DIRULAG.ETXEGABETZE EGOERAK,2015,30000.0,0.0
1 02.481.04.341.00 2015 (4571),4571,DIRULAG:KIROL EKIN.EZOHIZKOAK,2015,4088.0,4088.0
1 02.481.05.924.00 2015 (4572),4572,AUZOLAN PROGRAMAK,2015,50000.0,532.89
1 02.601.01.150.10 2015 (4573),4573,AZPIEGITURAK ETA URBANIZAZIOAK,2015,586300.0,468886.14
1 02.601.11.150.10 2015 (4838),4838,AZPIEGITURAK ETA URBANIZAZIOAK,2015,0.0,0.0
1 02.601.12.150.10 2015 (4840),4840,AZPIEGITURAK ETA URBANIZAZIOAK,2015,0.0,0.0
1 02.622.01.342.00 2015 (4575),4575,KIROLDEGIA BIRGAITZEA,2015,1260000.0,977860.92
1 02.622.01.342.01 2015 (4576),4576,IGERILEKUAK,2015,22200.0,9743.04
1 02.622.01.342.09 2015 (4577),4577,ATLETISMO PISTA,2015,22000.0,12988.75
1 02.623.02.342.00 2015 (4578),4578,INBERTSIOAK.KIROLA-PARTEHARTZE PROZESUA,2015,30000.0,13047.07
1 02.623.02.342.02 2015 (4832),4832,ZUBIPE.ZELAIA BERRITZEA,2015,0.0,152320.33
1 02.625.99.342.00 2015 (4579),4579,EKIPAMENDUA: KIROLDEGIA,2015,1300.0,658.99
1 02.626.01.920.20 2015 (4580),4580,INFORMAZIO-PROZESUETARAKO EKIPOAK,2015,30000.0,31097.91
1 02.628.01.332.10 2015 (4581),4581,FUNTS BIBLIOGRAFIKOAK,2015,40000.0,39025.91
1 02.629.01.334.00 2015 (4582),4582,KULTURA-INBERTSIOAK,2015,24900.0,32811.3
1 02.643.01.150.10 2015 (4583),4583,PROIEKTUAK: HIRIGINTZA,2015,226760.0,52692.77
1 02.644.01.920.20 2015 (4584),4584,APLIKAZIO INFORMATIKOAK,2015,15000.0,22475.57
1 02.685.99.326.01 2015 (4585),4585,MUSIKA TRESNAK,2015,3500.0,3416.64
1 02.731.01.943.10 2015 (4586),4586,"KAPITAL EKARPENA:""ONGINTZA""",2015,17000.0,17000.0
1 02.731.01.943.20 2015 (4587),4587,"KAPITAL EKARPENA:""EREÑOTZU""",2015,92689.0,92689.0
1 02.823.01.931.00 2015 (4588),4588,PERTSONALARENTZAKO AURRERAKINAK,2015,100.0,4800.0
1 02.832.01.943.20 2015 (4694),4694,"MAILEGUA:""EREÑOTZU""",2015,0.0,160000.0
1 02.933.01.011.00 2015 (4589),4589,MAILEGUEN AMORTIZAZIOA,2015,463000.0,440538.63
1 05.200.01.133.00 2015 (4590),4590,KARABELEKO TERR.ERRENTAMENDUA,2015,585.0,0.0
1 05.200.02.133.00 2015 (4591),4591,PORTUKO TERREN.ERRENTAMENDUA,2015,430.0,994.02
1 05.210.01.153.20 2015 (4592),4592,MANTEN:HERRIKO KALEAK,2015,200000.0,176436.12
1 05.210.01.153.70 2015 (4593),4593,MANTEN:LANDA BIDEAK,2015,40000.0,40000.0
1 05.210.01.160.00 2015 (4594),4594,MANTEN:SANEAMENDU ETA ARAZKETA,2015,20000.0,18291.0
1 05.210.01.161.00 2015 (4595),4595,MANTEN:URAK,2015,83000.0,84150.15
1 05.210.01.165.00 2015 (4596),4596,MANTEN:KALEKO ARGIKUNTZA,2015,100000.0,80796.84
1 05.210.01.171.00 2015 (4597),4597,MANTEN:PARKEAK ETA LORATEGIAK,2015,18000.0,21694.51
1 05.210.01.414.00 2015 (4598),4598,MANT:INGURUNEAREN HOBEKUNTZA,2015,4088.0,4259.96
1 05.211.01.132.00 2015 (4599),4599,MANT.ERAIKINA:UDALTZAINGOA,2015,3500.0,1209.95
1 05.211.01.153.50 2015 (4600),4600,MANTEN:PABILOIA,2015,4000.0,2828.64
1 05.211.01.164.00 2015 (4601),4601,MANTEN:HILERRIA,2015,8000.0,7354.7
1 05.211.01.311.01 2015 (4602),4602,MANTEN:KOMUNAK,2015,1000.0,1377.38
1 05.211.01.323.10 2015 (4603),4603,MANTEN.ERAIKINAK:IKASTETXEAK,2015,150000.0,201276.42
1 05.211.01.323.30 2015 (4604),4604,MANTEN.ERAIKINA:HAUR-ESKOLA,2015,4000.0,7835.03
1 05.211.01.326.01 2015 (4605),4605,MANTEN.ERAIKINA:MUSIKA ESKOLA,2015,2000.0,1092.24
1 05.211.01.326.03 2015 (4606),4606,MANT.ERAIKINA:H.I.I.,2015,1000.0,993.52
1 05.211.01.333.00 2015 (4607),4607,MANTEN ERAIKINA:KULTUR ETXEA,2015,5000.0,7107.56
1 05.211.01.920.01 2015 (4608),4608,MANTEN:UDALETXEA,2015,3500.0,6591.47
1 05.211.01.920.02 2015 (4609),4609,MANTEN:UDAL ERAIKINAK,2015,85000.0,86595.66
1 05.211.01.929.10 2015 (4610),4610,MANT.ERAIKINA:EPAITEGIA,2015,500.0,61.13
1 05.212.01.133.00 2015 (4611),4611,MANT:SEMAFOROAK,2015,5000.0,1991.87
1 05.212.01.136.00 2015 (4612),4612,"MANT.MAK,TRESN:SUHILTZAILEAK",2015,400.0,57.92
1 05.212.01.153.50 2015 (4613),4613,MANT.MAKIN:PABILOIA,2015,13500.0,7889.99
1 05.212.01.323.10 2015 (4614),4614,MANT.MAKIN:IKASTETXEAK,2015,40000.0,27255.42
1 05.212.01.323.30 2015 (4615),4615,MANT.MAKIN:HAUR-ESKOLA,2015,9000.0,4752.34
1 05.212.01.326.01 2015 (4616),4616,MANT.MAKIN:MUSIKA ESKOLA,2015,4000.0,3022.32
1 05.212.01.326.03 2015 (4617),4617,MANT.MAKIN:H.I.I.,2015,3000.0,1719.48
1 05.212.01.333.00 2015 (4618),4618,MANT.MAKIN:KULTUR ETXEA,2015,8000.0,6250.94
1 05.212.01.414.00 2015 (4619),4619,MANT.MAKIN:INGURUN.HOBEKUNTZA,2015,5000.0,1303.87
1 05.212.01.920.01 2015 (4620),4620,MANT.MAKIN:UDALETXEA,2015,12000.0,7098.21
1 05.212.01.920.02 2015 (4621),4621,MANT.MAKIN:UDAL ERAIKINAK,2015,22000.0,23881.82
1 05.212.01.929.10 2015 (4622),4622,MANT.MAKIN:EPAITEGIA,2015,1500.0,976.33
1 05.213.01.153.40 2015 (4623),4623,MANT.IBILG:OBRETAKO LANTALDEA,2015,9500.0,14333.43
1 05.213.01.161.00 2015 (4624),4624,MANT.IBILG:URAK,2015,3500.0,1327.23
1 05.213.01.165.00 2015 (4625),4625,MANT.IBILG:KALEKO ARGIKUNTZA,2015,4100.0,1854.22
1 05.213.01.323.10 2015 (4626),4626,MANT.IBILG:IKASTETXEAK,2015,500.0,820.4
1 05.213.01.414.00 2015 (4627),4627,MANT.IBILG:INGURUN.HOBEKUNTZA,2015,1932.0,1455.67
1 05.213.01.920.01 2015 (4628),4628,MANT.IBILG:ADMIN.OROKORRA,2015,800.0,944.85
1 05.214.01.920.01 2015 (4629),4629,MANT.BULEGO EKIPOA,2015,15000.0,33867.08
1 05.220.01.920.01 2015 (4630),4630,BULEGO-MATER.:ADMIN.OROKORRA,2015,25000.0,33916.39
1 05.221.01.161.00 2015 (4631),4631,ENERG.ELEKT:URAK,2015,25000.0,28680.23
1 05.221.01.165.00 2015 (4632),4632,ENERG.ELEKT:KALEKO ARGIKUNTZA,2015,262000.0,278945.78
1 05.221.01.920.02 2015 (4633),4633,ENERG.ELEKT:UDAL ERAIKINAK,2015,308030.0,342593.74
1 05.221.02.160.00 2015 (4634),4634,AÑARBE-SANEAMENTUA,2015,521324.0,513773.17
1 05.221.02.161.00 2015 (4635),4635,AÑARBE-ABASTECIMIENTO AGUA,2015,418676.0,411178.13
1 05.221.03.920.02 2015 (4636),4636,GASA: UDAL ERAIKINAK,2015,180000.0,172435.14
1 05.221.04.153.40 2015 (4637),4637,ERREGAIA:OBRETAKO LANTALDEA,2015,9500.0,10060.06
1 05.221.04.161.00 2015 (4638),4638,ERREGAIA:URAK,2015,3000.0,1875.61
1 05.221.04.165.00 2015 (4639),4639,ERREGAIA:KALEKO ARGIKUNTZA,2015,5000.0,3554.04
1 05.221.04.323.10 2015 (4640),4640,ERREGAIA:IKASTETXEAK,2015,800.0,1243.5
1 05.221.04.414.00 2015 (4641),4641,ERREGAIA:INGURUN.HOBEKUNTZA,2015,1230.0,1436.64
1 05.221.04.920.01 2015 (4642),4642,ERREGAIA:ADMINIST.OROKORRA,2015,800.0,415.92
1 05.221.09.920.02 2015 (4643),4643,GARBIK.PROD.:UDAL ERAIKINAK,2015,15000.0,16935.93
1 05.221.11.136.00 2015 (4644),4644,TRESNAK ETA ERREM:SUHILTZAILEAK,2015,500.0,311.78
1 05.221.11.153.40 2015 (4645),4645,ERREMINTAK:OBRETAKO LANTALDEA,2015,4000.0,6579.33
1 05.221.11.161.00 2015 (4646),4646,TRESNAK ERREM:URAK,2015,4500.0,604.55
1 05.221.11.164.00 2015 (4647),4647,ERREMINTAK:HILERRIA,2015,400.0,405.52
1 05.221.11.165.00 2015 (4648),4648,TRESNAK:KALEKO ARGIKUNTZA,2015,5000.0,2289.13
1 05.221.99.161.00 2015 (4649),4649,B.HORNIDURAK:URAK,2015,500.0,450.27
1 05.226.01.153.50 2015 (4650),4650,KANONAK:ZERBITZU PUBLIKOAK,2015,1051.0,1092.77
1 05.226.01.160.00 2015 (4651),4651,SANEAMENDUKO KANONA,2015,32000.0,30578.07
