Partida,Barruko ,Deskribapena,B. betiko aurrek.,Has.ko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 01.160.04.326.01 2020,4382.0,ELKARKIDETZA:MUSIKA ESKOLA,10683.0,10683.0,0.0,9311.68,1371.32,9311.68,9311.68,9311.68,9311.68,2020,32601,,1,,01
1 01.160.04.332.10 2020,4384.0,ELKARKIDETZA:LIBURUTEGIA,6415.0,6415.0,0.0,6465.9,-50.9,6465.9,6465.9,6465.9,6465.9,2020,33210,,1,,01
1 01.160.04.333.00 2020,4385.0,ELKARKIDETZA:KULTUR ETXEA,986.0,986.0,0.0,993.86,-7.86,993.86,993.86,993.86,993.86,2020,33300,,1,,01
1 01.160.04.335.00 2020,4386.0,ELKARKIDETZA:EUSKARA ZERBITZUA,5493.0,5493.0,0.0,5537.28,-44.28,5537.28,5537.28,5537.28,5537.28,2020,33500,,1,,01
1 01.160.04.335.10 2020,4387.0,ELKARKIDETZA:EUSKALTEGIA,11245.0,11245.0,0.0,11334.96,-89.96,11334.96,11334.96,11334.96,11334.96,2020,33510,,1,,01
1 01.160.04.335.30 2020,4388.0,ELKARKIDETZA:EUSKARA PLANA,1438.0,1438.0,0.0,1449.42,-11.42,1449.42,1449.42,1449.42,1449.42,2020,33530,,1,,01
1 01.160.04.342.00 2020,4389.0,ELKARKIDETZA:KIROLDEGIA,11990.0,11990.0,0.0,12085.78,-95.78,12085.78,12085.78,12085.78,12085.78,2020,34200,,1,,01
1 01.160.04.414.00 2020,4391.0,ELKARKIKETZA:INGURUNEAREN HOBEKUNTZA,986.0,986.0,0.0,993.86,-7.86,993.86,993.86,993.86,993.86,2020,41400,,1,,01
1 01.160.04.432.00 2020,4392.0,ELKARKIDETZA:TURISMOA,1438.0,1438.0,0.0,1449.42,-11.42,1449.42,1449.42,1449.42,1449.42,2020,43200,,1,,01
1 01.160.04.920.00 2020,4394.0,ELKARKIDETZA:ADMINISTRAZIO OROKORRA,9631.0,9631.0,0.0,8749.04,881.96,8749.04,8749.04,8749.04,8749.04,2020,92000,,1,,01
1 01.160.04.920.10 2020,4395.0,ELKARKIDETZA:PERTSONALA,2359.0,2359.0,0.0,2378.04,-19.04,2378.04,2378.04,2378.04,2378.04,2020,92010,,1,,01
1 01.160.04.920.11 2020,4396.0,ELKARKIDETZA:SEGUR.ETA OSASUNA,1438.0,1438.0,0.0,1449.42,-11.42,1449.42,1449.42,1449.42,1449.42,2020,92011,,1,,01
1 01.160.04.920.20 2020,4397.0,ELKARKIDETZA:INFORMATIKA,1438.0,1438.0,0.0,1449.42,-11.42,1449.42,1449.42,1449.42,1449.42,2020,92020,,1,,01
1 01.160.04.920.30 2020,4398.0,ELKARKIDETZA:ARTXIBOA,1761.0,1761.0,0.0,1774.92,-13.92,1774.92,1774.92,1774.92,1774.92,2020,92030,,1,,01
1 01.160.04.929.10 2020,4399.0,ELKARKIDETZA:BAKE EPAITEGIA,375.0,375.0,0.0,378.7,-3.7,378.7,378.7,378.7,378.7,2020,92910,,1,,01
1 01.160.04.931.00 2020,4400.0,ELKARKIDETZA:ADMINISTRAZIO EKONOMIKOA,3235.0,3235.0,0.0,6641.79,-3406.79,6641.79,6641.79,6641.79,6641.79,2020,93100,,1,,01
1 01.160.04.932.00 2020,4401.0,ELKARKIDETZA:BILKETA,3539.0,3539.0,0.0,4076.64,-537.64,4076.64,4076.64,4076.64,4076.64,2020,93200,,1,,01
1 01.160.04.933.00 2020,4402.0,ELKARKIDETZA:ONDAREA ETA KONTRATAZIOA,5881.0,5881.0,0.0,5927.88,-46.88,5927.88,5927.88,5927.88,5927.88,2020,93300,,1,,01
1 02.160.06.920.10 2020,5160.0,ASISTENTZIA MEDIKU-FARMAZEUTIKOA,5500.0,5500.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,2020,92010,,1,,02
1 02.161.03.920.10 2020,5161.0,ERRETIRO AURRERATUEN KALTE-ORDAINAK,130000.0,130000.0,0.0,133299.31,-3299.31,133299.31,133299.31,133299.31,133299.31,2020,92010,,1,,02
1 02.162.01.335.30 2020,4413.0,LANGILEAK EUSKALDUNTZEKO POLTSA,7000.0,7000.0,0.0,4478.43,2521.57,4478.43,4478.43,4478.43,4478.43,2020,33530,,1,,02
1 02.162.01.920.10 2020,4414.0,LANGILEEN PRESTAKUNTZAKO GASTUAK,20000.0,20000.0,0.0,5090.61,14909.39,5090.61,5090.61,5090.61,5090.61,2020,92010,,1,,02
1 02.162.01.920.10 2019,6179.0,LANGILEEN PRESTAKUNTZAKO GASTUAK,960.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,2019,92010,,1,,02
1 02.162.05.920.10 2020,4416.0,BIZITZA ETA ISTRIPU ASEGURUA.PERTSONALA,80000.0,40000.0,0.0,78346.85,1653.15,78346.85,78346.85,78346.85,78346.85,2020,92010,,1,,02
1 02.210.01.414.00 2020,6107.0,INGURUNEAREN HOBEKUNTZA.MANTENUA,50000.0,50000.0,0.0,72019.33,-22019.33,72019.33,64001.34,64001.34,63801.67,2020,41400,,2,,02
1 02.211.01.342.00 2020,4417.0,MANTENU OROKORRA.KIROLDEGIA,74000.0,74000.0,0.0,34871.22,39128.78,34871.22,32369.36,32369.36,32369.36,2020,34200,,2,,02
1 02.211.01.342.00 2019,6181.0,MANTENU OROKORRA.KIROLDEGIA,8666.36,0.0,0.0,6164.5,2501.86,6164.5,6164.5,6164.5,6164.5,2019,34200,,2,,02
1 02.211.01.342.00 2018,6180.0,MANTENU OROKORRA.KIROLDEGIA,3394.05,0.0,0.0,3394.05,0.0,3394.05,3394.05,3394.05,3394.05,2018,34200,,2,,02
1 02.211.01.342.01 2020,4418.0,MANTENU OROKORRA.KANPO IGERILEKUAK,14000.0,14000.0,0.0,11055.72,2944.28,11055.72,11055.72,11055.72,11055.72,2020,34201,,2,,02
1 02.211.01.342.01 2019,6182.0,MANTENU OROKORRA.KANPO IGERILEKUAK,1455.39,0.0,0.0,1455.39,0.0,1455.39,1455.39,1455.39,1455.39,2019,34201,,2,,02
1 02.211.01.342.02 2020,4419.0,MANTENU OROKORRA.ZUBIPE ZELAIA,6000.0,6000.0,0.0,4687.98,1312.02,4687.98,4687.98,4687.98,4687.98,2020,34202,,2,,02
1 02.211.01.342.02 2018,6183.0,MANTENU OROKORRA.ZUBIPE ZELAIA,5000.0,0.0,0.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,2018,34202,,2,,02
1 02.211.01.342.03 2020,4420.0,MANTENU OROKORRA.LANDARE ZELAIA,6000.0,6000.0,0.0,12834.51,-6834.51,12834.51,11527.71,11527.71,11527.71,2020,34203,,2,,02
1 02.211.01.342.09 2020,4421.0,MANTENU OROKORRA.BESTE.KIROL INSTALAKUNT,3000.0,3000.0,0.0,3253.31,-253.31,3253.31,3253.31,3253.31,3253.31,2020,34209,,2,,02
1 02.211.02.342.00 2020,5612.0,KIROLDEGIA-IGOGAILUEN MANTENUA,15000.0,15000.0,0.0,14538.15,461.85,14538.15,14538.15,14538.15,14538.15,2020,34200,,2,,02
1 02.212.01.342.00 2020,4422.0,GIMNASIOKO MAKINA.KONPONKETA,22000.0,22000.0,0.0,11216.32,10783.68,11216.32,10253.53,10253.53,10253.53,2020,34200,,2,,02
1 02.212.01.342.00 2019,6184.0,GIMNASIOKO MAKINA.KONPONKETA,1295.39,0.0,0.0,0.0,1295.39,0.0,0.0,0.0,0.0,2019,34200,,2,,02
1 02.212.01.414.00 2020,6108.0,MANT.MAKIN:INGURUN.HOBEKUNTZA,3000.0,3000.0,0.0,420.94,2579.06,420.94,420.94,420.94,420.94,2020,41400,,2,,02
1 02.213.01.132.00 2020,4423.0,MANTENUA IBILGAILUA.UDALTZAINGOA,8000.0,8000.0,0.0,6217.46,1782.54,6217.46,6217.46,6217.46,6217.46,2020,13200,,2,,02
1 02.213.01.414.00 2020,6109.0,MANT.IBILG:INGURUN.HOBEKUNTZA,3500.0,3500.0,0.0,141.44,3358.56,141.44,141.44,141.44,141.44,2020,41400,,2,,02
1 02.213.01.920.00 2020,6110.0,MANT.IBILG:ADMIN.OROKORRA,1000.0,1000.0,0.0,80.59,919.41,80.59,80.59,80.59,80.59,2020,92000,,2,,02
1 02.214.01.920.00 2020,6111.0,MANT.BULEGO EKIPOA,48000.0,48000.0,0.0,35789.52,12210.48,35789.52,35789.52,35789.52,35789.52,2020,92000,,2,,02
1 02.215.01.920.20 2020,4424.0,MANTENUA.EKIPO INFORMATIKOA,47000.0,47000.0,0.0,65556.91,-18556.91,65556.91,65014.83,65014.83,65014.83,2020,92020,,2,,02
1 02.220.01.920.00 2020,6112.0,BULEGO-MATER.:ADMIN.OROKORRA,25000.0,25000.0,0.0,26428.13,-1428.13,26428.13,26428.13,26428.13,26428.13,2020,92000,,2,,02
1 02.220.02.332.10 2020,6345.0,FUNTS BIBLIOGRAFIKOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,33210,,2,,02
1 02.221.04.132.00 2020,4427.0,ERREGAIA: UDALTZAINGOA,6000.0,6000.0,0.0,6002.39,-2.39,6002.39,6002.39,6002.39,6002.39,2020,13200,,2,,02
1 02.221.04.414.00 2020,6113.0,ERREGAIA:INGURUN.HOBEKUNTZA,1250.0,1250.0,0.0,1302.39,-52.39,1302.39,1302.39,1302.39,1302.39,2020,41400,,2,,02
1 02.221.04.920.00 2020,6114.0,ERREGAIA:ADMINIST.OROKORRA,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2020,92000,,2,,02
1 02.221.05.132.00 2020,5614.0,JANTZIAK-UDALTZAINGOA,8000.0,8000.0,0.0,11410.2,-3410.2,11410.2,7973.8,7973.8,7973.8,2020,13200,,2,,02
1 02.221.05.132.00 2019,6185.0,JANTZIAK-UDALTZAINGOA,3537.0,0.0,0.0,3537.0,0.0,3537.0,3537.0,3537.0,3537.0,2019,13200,,2,,02
1 02.221.05.920.10 2020,4428.0,LANGILEENTZAKO ARROPAK,5000.0,5000.0,0.0,5260.46,-260.46,5260.46,5260.46,5260.46,5260.46,2020,92010,,2,,02
1 02.221.06.323.30 2020,4429.0,ELIKAGAIAK:HAUR-ESKOLA,40000.0,40000.0,0.0,20084.1,19915.9,20084.1,20084.1,20084.1,20084.1,2020,32330,,2,,02
1 02.221.08.342.00 2020,4430.0,FARMAZI EKOIZKINAK: KIROLDEGIA,500.0,500.0,0.0,277.19,222.81,277.19,277.19,277.19,277.19,2020,34200,,2,,02
1 02.221.11.136.00 2020,6115.0,TRESNAK.ERREMINTAK.SUHILTZAILEAK,900.0,900.0,0.0,254.91,645.09,254.91,254.91,254.91,254.91,2020,13600,,2,,02
1 02.221.11.136.00 2019,6186.0,TRESNAK.ERREMINTAK.SUHILTZAILEAK,685.66,0.0,0.0,685.66,0.0,685.66,685.66,685.66,685.66,2019,13600,,2,,02
1 02.221.13.342.00 2020,4431.0,IGERILEKUA.PRODUKT.BEREZIAK,6000.0,6000.0,0.0,10700.31,-4700.31,10700.31,10700.31,10700.31,10700.31,2020,34200,,2,,02
1 02.221.13.342.01 2020,4432.0,JOLAS IGERILEKUA.PRODUKT.BEREZIAK,7000.0,7000.0,0.0,9819.09,-2819.09,9819.09,9819.09,9819.09,9819.09,2020,34201,,2,,02
1 02.221.14.342.00 2020,4433.0,IKASTAROETAKO TXARTELAK,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2020,34200,,2,,02
1 02.221.98.334.10 2020,4435.0,AUZO.HAUR TAIEL.MATERIALA,1500.0,1500.0,0.0,258.64,1241.36,258.64,258.64,258.64,258.64,2020,33410,,2,,02
1 02.221.99.231.03 2020,4436.0,MATERIALA:GAZTERIA,8000.0,8000.0,0.0,7957.49,42.51,7957.49,7957.49,7957.49,7957.49,2020,23103,,2,,02
1 02.221.99.334.10 2020,4437.0,KULTURAKO TAILERRAKO MATERIALAK,2000.0,2000.0,0.0,703.5,1296.5,703.5,703.5,703.5,703.5,2020,33410,,2,,02
1 02.222.01.920.00 2020,4438.0,KOMUNIKAZIO TELEFONIKOAK,45000.0,45000.0,0.0,33514.48,11485.52,33514.48,33514.48,33514.48,33514.48,2020,92000,,2,,02
1 02.222.02.920.00 2020,4439.0,KOMUNIKAZIO POSTA BIDEZKOAK,65000.0,65000.0,0.0,63659.11,1340.89,63659.11,63659.11,63659.11,63659.11,2020,92000,,2,,02
1 02.222.05.920.20 2020,4440.0,KOMUNIKAZIO INFORMATIKOAK,165000.0,165000.0,0.0,172941.98,-7941.98,172941.98,172941.98,172941.98,172941.98,2020,92020,,2,,02
1 02.224.01.933.00 2020,4441.0,ERAIKINEN ASEGURUA,45000.0,45000.0,0.0,43137.05,1862.95,43137.05,43137.05,43137.05,43137.05,2020,93300,,2,,02
1 02.224.02.933.00 2020,4442.0,IBILGAILUEN ASEGURUA,8000.0,8000.0,0.0,7008.67,991.33,7008.67,7008.67,7008.67,7008.67,2020,93300,,2,,02
1 02.224.99.933.00 2020,4443.0,ERANTZUKIZUN ZIBILEKO ASEGURUA,45000.0,45000.0,0.0,42042.46,2957.54,42042.46,42042.46,42042.46,42042.46,2020,93300,,2,,02
1 02.226.03.323.00 2020,4445.0,PUBLIZITATEA:IKASTETXEAK,2700.0,2700.0,0.0,1415.45,1284.55,1415.45,1415.45,1415.45,1415.45,2020,32300,,2,,02
1 02.226.03.326.01 2020,4446.0,PUBLIZITATEA:MUSIKA ESKOLA,1000.0,1000.0,0.0,987.8,12.2,987.8,987.8,987.8,987.8,2020,32601,,2,,02
1 02.226.03.334.00 2020,4447.0,PUBLIZITATEA: KULTURA ZERBITZUA,25000.0,25000.0,0.0,16412.38,8587.62,16412.38,15206.01,15206.01,15206.01,2020,33400,,2,,02
1 02.226.03.335.10 2020,4448.0,PUBLIZITATEA:EUSKALTEGIA,4500.0,4500.0,0.0,2670.34,1829.66,2670.34,2670.34,2670.34,2670.34,2020,33510,,2,,02
1 02.226.03.342.00 2020,5884.0,PUBLIZITATEA-KIROLDEGIA,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2020,34200,,2,,02
1 02.226.03.920.00 2020,5174.0,KOMUNIKAZIOA-UDALA,15000.0,15000.0,0.0,15994.69,-994.69,15994.69,15994.69,15994.69,15994.69,2020,92000,,2,,02
1 02.226.03.920.30 2020,4450.0,ARGITALPENAK:ARTXIBOA,12000.0,12000.0,0.0,4146.62,7853.38,4146.62,4146.62,4146.62,4146.62,2020,92030,,2,,02
1 02.226.03.920.30 2019,6187.0,ARGITALPENAK:ARTXIBOA,3002.0,0.0,0.0,0.0,3002.0,0.0,0.0,0.0,0.0,2019,92030,,2,,02
1 02.226.03.932.00 2020,4451.0,ZERGA IRAGARKIAK.BILKETA,2000.0,2000.0,0.0,1082.95,917.05,1082.95,1082.95,1082.95,1082.95,2020,93200,,2,,02
1 02.226.04.920.00 2020,4452.0,GASTU JURIDIKOAK:ADMIN.OROKORRA,25000.0,25000.0,0.0,21427.72,3572.28,21427.72,21427.72,21427.72,21427.72,2020,92000,,2,,02
1 02.226.06.231.03 2020,4453.0,GAZTERIA PROIEKTUAK,24000.0,24000.0,0.0,10187.17,13812.83,10187.17,10187.17,10187.17,10187.17,2020,23103,,2,,02
1 02.226.06.323.00 2020,4454.0,KULTUR EKINTZAK:IKASTETXEAK,11000.0,11000.0,0.0,7253.62,3746.38,7253.62,196.02,196.02,196.02,2020,32300,,2,,02
1 02.226.06.323.00 2019,6188.0,KULTUR EKINTZAK:IKASTETXEAK,6150.2,0.0,0.0,5890.2,260.0,5890.2,5890.2,5890.2,5890.2,2019,32300,,2,,02
1 02.226.06.326.01 2020,4455.0,KONTZERTUAK:MUSIKA ESKOLA,22000.0,22000.0,0.0,5405.94,16594.06,5405.94,5405.94,5405.94,5405.94,2020,32601,,2,,02
1 02.226.06.334.00 2020,4456.0,KULTUR EKINTZAK,155000.0,155000.0,0.0,109200.87,45799.13,109200.87,82636.37,82636.37,82636.37,2020,33400,,2,,02
1 02.226.06.334.00 2019,6189.0,KULTUR EKINTZAK,14765.3,0.0,0.0,14644.0,121.3,14644.0,14644.0,14644.0,14644.0,2019,33400,,2,,02
1 02.226.06.335.00 2020,4457.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,18000.0,18000.0,0.0,17965.7,34.3,7565.7,6210.5,6210.5,6210.5,2020,33500,,2,,02
1 02.226.06.335.00 2019,6190.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,6996.5,0.0,0.0,5989.5,1007.0,5989.5,1996.5,1996.5,1996.5,2019,33500,,2,,02
1 02.226.06.338.00 2020,4458.0,SANJOANAK,138000.0,138000.0,0.0,48883.92,89116.08,48883.92,43765.62,43765.62,43765.62,2020,33800,,2,,02
1 02.226.06.341.00 2020,5885.0,KIROLA-BERDINTASUNA,8000.0,8000.0,0.0,459.8,7540.2,459.8,459.8,459.8,459.8,2020,34100,,2,,02
1 02.226.06.341.00 2019,6191.0,KIROLA-BERDINTASUNA,4600.0,0.0,0.0,0.0,4600.0,0.0,0.0,0.0,0.0,2019,34100,,2,,02
1 02.226.06.342.00 2020,4459.0,EKINTZAK: KIROL JOLASGARRIAK,15500.0,15500.0,0.0,9458.45,6041.55,9458.45,9458.45,9458.45,9458.45,2020,34200,,2,,02
1 02.226.06.342.00 2019,6192.0,EKINTZAK: KIROL JOLASGARRIAK,2700.0,0.0,0.0,1590.08,1109.92,1590.08,1590.08,1590.08,1590.08,2019,34200,,2,,02
1 02.226.06.414.00 2020,6116.0,ZUHAITZ EGUNA,3000.0,3000.0,0.0,6462.12,-3462.12,6462.12,6462.12,6462.12,6462.12,2020,41400,,2,,02
1 02.226.06.920.30 2020,5615.0,OROIMEN HISTORIKOA.,18800.0,18800.0,0.0,0.0,18800.0,0.0,0.0,0.0,0.0,2020,92030,,2,,02
1 02.226.06.920.30 2019,6193.0,OROIMEN HISTORIKOA.,2302.25,0.0,0.0,0.0,2302.25,0.0,0.0,0.0,0.0,2019,92030,,2,,02
1 02.226.95.231.00 2020,4462.0,HEZKIDETZA PROGR.BERDINTASUNA,60000.0,60000.0,0.0,54398.94,5601.06,54398.94,54398.94,54398.94,54398.94,2020,23100,,2,,02
1 02.226.95.231.00 2019,6194.0,HEZKIDETZA PROGR.BERDINTASUNA,8876.72,0.0,0.0,8876.72,0.0,8876.72,8876.72,8876.72,8876.72,2019,23100,,2,,02
1 02.226.95.231.02 2020,4463.0,HARRERA PLANA.INMIGRAZIOA,20000.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,2020,23102,,2,,02
1 02.226.95.231.02 2019,6195.0,HARRERA PLANA.INMIGRAZIOA,17085.2,0.0,0.0,17085.2,0.0,17085.2,13515.7,13515.7,13515.7,2019,23102,,2,,02
1 02.226.95.431.00 2020,6117.0,MERKATARITZA EGITASMOAK,46000.0,46000.0,0.0,44529.34,1470.66,44529.34,40729.94,40729.94,40729.94,2020,43100,,2,,02
1 02.226.96.172.30 2020,4464.0,ESKOLAKO AGENDA 21,14000.0,14000.0,0.0,12500.0,1500.0,12500.0,12500.0,12500.0,12500.0,2020,17230,,2,,02
1 02.226.96.231.00 2020,4465.0,TAILERRAK.BERDINTASUNA,35000.0,35000.0,0.0,25254.38,9745.62,25254.38,20346.94,20346.94,20346.94,2020,23100,,2,,02
1 02.226.96.231.00 2019,6196.0,TAILERRAK.BERDINTASUNA,919.0,0.0,0.0,763.0,156.0,763.0,763.0,763.0,763.0,2019,23100,,2,,02
1 02.226.96.231.02 2020,4466.0,BESTE PROGR.INMIGRAZIOA,20000.0,20000.0,0.0,15771.6,4228.4,15771.6,6498.85,6498.85,6498.85,2020,23102,,2,,02
1 02.226.96.231.02 2019,6198.0,BESTE PROGR.INMIGRAZIOA,8769.6,0.0,0.0,8769.6,0.0,8769.6,4752.4,4752.4,2218.15,2019,23102,,2,,02
1 02.226.96.231.02 2018,6197.0,BESTE PROGR.INMIGRAZIOA,4719.0,0.0,0.0,4719.0,0.0,4719.0,4719.0,4719.0,4719.0,2018,23102,,2,,02
1 02.226.96.241.00 2020,6346.0,E-HERNANI PLANA,51761.0,0.0,0.0,51761.0,0.0,51270.12,31556.8,31556.8,31556.8,2020,24100,,2,,02
1 02.226.96.335.10 2020,6118.0,DIGITALIZAZIOA-EUSKALTEGIA,2000.0,2000.0,0.0,7602.1,-5602.1,7602.1,7602.1,7602.1,7602.1,2020,33510,,2,,02
1 02.226.96.431.00 2020,6338.0,LOTEAK-COVID19,55000.0,0.0,0.0,56443.37,-1443.37,56443.37,56043.36,56043.36,56043.36,2020,43100,,2,,02
1 02.226.97.231.00 2020,4468.0,BESTE EKIMENAK.BERDINTASUNA,70000.0,70000.0,0.0,45243.26,24756.74,45243.26,29074.26,29074.26,29074.26,2020,23100,,2,,02
1 02.226.97.231.00 2019,6200.0,BESTE EKIMENAK.BERDINTASUNA,17988.59,0.0,0.0,15568.59,2420.0,15568.59,13148.59,13148.59,13148.59,2019,23100,,2,,02
1 02.226.97.231.00 2018,6199.0,BESTE EKIMENAK.BERDINTASUNA,2175.0,0.0,0.0,2174.37,0.63,2174.37,2174.37,2174.37,2174.37,2018,23100,,2,,02
1 02.226.97.231.03 2020,4872.0,GAZT.KOMUNIKAZIO MATERIALA,3000.0,3000.0,0.0,1348.18,1651.82,1348.18,1348.18,1348.18,1348.18,2020,23103,,2,,02
1 02.226.97.241.00 2020,5848.0,ITUROLA-COWORKING GUNEA,10000.0,10000.0,0.0,10014.8,-14.8,10014.8,10014.8,10014.8,10014.8,2020,24100,,2,,02
1 02.226.97.241.01 2020,4469.0,FUNTZIONAMENDU GASTUAK.IKASTAROAK.,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2020,24101,,2,,02
1 02.226.97.241.02 2020,4873.0,FUNTZIONAMENDU GASTUAK.LANBIDE PROGRAMAK,1100.0,1100.0,0.0,5280.62,-4180.62,5280.62,5280.62,5280.62,5280.62,2020,24102,,2,,02
1 02.226.97.326.01 2020,4874.0,ARGITALPENAK.MUSIKA ESKOLA,1000.0,1000.0,0.0,764.98,235.02,764.98,764.98,764.98,764.98,2020,32601,,2,,02
1 02.226.97.335.10 2020,4875.0,MATERIALA. EUSKALTEGIA,2000.0,2000.0,0.0,185.81,1814.19,185.81,185.81,185.81,185.81,2020,33510,,2,,02
1 02.226.97.335.50 2020,4470.0,GAZTETXO ALDIZKARIA,5300.0,5300.0,0.0,4235.1,1064.9,4235.1,4235.1,4235.1,4235.1,2020,33550,,2,,02
1 02.226.97.920.00 2020,4471.0,IRAGARKI OFIZIALAK,40000.0,40000.0,0.0,25021.91,14978.09,25021.91,25021.91,25021.91,25021.91,2020,92000,,2,,02
1 02.226.97.924.00 2020,4472.0,2.ESKUKO AZOKA,3700.0,3700.0,0.0,2676.52,1023.48,2676.52,2676.52,2676.52,2676.52,2020,92400,,2,,02
1 02.226.97.924.00 2019,6201.0,2.ESKUKO AZOKA,395.32,0.0,0.0,395.26,0.06,395.26,395.26,395.26,395.26,2019,92400,,2,,02
1 02.226.98.132.00 2020,4473.0,MATERIALA.BIDE HEZIKETA,6000.0,6000.0,0.0,5406.37,593.63,5406.37,3711.62,3711.62,3711.62,2020,13200,,2,,02
1 02.226.98.135.00 2020,6332.0,COVID-19-MATERIALA,60000.0,0.0,0.0,54918.65,5081.35,54918.65,54918.65,54918.65,54918.65,2020,13500,,2,,02
1 02.226.98.162.10 2020,6119.0,AUZO KONPOSTA,75000.0,75000.0,0.0,50821.89,24178.11,25821.89,25821.89,25821.89,25821.89,2020,16210,,2,,02
1 02.226.98.162.10 2019,6202.0,AUZO KONPOSTA,19311.6,0.0,0.0,19311.6,0.0,19311.6,19311.6,19311.6,19311.6,2019,16210,,2,,02
1 02.226.98.172.30 2020,4474.0,TOKIKO AGENDA 21,25000.0,25000.0,0.0,4552.9,20447.1,4552.9,1346.4,1346.4,1346.4,2020,17230,,2,,02
1 02.226.98.231.01 2020,4475.0,SENTIBERATZE KANPAINAK,4000.0,4000.0,0.0,4550.53,-550.53,4550.53,1491.65,1491.65,1491.65,2020,23101,,2,,02
1 02.226.98.231.01 2019,6203.0,SENTIBERATZE KANPAINAK,3381.71,0.0,0.0,0.0,3381.71,0.0,0.0,0.0,0.0,2019,23101,,2,,02
1 02.226.98.231.90 2020,5816.0,KAROBIETA 24-GASTUAK,1000.0,1000.0,0.0,25769.0,-24769.0,25769.0,25769.0,25769.0,25769.0,2020,23190,,2,,02
1 02.226.98.241.00 2020,4477.0,ORIENTAZIO ZERBITZUA,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2020,24100,,2,,02
1 02.226.98.324.10 2020,4478.0,FUNTZ.GASTU:HLP programak,14000.0,14000.0,0.0,10853.79,3146.21,10853.79,10853.79,10853.79,10853.79,2020,32410,,2,,02
1 02.226.98.326.01 2020,4876.0,MUSIKA INSTRUMENTUAK,6800.0,6800.0,0.0,5019.5,1780.5,5019.5,5019.5,5019.5,5019.5,2020,32601,,2,,02
1 02.226.98.335.00 2020,4877.0,EKIMENAK.EUSKARAREN ALDE,5000.0,5000.0,0.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,2020,33500,,2,,02
1 02.226.98.335.10 2020,4479.0,KANPOKO JARDUERAK.EUSKALTEGIA,2500.0,2500.0,0.0,116.32,2383.68,116.32,116.32,116.32,116.32,2020,33510,,2,,02
1 02.226.98.335.50 2020,4480.0,IKASLEEN TXOKOA,5500.0,5500.0,0.0,5324.0,176.0,5324.0,5324.0,5324.0,5324.0,2020,33550,,2,,02
1 02.226.98.338.00 2020,6120.0,BESTE JAIAK,64000.0,64000.0,0.0,48408.21,15591.79,48408.21,48408.21,48408.21,48408.21,2020,33800,,2,,02
1 02.226.98.920.00 2020,5617.0,BAXERA BERRERABILGARRIA,4000.0,4000.0,0.0,222.64,3777.36,222.64,222.64,222.64,222.64,2020,92000,,2,,02
1 02.226.98.920.30 2020,5618.0,KUOTA-EUSKO IKASKUNTZA,500.0,500.0,0.0,300.0,200.0,300.0,300.0,300.0,300.0,2020,92030,,2,,02
1 02.226.98.933.00 2020,4482.0,ONDASUN PARTIK.KALTEETAR.KALTE-ORDAINAK,10000.0,10000.0,0.0,300.0,9700.0,300.0,300.0,300.0,300.0,2020,93300,,2,,02
1 02.226.99.132.00 2020,4483.0,HAINBAT GASTU.UDALTZAINGOA,6000.0,6000.0,0.0,5750.92,249.08,5750.92,5750.92,5750.92,4836.16,2020,13200,,2,,02
1 02.226.99.132.00 2019,6204.0,HAINBAT GASTU.UDALTZAINGOA,593.51,0.0,0.0,593.51,0.0,593.51,593.51,593.51,593.51,2019,13200,,2,,02
1 02.226.99.135.00 2020,6121.0,MATERIALA.BABES ZIBILA,4000.0,4000.0,0.0,7131.21,-3131.21,7131.21,7131.21,7131.21,7131.21,2020,13500,,2,,02
1 02.226.99.151.10 2020,5177.0,KUDEAKETA GASTUAK HIRIGINTZA,10000.0,10000.0,0.0,774.4,9225.6,774.4,774.4,774.4,774.4,2020,15110,,2,,02
1 02.226.99.151.10 2019,6205.0,KUDEAKETA GASTUAK HIRIGINTZA,2637.8,0.0,0.0,2637.8,0.0,2637.8,2637.8,2637.8,2637.8,2019,15110,,2,,02
1 02.226.99.162.10 2020,6122.0,MATERIALA.HONDAKINEN KUDEAKETA,70000.0,70000.0,0.0,40389.42,29610.58,40389.42,34389.42,34389.42,34389.42,2020,16210,,2,,02
1 02.226.99.162.10 2019,6206.0,MATERIALA.HONDAKINEN KUDEAKETA,45000.0,0.0,0.0,6985.33,38014.67,6985.33,6985.33,6985.33,6985.33,2019,16210,,2,,02
