Partida,Barruko ,Deskribapena,B. betiko aurrek.,Has.ko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 02.226.99.172.20 2020,4484.0,MATERIALA.BESTE.INGURUMENA,20000.0,20000.0,0.0,26494.25,-6494.25,26494.25,26494.25,26494.25,26494.25,2020,17220,,2,,02
1 02.226.99.172.20 2019,6207.0,MATERIALA.BESTE.INGURUMENA,5088.05,0.0,0.0,5088.05,0.0,5088.05,5088.05,5088.05,5088.05,2019,17220,,2,,02
1 02.226.99.231.01 2020,4485.0,PROGRAMAK.LANKIDETZA,9257.0,9257.0,0.0,2857.37,6399.63,2857.37,2857.37,2857.37,2857.37,2020,23101,,2,,02
1 02.226.99.231.03 2020,4486.0,H.GASTU:GAZTERIA,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2020,23103,,2,,02
1 02.226.99.231.90 2020,6335.0,JARAUNTSIA(JFR)-GASTUAK,0.0,0.0,0.0,180.31,-180.31,180.31,180.31,180.31,180.31,2020,23190,,2,,02
1 02.226.99.241.00 2020,4878.0,EKIMENAK. TOKI GARAPENA,25000.0,25000.0,0.0,24909.0,91.0,24909.0,15955.0,15955.0,15955.0,2020,24100,,2,,02
1 02.226.99.241.00 2019,6208.0,EKIMENAK. TOKI GARAPENA,1590.0,0.0,0.0,1590.0,0.0,1590.0,1590.0,1590.0,1590.0,2019,24100,,2,,02
1 02.226.99.241.03 2020,4487.0,FUNTZIONAMENDU GASTUAK.ALDUNDIA ENPLEGU,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2020,24103,,2,,02
1 02.226.99.323.20 2020,4488.0,H.GASTU:INGURUMEN-HEZKUNTZA,5000.0,5000.0,0.0,1195.71,3804.29,1195.71,1195.71,1195.71,1195.71,2020,32320,,2,,02
1 02.226.99.323.30 2020,4489.0,H.GASTU:HAUR-ESKOLA,1500.0,1500.0,0.0,323.42,1176.58,323.42,323.42,323.42,323.42,2020,32330,,2,,02
1 02.226.99.326.01 2020,4490.0,H.GASTU:MUSIKA ESKOLA,3000.0,3000.0,0.0,5438.11,-2438.11,5438.11,5438.11,5438.11,5438.11,2020,32601,,2,,02
1 02.226.99.332.10 2020,4491.0,EKIMENAK.BESTE.LIBURUTEGIA,45000.0,45000.0,0.0,25068.03,19931.97,25068.03,25068.03,25068.03,25068.03,2020,33210,,2,,02
1 02.226.99.333.00 2020,6123.0,H.GASTU:KULTUR ETXEA,6000.0,6000.0,0.0,2507.46,3492.54,2507.46,2507.46,2507.46,2507.46,2020,33300,,2,,02
1 02.226.99.334.00 2020,4492.0,H.GASTU:KULTURA ZERBITZUA,1000.0,1000.0,0.0,215.38,784.62,215.38,215.38,215.38,215.38,2020,33400,,2,,02
1 02.226.99.335.00 2020,4493.0,H.GASTU:EUSKARA ZERBITZUA,600.0,600.0,0.0,490.47,109.53,490.47,490.47,490.47,490.47,2020,33500,,2,,02
1 02.226.99.335.10 2020,4494.0,EKINTZAK:EUSKALTEGIA,1500.0,1500.0,0.0,953.35,546.65,953.35,953.35,953.35,953.35,2020,33510,,2,,02
1 02.226.99.335.20 2020,4495.0,BURUNTZALD.EUSKERA EGITASMOAK,25000.0,25000.0,0.0,24951.57,48.43,24951.57,20741.19,20741.19,20741.19,2020,33520,,2,,02
1 02.226.99.335.20 2019,6209.0,BURUNTZALD.EUSKERA EGITASMOAK,10910.12,0.0,0.0,9819.77,1090.35,9819.77,9819.77,9819.77,9819.77,2019,33520,,2,,02
1 02.226.99.335.30 2020,4496.0,H.GASTU:EUSKARA PLANA,900.0,900.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,2020,33530,,2,,02
1 02.226.99.335.50 2020,4498.0,H.GASTU(ARGITALPEN...):EUSKARA-IRAKASKUN,7000.0,7000.0,0.0,6864.1,135.9,6864.1,6864.1,6864.1,6864.1,2020,33550,,2,,02
1 02.226.99.337.00 2020,4497.0,MATERIALA.UDALEKUAK,6000.0,6000.0,0.0,1632.79,4367.21,1632.79,1632.79,1632.79,1632.79,2020,33700,,2,,02
1 02.226.99.338.00 2020,4499.0,MATERIALA.JAIAK,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2020,33800,,2,,02
1 02.226.99.342.00 2020,4500.0,MATERIALA.KIROLDEGIA,5000.0,5000.0,0.0,1533.24,3466.76,1533.24,1533.24,1533.24,1533.24,2020,34200,,2,,02
1 02.226.99.342.01 2020,4501.0,MATERIALA.IGERILEKUAK,1000.0,1000.0,0.0,61.94,938.06,61.94,61.94,61.94,61.94,2020,34201,,2,,02
1 02.226.99.431.00 2020,6341.0,H.GASTU: MERKATARITZAKO KONTSUMO BONOAK,15000.0,0.0,0.0,13416.48,1583.52,13416.48,13416.48,13416.48,13416.48,2020,43100,,2,,02
1 02.226.99.432.00 2020,4502.0,MATERIALA.BESTE. TURISMOA,50000.0,50000.0,0.0,34628.15,15371.85,16478.15,6626.93,6626.93,6626.93,2020,43200,,2,,02
1 02.226.99.432.00 2019,6210.0,MATERIALA.BESTE. TURISMOA,8772.5,0.0,0.0,8772.5,0.0,8772.5,0.0,0.0,0.0,2019,43200,,2,,02
1 02.226.99.920.00 2020,4504.0,HARPIDETZAK.BESTE.ADMINIS.OROKORRA,25000.0,25000.0,0.0,31407.83,-6407.83,31407.83,31407.83,31407.83,31407.83,2020,92000,,2,,02
1 02.226.99.920.11 2020,4505.0,MATERIALA.SEGURT.OSASUNA,5000.0,5000.0,0.0,4494.34,505.66,4494.34,4494.34,4494.34,4494.34,2020,92011,,2,,02
1 02.226.99.920.30 2020,4506.0,HAIBAT(AGIRIEN ZAHARB...):ARTXIBOA,8000.0,8000.0,0.0,4277.55,3722.45,4277.55,4277.55,4277.55,4277.55,2020,92030,,2,,02
1 02.226.99.920.30 2019,6211.0,HAIBAT(AGIRIEN ZAHARB...):ARTXIBOA,8208.18,0.0,0.0,0.0,8208.18,0.0,0.0,0.0,0.0,2019,92030,,2,,02
1 02.226.99.924.00 2020,4507.0,PARTEHARTZE EKIMENAK,50000.0,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,2020,92400,,2,,02
1 02.226.99.933.00 2020,4510.0,ETXEBIZITZEN GASTUAK (ALOKABIDE),5500.0,5500.0,0.0,15821.9,-10321.9,15821.9,15821.9,15821.9,15821.9,2020,93300,,2,,02
1 02.227.04.231.03 2020,4476.0,KONTRATUA. GAZTELEKUA,90000.0,90000.0,0.0,90000.0,0.0,90000.0,90000.0,90000.0,90000.0,2020,23103,,2,,02
1 02.227.04.323.20 2020,4511.0,INGURUGIRO HEZKUNTZAKO KONTRATUA,15000.0,15000.0,0.0,13000.0,2000.0,13000.0,13000.0,13000.0,13000.0,2020,32320,,2,,02
1 02.227.04.326.02 2020,4512.0,KONTRATUA: KANTUZ,65000.0,65000.0,0.0,64999.98,0.02,64999.98,64999.98,64999.98,64999.98,2020,32602,,2,,02
1 02.227.04.334.00 2019,6212.0,KOMUNIKAZIOA-MODERNIZAZIOA,20160.16,0.0,0.0,20054.54,105.62,20054.54,14472.81,14472.81,14472.81,2019,33400,,2,,02
1 02.227.04.334.10 2020,4513.0,KULTURAKO TAILERREN KONTRATOA,88000.0,88000.0,0.0,72713.4,15286.6,72713.4,72713.4,72713.4,72713.4,2020,33410,,2,,02
1 02.227.04.342.00 2020,4515.0,KONTRATUA: MONITOREAK,268000.0,268000.0,0.0,227007.75,40992.25,227007.75,227007.75,227007.75,227007.75,2020,34200,,2,,02
1 02.227.04.432.00 2020,5835.0,TURISMO EKINTZA PLANA,60000.0,60000.0,0.0,27301.23,32698.77,9151.23,0.0,0.0,0.0,2020,43200,,2,,02
1 02.227.04.432.00 2019,6213.0,TURISMO EKINTZA PLANA,8591.0,0.0,0.0,8591.0,0.0,8591.0,8591.0,8591.0,8591.0,2019,43200,,2,,02
1 02.227.07.172.20 2020,4516.0,AZTERKETAK:INGURUMENA,115000.0,115000.0,0.0,114986.97,13.03,49986.97,10041.66,10041.66,10041.66,2020,17220,,2,,02
1 02.227.07.172.20 2019,6215.0,AZTERKETAK:INGURUMENA,72293.31,0.0,0.0,31612.62,40680.69,31612.62,31612.62,31612.62,31612.62,2019,17220,,2,,02
1 02.227.07.172.20 2018,6214.0,AZTERKETAK:INGURUGIROA,7016.33,0.0,0.0,7016.33,0.0,7016.33,0.0,0.0,0.0,2018,17220,,2,,02
1 02.227.07.172.40 2020,6124.0,ENERGIA PLANA JARDUKETAK,60000.0,60000.0,0.0,60000.0,0.0,50000.0,14163.33,14163.33,14163.33,2020,17240,,2,,02
1 02.227.07.172.40 2019,6216.0,ENERGIA PLANA JARDUKETAK,27658.97,0.0,0.0,27658.97,0.0,27658.97,22477.88,22477.88,22477.88,2019,17240,,2,,02
1 02.227.07.231.00 2020,5620.0,INDARKERIA MATXISTA.PROGRAMA.,25000.0,25000.0,0.0,24686.76,313.24,24686.76,7716.56,7716.56,7716.56,2020,23100,,2,,02
1 02.227.07.231.09 2020,5890.0,FIARE KUDEAKETA GASTUAK,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,2020,23109,,2,,02
1 02.227.07.241.00 2020,6320.0,BETERRI-PERTSONEN ARRETA,7701.0,0.0,0.0,18649.63,-10948.63,18649.63,12356.56,12356.56,12356.56,2020,24100,,2,,02
1 02.227.07.241.00 2019,6324.0,BETERRI-PERTSONEN ARRETA,3286.34,0.0,0.0,3274.54,11.8,3274.54,3274.54,3274.54,3274.54,2019,24100,,2,,02
1 02.227.07.323.00 2020,4517.0,HEZKUNTZA PROGRAMAK IKASTETXEETAN,62000.0,62000.0,0.0,34981.93,27018.07,34981.93,28186.16,28186.16,28186.16,2020,32300,,2,,02
1 02.227.07.414.00 2020,5903.0,KONTRATUA.BASO GARBITZE LANAK,50000.0,50000.0,0.0,4818.0,45182.0,4818.0,4818.0,4818.0,4818.0,2020,41400,,2,,02
1 02.227.07.414.00 2019,6217.0,KONTRATUA.BASO GARBITZE LANAK,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,2019,41400,,2,,02
1 02.227.07.920.00 2020,5822.0,KONTRAT.DATUEN BABESA.,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,2020,92000,,2,,02
1 02.227.07.931.00 2020,4520.0,AUDITORIA-KANPO LANAK. ADM. EKONOMIKOA,29000.0,29000.0,0.0,15100.8,13899.2,15100.8,15100.8,15100.8,15100.8,2020,93100,,2,,02
1 02.227.09.932.00 2020,4521.0,OGASUNA.EJEKUTIBA ZERBITZUA.BILKETA,6000.0,6000.0,0.0,9600.32,-3600.32,9600.32,9600.32,9600.32,9600.32,2020,93200,,2,,02
1 02.227.11.241.00 2020,6340.0,BETERRI-Komunikazio Plana,15000.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,2020,24100,,2,,02
1 02.227.95.162.20 2020,6125.0,"HONDAKINEN TRATAMENTUA:errefusa,organiko",555000.0,555000.0,0.0,542330.86,12669.14,542330.86,535885.79,535885.79,535885.79,2020,16220,,2,,02
1 02.227.95.162.20 2019,6218.0,"HONDAKINEN TRATAMENTUA:errefusa,organiko",6250.0,0.0,0.0,5062.2,1187.8,5062.2,5062.2,5062.2,5062.2,2019,16220,,2,,02
1 02.227.95.334.00 2020,6126.0,KULTURA-WEB ORRIA,2000.0,2000.0,0.0,847.0,1153.0,847.0,847.0,847.0,847.0,2020,33400,,2,,02
1 02.227.96.162.10 2020,6127.0,HEZITZAILEAK-BULEGOA. HONDAKINEN KUDEAKE,60500.0,60500.0,0.0,36645.3,23854.7,36645.3,36645.3,36645.3,36645.3,2020,16210,,2,,02
1 02.227.96.162.20 2020,6128.0,OBRA HONDAKINAK,6000.0,6000.0,0.0,2899.88,3100.12,2899.88,2899.88,2899.88,2899.88,2020,16220,,2,,02
1 02.227.96.334.00 2020,6129.0,SORMEN TAILERRA-LOKALA,14000.0,14000.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,2020,33400,,2,,02
1 02.227.97.162.10 2020,6130.0,HEZITZAILEAK-ERREFUSA,50500.0,50500.0,0.0,44078.56,6421.44,44078.56,44078.56,44078.56,44078.56,2020,16210,,2,,02
1 02.227.97.231.00 2020,6131.0,KONTRAT. PLAZA FEMINISTA DINAMIZAZIOA,35000.0,35000.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,2020,23100,,2,,02
1 02.227.97.334.00 2020,6132.0,SORMEN TAILERRA-KUDEAKETA,14000.0,14000.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,2020,33400,,2,,02
1 02.227.98.132.00 2020,4522.0,TXAKUR ABANDONATUAK.KONTRATUA,4000.0,4000.0,0.0,3138.42,861.58,3138.42,3138.42,3138.42,3138.42,2020,13200,,2,,02
1 02.227.98.162.10 2020,6133.0,HONDAKINEN BILKETA.,1882600.0,1882600.0,0.0,1772208.19,110391.81,1772208.19,1772208.19,1772208.19,1772208.19,2020,16210,,2,,02
1 02.227.98.231.03 2020,6134.0,PROGR. HAURREN HERRIA,14000.0,14000.0,0.0,9000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2020,23103,,2,,02
1 02.227.98.334.00 2020,4548.0,KONTRAT.ZINEMA ZERBITZUA,36000.0,36000.0,0.0,40702.46,-4702.46,40702.46,20701.16,20701.16,20701.16,2020,33400,,2,,02
1 02.227.98.341.00 2020,6135.0,PROGRAMA.ESKOLA KIROLA,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2020,34100,,2,,02
1 02.227.98.342.00 2020,4524.0,SOROSLEAK KONTRATOA-KIROLDEGIA,115000.0,115000.0,0.0,107505.6,7494.4,107505.6,107505.6,107505.6,107505.6,2020,34200,,2,,02
1 02.227.98.342.01 2020,4525.0,"KONTRATUA.MANTENUA,KANPO IGERILEKUAK",12000.0,12000.0,0.0,8984.25,3015.75,8984.25,8984.25,8984.25,8984.25,2020,34201,,2,,02
1 02.227.98.924.00 2020,6136.0,WEB GUNEA BERRITZEA-ParteHartzea,20000.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,2020,92400,,2,,02
1 02.227.98.933.00 2020,5622.0,ELIKAGAIEN BANKUA-ALOKAIRUA,13100.0,13100.0,0.0,13068.0,32.0,13068.0,13068.0,13068.0,13068.0,2020,93300,,2,,02
1 02.227.99.151.20 2020,6336.0,GALARRETA-06-JARDUKETA INTEGRATUAK,4235.0,0.0,0.0,3500.0,735.0,3500.0,3500.0,3500.0,3500.0,2020,15120,,2,,02
1 02.227.99.231.00 2020,5891.0,KONTRAT.GENERO ZEHARLERROTASUNA,45000.0,45000.0,0.0,37630.96,7369.04,37630.96,37630.96,37630.96,37630.96,2020,23100,,2,,02
1 02.227.99.231.03 2020,6137.0,GAZTERIA IKASTAROAK,10000.0,10000.0,0.0,9617.0,383.0,7171.1,7171.1,7171.1,7171.1,2020,23103,,2,,02
1 02.227.99.323.30 2020,4527.0,KONTRATUA. HAUR ESKOLA.SUKALDEA.,62740.0,62740.0,0.0,50449.78,12290.22,50449.78,50449.78,50449.78,50449.78,2020,32330,,2,,02
1 02.227.99.334.00 2020,5619.0,PRODUKZIO LAGUNTZA ZERBITZUA,30700.0,30700.0,0.0,17725.25,12974.75,17725.25,17725.25,17725.25,17725.25,2020,33400,,2,,02
1 02.227.99.334.10 2020,4528.0,KONTRATUA.AUZOET.HAUR TAILERRAK.,39000.0,39000.0,0.0,26580.45,12419.55,26580.45,19844.2,19844.2,19844.2,2020,33410,,2,,02
1 02.227.99.337.00 2020,4529.0,KONTRATUA: UDALEKUAK,25000.0,25000.0,0.0,29931.94,-4931.94,29931.94,29931.94,29931.94,29931.94,2020,33700,,2,,02
1 02.227.99.341.00 2020,5892.0,PROGRAMA.OSASUN MAPEOA IKASTETXEETAN,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,2020,34100,,2,,02
1 02.227.99.341.00 2019,6220.0,PROGRAMA.OSASUN MAPEOA IKASTETXEETAN,5000.0,0.0,0.0,5000.0,0.0,955.9,955.9,955.9,955.9,2019,34100,,2,,02
1 02.227.99.341.00 2017,6219.0,PROGR.PAREKIDETASUNA KIROLEAN,2800.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,2017,34100,,2,,02
1 02.227.99.342.00 2020,4530.0,BESTE KONTRATUAK: KIROLDEGIA,16000.0,16000.0,0.0,11189.15,4810.85,11189.15,8089.83,8089.83,8089.83,2020,34200,,2,,02
1 02.227.99.342.01 2020,4531.0,KONTRATUA.SOROSPEN ZERBITZUA.KANPO IGERI,124000.0,124000.0,0.0,90946.87,33053.13,90946.87,90946.87,90946.87,90946.87,2020,34201,,2,,02
1 02.227.99.920.00 2020,4533.0,HAINB.KONTRATU ADMIN.OROKORRA,45000.0,45000.0,0.0,19285.15,25714.85,19285.15,13235.15,13235.15,13235.15,2020,92000,,2,,02
1 02.227.99.920.00 2019,6221.0,HAINB.KONTRATU ADMIN.OROKORRA,4235.0,0.0,0.0,4235.0,0.0,4235.0,4235.0,4235.0,4235.0,2019,92000,,2,,02
1 02.227.99.920.11 2020,4534.0,KONTRATUAK:SEGURTAS.OSASUNA,21000.0,21000.0,0.0,20334.46,665.54,20334.46,20334.46,20334.46,20334.46,2020,92011,,2,,02
1 02.227.99.920.20 2020,4880.0,INFORMATIKA KANPOKO ENPRESEN LANAK,25000.0,25000.0,0.0,29271.95,-4271.95,29271.95,23392.56,23392.56,23392.56,2020,92020,,2,,02
1 02.227.99.920.20 2019,6222.0,INFORMATIKA KANPOKO ENPRESEN LANAK,18932.45,0.0,0.0,5069.9,13862.55,5069.9,5069.9,5069.9,5069.9,2019,92020,,2,,02
1 02.227.99.920.30 2020,5186.0,ONDAREAREN AZTERKETA,5000.0,5000.0,0.0,4000.01,999.99,4000.01,4000.01,4000.01,4000.01,2020,92030,,2,,02
1 02.230.01.920.10 2020,4536.0,PERTSONALAREN DIETA,7000.0,7000.0,0.0,2919.44,4080.56,2919.44,2919.44,2919.44,2919.44,2020,92010,,2,,02
1 02.332.01.011.00 2020,4537.0,MAILEGUEN INTERESAK,4500.0,4500.0,0.0,1756.28,2743.72,1756.28,1756.28,1756.28,1756.28,2020,01100,,3,,02
1 02.369.01.011.00 2020,4539.0,BESTELAKO FINANTZA-GASTUAK,2000.0,2000.0,0.0,4031.57,-2031.57,4031.57,4031.57,4031.57,4031.57,2020,01100,,3,,02
1 02.421.01.162.20 2020,6138.0,EKARPENA:SAN MARCOS,260000.0,260000.0,0.0,256024.46,3975.54,256024.46,256024.46,256024.46,256024.46,2020,16220,,4,,02
1 02.422.01.241.00 2020,4545.0,BETERRI.UDALEN HITZARMENA.,139537.0,139537.0,0.0,139537.0,0.0,139537.0,139537.0,139537.0,139537.0,2020,24100,,4,,02
1 02.422.01.326.03 2020,4541.0,DIRULAG-HHI-EPA.,3577.0,3577.0,0.0,3577.0,0.0,3577.0,3577.0,3577.0,3577.0,2020,32603,,4,,02
1 02.422.01.432.00 2020,4544.0,BEHEMENDIREKIKO TURISMO HITZARMENA,16300.0,16300.0,0.0,12786.03,3513.97,12786.03,12786.03,12786.03,12786.03,2020,43200,,4,,02
1 02.422.02.414.00 2020,6139.0,EKARPENA:BEHEMENDI,27000.0,27000.0,0.0,29726.09,-2726.09,29726.09,29726.09,29726.09,29726.09,2020,41400,,4,,02
1 02.431.01.231.90 2020,5623.0,ZERBITZU SOZIALAK.EKARPEN ARRUNTA,2907092.0,2637092.0,0.0,2907092.0,0.0,2907092.0,2907092.0,2907092.0,2907092.0,2020,23190,,4,,02
1 02.431.01.943.20 2020,4547.0,EREÑOTZU.HERNANIKO UDALAREN EKARPENA.,392807.0,392807.0,0.0,373063.0,19744.0,373063.0,373063.0,373063.0,54132.66,2020,94320,,4,,02
1 02.471.01.241.02 2019,6223.0,DIRULAG.Enpresak-Lanbide,63000.0,0.0,0.0,19260.0,43740.0,19260.0,19260.0,19260.0,19260.0,2019,24102,,4,,02
1 02.480.01.151.10 2019,6328.0,DIRULAG-ETXEBIZITZA BIRGAITZE LANAK,100000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,2019,15110,,4,,02
1 02.480.01.151.10 2018,6224.0,DIRULAG-ETXEB. BIRGAITZE LANAK,59139.78,0.0,0.0,663.55,58476.23,663.55,663.55,663.55,663.55,2018,15110,,4,,02
1 02.480.01.231.03 2020,6343.0,ALOKAIRU DIRULAGUNTZAK-GAZTERIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,23103,,4,,02
1 02.480.01.231.03 2019,6225.0,ALOKAIRU DIRULAGUNTZAK-GAZTERIA,146000.0,0.0,0.0,146000.0,0.0,139311.81,137061.81,137061.81,103331.81,2019,23103,,4,,02
1 02.480.01.231.04 2020,6344.0,ALOKAIRU DIRULAGUNTZAK HELDUAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,23104,,4,,02
1 02.480.01.231.04 2019,6226.0,ALOKAIRU DIRULAGUNTZAK HELDUAK,83000.0,0.0,0.0,83000.0,0.0,72123.0,66998.0,66998.0,55955.0,2019,23104,,4,,02
1 02.480.01.334.00 2020,5624.0,BEKAK-ARTE SORKUNTZA,10000.0,10000.0,0.0,10240.0,-240.0,240.0,240.0,240.0,240.0,2020,33400,,4,,02
1 02.480.01.334.00 2019,6228.0,BEKAK-ARTE SORKUNTZA,10000.0,0.0,0.0,10000.0,0.0,10000.0,5000.0,5000.0,5000.0,2019,33400,,4,,02
1 02.480.01.334.00 2018,6227.0,BEKAK-ARTE SORKUNTZA,5725.0,0.0,0.0,3125.0,2600.0,3125.0,3125.0,3125.0,3125.0,2018,33400,,4,,02
1 02.480.01.335.10 2020,4550.0,BEKAK EUSKALTEGIA,33500.0,33500.0,0.0,20186.48,13313.52,20186.48,20186.48,20186.48,20186.48,2020,33510,,4,,02
1 02.480.01.431.00 2020,6333.0,DIRULAGUNTZAK-COVID-19-Mikroenpresak,290000.0,0.0,0.0,208354.14,81645.86,203154.14,203154.14,203154.14,203154.14,2020,43100,,4,,02
1 02.480.01.920.30 2020,4561.0,BEKAK-KULTUR ONDAREA,8000.0,8000.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,2020,92030,,4,,02
1 02.480.01.920.30 2019,6229.0,BEKAK-KULTUR ONDAREA,8000.0,0.0,0.0,8000.0,0.0,8000.0,4000.0,4000.0,4000.0,2019,92030,,4,,02
1 02.481.01.135.00 2020,4883.0,DIRULAG.DYA.ELKARTEA,3500.0,3500.0,0.0,3500.0,0.0,3500.0,3500.0,3500.0,3500.0,2020,13500,,4,,02
1 02.481.01.231.01 2020,4551.0,EUSKAL FONDOA.KUOTA.,3621.0,3621.0,0.0,3933.08,-312.08,3933.08,3933.08,3933.08,3933.08,2020,23101,,4,,02
1 02.481.01.241.00 2020,6140.0,DIRULAG. KARABELEKO ELKARTEA,12000.0,12000.0,0.0,12000.0,0.0,12000.0,7200.0,7200.0,7200.0,2020,24100,,4,,02
1 02.481.01.241.00 2019,6230.0,BERRIAK ELKARTEA-HITZARMENA,10800.0,0.0,0.0,10800.0,0.0,10800.0,10800.0,10800.0,10800.0,2019,24100,,4,,02
1 02.481.01.323.00 2020,4553.0,DIRULAG:IKASTETXEAK KANPOKO EKINTZ,18400.0,18400.0,0.0,18386.65,13.35,18386.65,14709.32,14709.32,14549.6,2020,32300,,4,,02
1 02.481.01.323.00 2019,6231.0,DIRULAG:IKASTETXEAK KANPOKO EKINTZ,3683.0,0.0,0.0,3683.0,0.0,3683.0,3683.0,3683.0,3645.0,2019,32300,,4,,02
1 02.481.01.334.00 2020,4555.0,DIRULAG:KULTURA(NORGEHIAGOKA),82000.0,82000.0,0.0,52000.0,30000.0,46514.61,27908.77,27908.77,27908.77,2020,33400,,4,,02
1 02.481.01.334.00 2019,6232.0,DIRULAG:KULTURA(NORGEHIAGOKA),13894.61,0.0,0.0,12636.39,1258.22,12636.39,12636.39,12636.39,12636.39,2019,33400,,4,,02
1 02.481.01.334.20 2020,4556.0,DIRULAGUNTZA:MUSIKA BANDA-HERMUBA,83459.0,83459.0,0.0,83459.0,0.0,83459.0,83459.0,83459.0,83459.0,2020,33420,,4,,02
1 02.481.01.334.30 2020,4557.0,DIRULAGUNTZA:TXISTULARI BANDA-GOIZETIK,38813.0,38813.0,0.0,38813.0,0.0,38813.0,38813.0,38813.0,38813.0,2020,33430,,4,,02
1 02.481.01.335.00 2020,4558.0,DIRULAG:EUSKARA (NORGEHIAGOKA),54000.0,54000.0,0.0,55735.5,-1735.5,55735.5,55735.5,55735.5,55735.5,2020,33500,,4,,02
1 02.481.01.335.00 2019,6233.0,DIRULAG:EUSKARA (NORGEHIAGOKA),2074.2,0.0,0.0,440.1,1634.1,440.1,440.1,440.1,440.1,2019,33500,,4,,02
1 02.481.01.341.00 2020,4559.0,DIRULAG:KIROL EKINTZAK,55000.0,55000.0,0.0,55000.0,0.0,0.0,0.0,0.0,0.0,2020,34100,,4,,02
1 02.481.01.341.00 2019,6234.0,DIRULAG:KIROL EKINTZAK,55000.0,0.0,0.0,49685.69,5314.31,49685.69,49685.69,49685.69,49685.69,2019,34100,,4,,02
1 02.481.01.431.00 2020,4552.0,BERRIAK ELKARTEA-HITZARMENA,27000.0,27000.0,0.0,27000.0,0.0,27000.0,16200.0,16200.0,16200.0,2020,43100,,4,,02
1 02.481.02.172.20 2020,6141.0,DIRULAG. ZERO ZABOR ELKARTEA,8000.0,8000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,2020,17220,,4,,02
1 02.481.02.231.01 2020,4562.0,DIRULAG.LANKIDETZA.GKE.PROIEKTUAK,179622.0,179622.0,0.0,179622.0,0.0,0.0,0.0,0.0,0.0,2020,23101,,4,,02
1 02.481.02.231.01 2019,6237.0,DIRULAG.LANKIDETZA.GKE.PROIEKTUAK,172052.0,0.0,0.0,171848.48,203.52,171848.48,0.0,0.0,0.0,2019,23101,,4,,02
1 02.481.02.231.01 2018,6236.0,DIRULAG.LANKIDETZA.GKE.PROIEKTUAK,164577.0,0.0,0.0,164577.0,0.0,164577.0,120769.25,120769.25,120769.25,2018,23101,,4,,02
1 02.481.02.231.01 2017,6235.0,DIRULAG.LANKIDETZA.GKE.PROIEKTUAK,153581.0,0.0,0.0,153581.0,0.0,153581.0,153581.0,153581.0,153581.0,2017,23101,,4,,02
1 02.481.02.334.10 2020,4564.0,DIRULAG:AUZO ELKARTEAK,120000.0,120000.0,0.0,75000.0,45000.0,25671.46,21637.17,21637.17,21637.17,2020,33410,,4,,02
1 02.481.02.334.10 2019,6238.0,DIRULAG:AUZO ELKARTEAK,8493.26,0.0,0.0,5377.68,3115.58,5377.68,5377.68,5377.68,5377.68,2019,33410,,4,,02
1 02.481.02.335.00 2020,4565.0,DIRULAG.:EUSKARA (ZUZENAK),142200.0,142200.0,0.0,142200.0,0.0,136153.93,124315.5,124315.5,124315.5,2020,33500,,4,,02
1 02.481.02.335.00 2019,6239.0,DIRULAG.:EUSKARA (ZUZENAK),7798.75,0.0,0.0,7798.75,0.0,7798.75,7798.75,7798.75,7798.75,2019,33500,,4,,02
1 02.481.02.341.00 2020,5188.0,DIRULAGUNTZAK ESKOLA-KIROLA,55500.0,55500.0,0.0,55198.0,302.0,55198.0,15198.0,15198.0,15198.0,2020,34100,,4,,02
1 02.481.02.341.00 2019,6240.0,DIRULAGUNTZAK ESKOLA-KIROLA,31500.0,0.0,0.0,31500.0,0.0,31500.0,31500.0,31500.0,31500.0,2019,34100,,4,,02
