#Partida,Barruko ,Deskribapena,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 01.160.04.323.10 2017,4380.0,ELKARKIDETZA:IKASTETXEAK,3798.0,3798.0,0.0,3824.8,-26.8,3824.8,3824.8,3824.8,3824.8,2017,32310,,1,,01
1 01.160.04.326.01 2017,4382.0,ELKARKIDETZA:MUSIKA ESKOLA,10167.0,10167.0,0.0,10352.72,-185.72,10352.72,10352.72,10352.72,10352.72,2017,32601,,1,,01
1 01.160.04.332.10 2017,4384.0,ELKARKIDETZA:LIBURUTEGIA,6177.0,6177.0,0.0,6220.2,-43.2,6220.2,6220.2,6220.2,6220.2,2017,33210,,1,,01
1 01.160.04.333.00 2017,4385.0,ELKARKIDETZA:KULTUR ETXEA,1899.0,1899.0,0.0,1912.4,-13.4,1912.4,1912.4,1912.4,1912.4,2017,33300,,1,,01
1 01.160.04.335.00 2017,4386.0,ELKARKIDETZA:EUSKARA ZERBITZUA,5290.0,5290.0,0.0,5327.0,-37.0,5327.0,5327.0,5327.0,5327.0,2017,33500,,1,,01
1 01.160.04.335.10 2017,4387.0,ELKARKIDETZA:EUSKALTEGIA,9444.0,9444.0,0.0,10008.2,-564.2,10008.2,10008.2,10008.2,10008.2,2017,33510,,1,,01
1 01.160.04.335.30 2017,4388.0,ELKARKIDETZA:EUSKARA PLANA,2769.0,2769.0,0.0,2290.8,478.2,2290.8,2290.8,2290.8,2290.8,2017,33530,,1,,01
1 01.160.04.342.00 2017,4389.0,ELKARKIDETZA:KIROLDEGIA,12310.0,12310.0,0.0,11575.8,734.2,11575.8,11575.8,11575.8,11575.8,2017,34200,,1,,01
1 01.160.04.414.00 2017,4391.0,ELKARKIKETZA:INGURUNEAREN HOBEKUNTZA,949.0,949.0,0.0,956.2,-7.2,956.2,956.2,956.2,956.2,2017,41400,,1,,01
1 01.160.04.432.00 2017,4392.0,ELKARKIDETZA:TURISMOA,1385.0,1385.0,0.0,1394.4,-9.4,1394.4,1394.4,1394.4,1394.4,2017,43200,,1,,01
1 01.160.04.912.00 2017,4393.0,ELKARKIDETZA: GOBERNU ORGANOAK,1385.0,1385.0,0.0,1394.4,-9.4,1394.4,1394.4,1394.4,1394.4,2017,91200,,1,,01
1 01.160.04.920.00 2017,4394.0,ELKARKIDETZA:ADMINISTRAZIO OROKORRA,8139.0,8139.0,0.0,8195.32,-56.32,8195.32,8195.32,8195.32,8195.32,2017,92000,,1,,01
1 01.160.04.920.10 2017,4395.0,ELKARKIDETZA:PERTSONALA,2272.0,2272.0,0.0,2287.6,-15.6,2287.6,2287.6,2287.6,2287.6,2017,92010,,1,,01
1 01.160.04.920.11 2017,4396.0,ELKARKIDETZA:SEGUR.ETA OSASUNA,1385.0,1385.0,0.0,1394.4,-9.4,1394.4,1394.4,1394.4,1394.4,2017,92011,,1,,01
1 01.160.04.920.20 2017,4397.0,ELKARKIDETZA:INFORMATIKA,1385.0,1385.0,0.0,1394.4,-9.4,1394.4,1394.4,1394.4,1394.4,2017,92020,,1,,01
1 01.160.04.920.30 2017,4398.0,ELKARKIDETZA:ARTXIBOA,1696.0,1696.0,0.0,1707.72,-11.72,1707.72,1707.72,1707.72,1707.72,2017,92030,,1,,01
1 01.160.04.929.10 2017,4399.0,ELKARKIDETZA:BAKE EPAITEGIA,473.0,473.0,0.0,364.28,108.72,364.28,364.28,364.28,364.28,2017,92910,,1,,01
1 01.160.04.931.00 2017,4400.0,ELKARKIDETZA:ADMINISTRAZIO EKONOMIKOA,3968.0,3968.0,0.0,3995.32,-27.32,3995.32,3995.32,3995.32,3995.32,2017,93100,,1,,01
1 01.160.04.932.00 2017,4401.0,ELKARKIDETZA:BILKETA,4544.0,4544.0,0.0,4575.2,-31.2,4575.2,4575.2,4575.2,4575.2,2017,93200,,1,,01
1 01.160.04.933.00 2017,4402.0,ELKARKIDETZA:ONDAREA ETA KONTRATAZIOA,1136.0,1136.0,0.0,2363.6,-1227.6,2363.6,2363.6,2363.6,2363.6,2017,93300,,1,,01
1 02.160.06.920.10 2017,5160.0,ASISTENTZIA MEDIKU-FARMAZEUTIKOA,5500.0,5500.0,0.0,4595.0,905.0,4595.0,4595.0,4595.0,4595.0,2017,92010,,1,,02
1 02.161.03.920.10 2017,5161.0,ERRETIRO AURRERATUEN KALTE-ORDAINAK,60000.0,60000.0,0.0,49162.7,10837.3,49162.7,49162.7,49162.7,49162.7,2017,92010,,1,,02
1 02.162.01.335.30 2017,4413.0,LANGILEAK EUSKALDUNTZEKO POLTSA,3000.0,3000.0,0.0,3336.85,-336.85,3336.85,3336.85,3336.85,3336.85,2017,33530,,1,,02
1 02.162.01.920.10 2017,4414.0,LANGILEEN PRESTAKUNTZAKO GASTUAK,10000.0,10000.0,0.0,4313.2,5686.8,4313.2,4313.2,4313.2,4313.2,2017,92010,,1,,02
1 02.162.05.920.10 2017,4416.0,BIZITZA ETA ISTRIPU ASEGURUA.PERTSONALA,41000.0,41000.0,0.0,40518.83,481.17,40518.83,40518.83,40518.83,40518.83,2017,92010,,1,,02
1 02.201.01.912.00 2017,5544.0,ALOKAIRUA-ELIKAGAIEN BANKUA,0.0,8000.0,0.0,4356.0,3644.0,4356.0,4356.0,4356.0,4356.0,2017,91200,,2,,02
1 02.211.01.342.00 2017,4417.0,MANTENU OROKORRA.KIROLDEGIA,80000.0,80000.0,0.0,78996.63,1003.37,78996.63,67816.37,62986.05,62986.05,2017,34200,,2,,02
1 02.211.01.342.00 2016,5455.0,MANTENU OROKORRA.KIROLDEGIA,0.0,1992.2,0.0,1992.2,0.0,1992.2,1992.2,1992.2,1992.2,2016,34200,,2,,02
1 02.211.01.342.01 2017,4418.0,MANTENU OROKORRA.KANPO IGERILEKUAK,14000.0,14000.0,0.0,20924.68,-6924.68,20924.68,16417.43,16417.43,16417.43,2017,34201,,2,,02
1 02.211.01.342.02 2017,4419.0,MANTENU OROKORRA.ZUBIPE ZELAIA,6000.0,6000.0,0.0,5248.33,751.67,5248.33,5248.33,5248.33,5248.33,2017,34202,,2,,02
1 02.211.01.342.03 2017,4420.0,MANTENU OROKORRA.LANDARE ZELAIA,6000.0,28320.0,0.0,30252.13,-1932.13,30252.13,30252.13,30252.13,30252.13,2017,34203,,2,,02
1 02.211.01.342.09 2017,4421.0,MANTENU OROKORRA.BESTE.KIROL INSTALAKUNT,3000.0,3000.0,0.0,4271.99,-1271.99,4271.99,4271.99,4271.99,4271.99,2017,34209,,2,,02
1 02.212.01.342.00 2017,4422.0,GIMNASIOKO MAKINA.KONPONKETA,12500.0,12500.0,0.0,14111.36,-1611.36,14111.36,14111.36,14111.36,14111.36,2017,34200,,2,,02
1 02.212.01.342.00 2016,5449.0,GIMNASIOKO MAKINA.KONPONKETA,0.0,4171.72,0.0,4171.72,0.0,4171.72,4171.72,4171.72,4171.72,2016,34200,,2,,02
1 02.213.01.132.00 2017,4423.0,MANTENUA IBILGAILUA.UDALTZAINGOA,12240.0,12240.0,0.0,16096.33,-3856.33,16096.33,10460.38,10460.38,10460.38,2017,13200,,2,,02
1 02.215.01.920.20 2017,4424.0,MANTENUA.EKIPO INFORMATIKOA,45000.0,45000.0,0.0,41964.51,3035.49,41964.51,41964.51,41964.51,41964.51,2017,92020,,2,,02
1 02.220.01.920.00 2017,5162.0,BULEGO-MATER.:ADMIN.OROKORRA,30000.0,30000.0,0.0,24383.85,5616.15,24383.85,24383.85,24383.85,24383.85,2017,92000,,2,,02
1 02.221.04.132.00 2017,4427.0,ERREGAIA: UDALTZAINGOA,9180.0,9180.0,0.0,8653.82,526.18,8653.82,8653.82,8653.82,8653.82,2017,13200,,2,,02
1 02.221.05.920.10 2017,4428.0,LANGILEENTZAKO ARROPAK,11000.0,11000.0,0.0,11631.83,-631.83,11631.83,11631.83,11631.83,11631.83,2017,92010,,2,,02
1 02.221.05.920.10 2016,5457.0,LANGILEENTZAKO ARROPAK,0.0,499.28,0.0,499.28,0.0,499.28,499.28,499.28,499.28,2016,92010,,2,,02
1 02.221.06.323.30 2017,4429.0,ELIKAGAIAK:HAUR-ESKOLA,33000.0,43000.0,0.0,36401.68,6598.32,36401.68,36401.68,36401.68,36401.68,2017,32330,,2,,02
1 02.221.08.342.00 2017,4430.0,FARMAZI EKOIZKINAK: KIROLDEGIA,500.0,500.0,0.0,300.99,199.01,300.99,300.99,300.99,300.99,2017,34200,,2,,02
1 02.221.13.342.00 2017,4431.0,IGERITEG.PRODUKT.BEREZIAK,4000.0,4000.0,0.0,2810.61,1189.39,2810.61,2810.61,2810.61,2810.61,2017,34200,,2,,02
1 02.221.13.342.01 2017,4432.0,PRODUKT.BEREZ:IGERILEKUAK,8000.0,8000.0,0.0,6643.17,1356.83,6643.17,6643.17,6643.17,6643.17,2017,34201,,2,,02
1 02.221.14.342.00 2017,4433.0,KIROL MATERIALA,5000.0,5000.0,0.0,5000.0,0.0,2531.99,2531.99,2531.99,2531.99,2017,34200,,2,,02
1 02.221.14.342.00 2016,5450.0,KIROL MATERIALA,0.0,931.7,0.0,931.7,0.0,931.7,931.7,931.7,931.7,2016,34200,,2,,02
1 02.221.98.334.10 2017,4435.0,AUZO.HAUR TAIEL.MATERIALA,1500.0,1500.0,0.0,199.89,1300.11,199.89,199.89,199.89,199.89,2017,33410,,2,,02
1 02.221.99.231.03 2017,4436.0,MATERIALA:GAZTERIA,6000.0,6000.0,0.0,6690.49,-690.49,6690.49,6690.49,6690.49,6690.49,2017,23103,,2,,02
1 02.221.99.231.03 2016,5451.0,MATERIALA:GAZTERIA,0.0,973.0,0.0,0.0,973.0,0.0,0.0,0.0,0.0,2016,23103,,2,,02
1 02.221.99.334.10 2017,4437.0,KULTURAKO TAILERRAKO MATERIALAK,1500.0,1500.0,0.0,1155.05,344.95,1155.05,1155.05,1155.05,1155.05,2017,33410,,2,,02
1 02.222.01.241.01 2017,5163.0,TELEFONIA.IKASTAROAK.LANBIDE,100.0,100.0,0.0,134.44,-34.44,134.44,134.44,134.44,134.44,2017,24101,,2,,02
1 02.222.01.323.10 2017,5164.0,TELEFONIA.IKASTETXEAK,100.0,100.0,0.0,126.58,-26.58,126.58,126.58,126.58,126.58,2017,32310,,2,,02
1 02.222.01.323.30 2017,5165.0,TELEFONIA.HAUR ESKOLA,100.0,100.0,0.0,551.22,-451.22,551.22,551.22,551.22,551.22,2017,32330,,2,,02
1 02.222.01.324.10 2017,5166.0,TELEFONIA.HLP IKASTAROAK,100.0,100.0,0.0,867.4,-767.4,867.4,867.4,867.4,867.4,2017,32410,,2,,02
1 02.222.01.326.01 2017,5167.0,KOMUNIKAZIO TELEFONIKOAK,1000.0,1000.0,0.0,423.31,576.69,423.31,423.31,423.31,423.31,2017,32601,,2,,02
1 02.222.01.326.03 2017,5168.0,TELEFONIA.HHI-EPA,100.0,100.0,0.0,1290.06,-1190.06,1290.06,1290.06,1290.06,1290.06,2017,32603,,2,,02
1 02.222.01.333.00 2017,5169.0,TELEFONIA.KULTUR ETXEA,100.0,100.0,0.0,884.45,-784.45,884.45,884.45,884.45,884.45,2017,33300,,2,,02
1 02.222.01.335.10 2017,5170.0,KOMUNIKAZIO TELEFONIKOAK,1000.0,1000.0,0.0,201.13,798.87,201.13,201.13,201.13,201.13,2017,33510,,2,,02
1 02.222.01.342.00 2017,5171.0,KOMUNIKAZIO TELEFONIKOAK,1000.0,1000.0,0.0,349.19,650.81,349.19,349.19,349.19,349.19,2017,34200,,2,,02
1 02.222.01.342.01 2017,5172.0,KOMUNIKAZIO TELEFONIKOAK,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2017,34201,,2,,02
1 02.222.01.920.00 2017,4438.0,KOMUNIKAZIO TELEFONIKOAK,40400.0,40400.0,0.0,52599.04,-12199.04,52599.04,52599.04,52599.04,52599.04,2017,92000,,2,,02
1 02.222.01.929.10 2017,5173.0,TELEFONIA.BAKE EPAITEGIA,100.0,100.0,0.0,199.54,-99.54,199.54,199.54,199.54,199.54,2017,92910,,2,,02
1 02.222.02.920.00 2017,4439.0,KOMUNIKAZIO POSTA BIDEZKOAK,42000.0,42000.0,0.0,43334.54,-1334.54,43334.54,43334.54,43334.54,43334.54,2017,92000,,2,,02
1 02.222.05.920.20 2017,4440.0,KOMUNIKAZIO INFORMATIKOAK,145000.0,145000.0,0.0,147978.77,-2978.77,147978.77,147978.77,147978.77,147978.77,2017,92020,,2,,02
1 02.224.01.933.00 2017,4441.0,ERAIKINEN ASEGURUA,43000.0,43000.0,0.0,40332.21,2667.79,40332.21,40332.21,40332.21,40332.21,2017,93300,,2,,02
1 02.224.02.933.00 2017,4442.0,IBILGAILUEN ASEGURUA,8500.0,8500.0,0.0,7361.74,1138.26,7361.74,7361.74,7361.74,7361.74,2017,93300,,2,,02
1 02.224.99.933.00 2017,4443.0,ERANTZUKIZUN ZIBILEKO ASEGURUA,30000.0,30000.0,0.0,26421.26,3578.74,26421.26,26421.26,26421.26,26421.26,2017,93300,,2,,02
1 02.226.02.912.00 2017,4444.0,PROTOK.ETA ORDEZK.ARRETAK,6000.0,6000.0,0.0,1995.84,4004.16,1995.84,1995.84,1995.84,1995.84,2017,91200,,2,,02
1 02.226.03.323.00 2017,4445.0,PUBLIZITATEA:IKASTETXEAK,2700.0,2700.0,0.0,2373.42,326.58,2373.42,2373.42,2373.42,2373.42,2017,32300,,2,,02
1 02.226.03.326.01 2017,4446.0,PUBLIZITATEA:MUSIKA ESKOLA,800.0,800.0,0.0,828.32,-28.32,828.32,828.32,828.32,828.32,2017,32601,,2,,02
1 02.226.03.334.00 2017,4447.0,PUBLIZITATEA: KULTURA ZERBITZUA,17000.0,17000.0,0.0,15898.37,1101.63,15898.37,15898.37,15898.37,15898.37,2017,33400,,2,,02
1 02.226.03.335.10 2017,4448.0,PUBLIZITATEA:EUSKALTEGIA,4000.0,4000.0,0.0,2441.98,1558.02,2441.98,2441.98,2441.98,2441.98,2017,33510,,2,,02
1 02.226.03.341.00 2017,5548.0,PUBLIZITATEA KIROL SAILA,0.0,8000.0,0.0,8000.0,0.0,7377.71,7377.71,7377.71,7377.71,2017,34100,,2,,02
1 02.226.03.912.00 2017,4449.0,PUBLIZIT:GOBERN.ORGANOAK,22000.0,22000.0,0.0,21710.48,289.52,21710.48,21710.48,21710.48,21710.48,2017,91200,,2,,02
1 02.226.03.912.00 2016,5452.0,PUBLIZIT:GOBERN.ORGANOAK,0.0,3848.17,0.0,0.0,3848.17,0.0,0.0,0.0,0.0,2016,91200,,2,,02
1 02.226.03.920.00 2017,5174.0,KOMUNIKAZIOA-UDALA,15000.0,15000.0,0.0,2167.87,12832.13,2167.87,2167.87,2167.87,2167.87,2017,92000,,2,,02
1 02.226.03.920.30 2017,4450.0,ARGITALPENAK:ARTXIBOA,10000.0,10000.0,0.0,9035.01,964.99,9035.01,9035.01,9035.01,9035.01,2017,92030,,2,,02
1 02.226.03.932.00 2017,4451.0,ZERGA IRAGARKIAK.BILKETA,1500.0,1500.0,0.0,1495.78,4.22,1495.78,1495.78,1495.78,1495.78,2017,93200,,2,,02
1 02.226.04.920.00 2017,4452.0,GASTU JURIDIKOAK:ADMIN.OROKORRA,25000.0,25000.0,0.0,19134.46,5865.54,19134.46,19134.46,19134.46,19134.46,2017,92000,,2,,02
1 02.226.04.920.00 2016,5464.0,GASTU JURIDIKOAK:ADMIN.OROKORRA,0.0,9075.0,0.0,9075.0,0.0,9075.0,0.0,0.0,0.0,2016,92000,,2,,02
1 02.226.06.231.03 2017,4453.0,GAZTERIA PROIEKTUAK,20000.0,20000.0,0.0,7046.86,12953.14,7046.86,7046.86,7046.86,7046.86,2017,23103,,2,,02
1 02.226.06.231.03 2016,5465.0,GAZTERIA PROIEKTUAK,0.0,987.0,0.0,0.0,987.0,0.0,0.0,0.0,0.0,2016,23103,,2,,02
1 02.226.06.323.00 2017,4454.0,KULTUR EKINTZAK:IKASTETXEAK,11000.0,11000.0,0.0,10185.97,814.03,10185.97,7719.09,7719.09,7719.09,2017,32300,,2,,02
1 02.226.06.323.00 2016,5466.0,KULTUR EKINTZAK:IKASTETXEAK,0.0,3630.28,0.0,3417.18,213.1,3417.18,3417.18,3417.18,3417.18,2016,32300,,2,,02
1 02.226.06.326.01 2017,4455.0,KONTZERTUAK:MUSIKA ESKOLA,20305.0,20305.0,0.0,20298.68,6.32,20298.68,20298.68,20298.68,20298.68,2017,32601,,2,,02
1 02.226.06.334.00 2017,4456.0,KULTUR EKINTZAK,145400.0,159690.0,0.0,152410.74,7279.26,151710.74,129256.99,129256.99,129256.99,2017,33400,,2,,02
1 02.226.06.334.00 2016,5467.0,KULTUR EKINTZAK,0.0,17431.0,0.0,17181.5,249.5,17181.5,17181.5,17181.5,17181.5,2016,33400,,2,,02
1 02.226.06.335.00 2017,4457.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,25120.0,25120.0,0.0,26009.84,-889.84,26009.84,25822.86,25822.86,25822.86,2017,33500,,2,,02
1 02.226.06.335.00 2016,5468.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,0.0,2969.34,0.0,2969.34,0.0,2969.34,2969.34,2969.34,2969.34,2016,33500,,2,,02
1 02.226.06.338.00 2017,4458.0,JAIAK ETA JAIALDIAK,193000.0,193000.0,0.0,187431.66,5568.34,187431.66,187431.66,187431.66,187431.66,2017,33800,,2,,02
1 02.226.06.342.00 2017,4459.0,EKINTZAK: KIROL JOLASGARRIAK,15500.0,15500.0,0.0,15746.02,-246.02,12946.02,12946.02,12946.02,12946.02,2017,34200,,2,,02
1 02.226.95.231.00 2017,4462.0,HEZKIDETZA PROGR.BERDINTASUNA,60000.0,60000.0,0.0,60000.0,0.0,60000.0,52250.0,52250.0,52250.0,2017,23100,,2,,02
1 02.226.95.231.00 2016,5469.0,HEZKIDETZA PROGR.BERDINTASUNA,0.0,9020.0,0.0,9020.0,0.0,9020.0,9020.0,9020.0,9020.0,2016,23100,,2,,02
1 02.226.95.231.02 2017,4463.0,HARRERA PLANA.INMIGRAZIOA,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,23102,,2,,02
1 02.226.95.231.02 2016,5470.0,HARRERA PLANA.INMIGRAZIOA,0.0,4743.2,0.0,0.0,4743.2,0.0,0.0,0.0,0.0,2016,23102,,2,,02
1 02.226.96.172.30 2017,4464.0,ESKOLAKO AGENDA 21,17000.0,17000.0,0.0,13094.97,3905.03,13094.97,13094.97,13094.97,13094.97,2017,17230,,2,,02
1 02.226.96.231.00 2017,4465.0,TAILERRAK.BERDINTASUNA,35000.0,35000.0,0.0,34366.02,633.98,34366.02,34366.02,34366.02,34366.02,2017,23100,,2,,02
1 02.226.96.231.00 2016,5471.0,TAILERRAK.BERDINTASUNA,0.0,4433.68,0.0,4381.92,51.76,4381.92,4381.92,4381.92,4381.92,2016,23100,,2,,02
1 02.226.96.231.02 2017,4466.0,BESTE PROGR.INMIGRAZIOA,10000.0,10000.0,0.0,7717.97,2282.03,7717.97,5917.97,5917.97,5917.97,2017,23102,,2,,02
1 02.226.96.231.02 2016,5472.0,BESTE PROGR.INMIGRAZIOA,0.0,1800.0,0.0,1800.0,0.0,1800.0,1800.0,1800.0,1800.0,2016,23102,,2,,02
1 02.226.97.231.00 2017,4468.0,BESTE EKIMENAK.BERDINTASUNA,53000.0,60000.0,0.0,63069.2,-3069.2,63069.2,54084.73,54084.73,54084.73,2017,23100,,2,,02
1 02.226.97.231.00 2016,5473.0,BESTE EKIMENAK.BERDINTASUNA,0.0,7956.0,0.0,7956.0,0.0,7956.0,4356.0,4356.0,4356.0,2016,23100,,2,,02
1 02.226.97.231.00 2015,5474.0,BESTE EKIMENAK.BERDINTASUNA,0.0,15118.95,0.0,15118.95,0.0,15118.95,15118.95,15118.95,15118.95,2015,23100,,2,,02
1 02.226.97.231.03 2017,4872.0,WUKRO-ELKARLANA,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2017,23103,,2,,02
1 02.226.97.241.01 2017,4469.0,FUNTZIONAMENDU GASTUAK.IKASTAROAK.,34700.0,34700.0,0.0,0.0,34700.0,0.0,0.0,0.0,0.0,2017,24101,,2,,02
1 02.226.97.241.02 2017,4873.0,FUNTZIONAMENDU GASTUAK.LANBIDE PROGRAMAK,21000.0,32244.0,0.0,1564.61,30679.39,1564.61,1564.61,1564.61,1564.61,2017,24102,,2,,02
1 02.226.97.326.01 2017,4874.0,ARGITALPENAK.MUSIKA ESKOLA,1000.0,1000.0,0.0,1114.91,-114.91,1114.91,1114.91,1114.91,1114.91,2017,32601,,2,,02
1 02.226.97.335.10 2017,4875.0,MATERIALA. EUSKALTEGIA,5000.0,5000.0,0.0,2510.07,2489.93,2510.07,2510.07,2510.07,2510.07,2017,33510,,2,,02
1 02.226.97.335.50 2017,4470.0,GAZTETXO ALDIZKARIA,5100.0,5100.0,0.0,4929.6,170.4,4929.6,4929.6,4929.6,4929.6,2017,33550,,2,,02
1 02.226.97.920.00 2017,4471.0,IRAGARKI OFIZIALAK,40000.0,40000.0,0.0,41164.8,-1164.8,41164.8,41164.8,41164.8,41164.8,2017,92000,,2,,02
1 02.226.97.924.00 2017,4472.0,2.ESKUKO AZOKA,3500.0,3500.0,0.0,3499.95,0.05,3499.95,3499.95,3499.95,3499.95,2017,92400,,2,,02
1 02.226.98.132.00 2017,4473.0,MATERIALA.BIDE HEZIKETA,6000.0,6000.0,0.0,5512.11,487.89,5512.11,5512.11,5512.11,5512.11,2017,13200,,2,,02
1 02.226.98.172.30 2017,4474.0,TOKIKO AGENDA 21,31000.0,31000.0,0.0,18737.99,12262.01,18737.99,15833.99,15833.99,15833.99,2017,17230,,2,,02
1 02.226.98.172.30 2016,5432.0,TOKIKO AGENDA 21,0.0,363.0,0.0,363.0,0.0,363.0,363.0,363.0,363.0,2016,17230,,2,,02
1 02.226.98.231.01 2017,4475.0,SENTIBERATZE KANPAINAK,4000.0,4000.0,0.0,2029.78,1970.22,2029.78,2029.78,2029.78,2029.78,2017,23101,,2,,02
1 02.226.98.231.90 2017,5583.0,KAROBIETA 24-GASTUAK,0.0,0.0,0.0,5182.44,-5182.44,5182.44,5182.44,5182.44,5182.44,2017,23190,,2,,02
1 02.226.98.241.00 2017,4477.0,ORIENTAZIO ZERBITZUA,25000.0,25000.0,0.0,23524.07,1475.93,23524.07,23524.07,23524.07,23524.07,2017,24100,,2,,02
1 02.226.98.324.10 2017,4478.0,FUNTZ.GASTU:HLP programak,16000.0,16000.0,0.0,16799.33,-799.33,16799.33,16799.33,16799.33,16799.33,2017,32410,,2,,02
1 02.226.98.326.01 2017,4876.0,MUSIKA INSTRUMENTUAK,6800.0,6800.0,0.0,6325.79,474.21,6325.79,6325.79,6325.79,6325.79,2017,32601,,2,,02
1 02.226.98.335.00 2017,4877.0,EKIMENAK.EUSKARAREN ALDE,5000.0,5000.0,0.0,4500.0,500.0,4500.0,4500.0,4500.0,4500.0,2017,33500,,2,,02
1 02.226.98.335.10 2017,4479.0,KANPOKO JARDUERAK.EUSKALTEGIA,1000.0,1000.0,0.0,999.65,0.35,999.65,999.65,999.65,999.65,2017,33510,,2,,02
1 02.226.98.335.50 2017,4480.0,IKASLEEN TXOKOA,5173.0,5173.0,0.0,5172.75,0.25,5172.75,5172.75,5172.75,5172.75,2017,33550,,2,,02
1 02.226.98.342.00 2017,5175.0,DONOSTIAKO KIROLDEGIEN ERABILERA,25000.0,75980.0,0.0,75980.9,-0.9,75980.9,75980.9,75980.9,75980.9,2017,34200,,2,,02
1 02.226.98.432.00 2017,5176.0,KULTUR BALIOAK SUSTATU,12000.0,12000.0,0.0,12000.0,0.0,12000.0,12000.0,12000.0,12000.0,2017,43200,,2,,02
1 02.226.98.933.00 2017,4482.0,ONDASUN PARTIK.KALTEETAR.KALTE-ORDAINAK,10000.0,10000.0,0.0,2895.88,7104.12,2895.88,2895.88,2895.88,2895.88,2017,93300,,2,,02
1 02.226.99.132.00 2017,4483.0,HAINBAT GASTU.UDALTZAINGOA,7000.0,7000.0,0.0,6847.33,152.67,6847.33,6847.33,6847.33,6847.33,2017,13200,,2,,02
1 02.226.99.151.10 2017,5177.0,KUDEAKETA GASTUAK HIRIGINTZA,6000.0,6000.0,0.0,64.6,5935.4,64.6,64.6,64.6,64.6,2017,15110,,2,,02
1 02.226.99.172.20 2017,4484.0,MATERIALA.BESTE.INGURUGIROA,22800.0,34800.0,0.0,14312.06,20487.94,14312.06,10173.86,10173.86,10173.86,2017,17220,,2,,02
1 02.226.99.172.20 2016,5425.0,MATERIALA.BESTE.INGURUGIROA,0.0,9138.2,0.0,7042.2,2096.0,7042.2,7042.2,7042.2,7042.2,2016,17220,,2,,02
1 02.226.99.231.01 2017,4485.0,PROGRAMAK.LANKIDETZA,7257.0,7257.0,0.0,6115.0,1142.0,6115.0,6115.0,6115.0,6115.0,2017,23101,,2,,02
1 02.226.99.231.03 2017,4486.0,H.GASTU:GAZTERIA,1000.0,1000.0,0.0,602.88,397.12,602.88,602.88,602.88,602.88,2017,23103,,2,,02
1 02.226.99.231.90 2017,5567.0,JARAUNTSIA-GASTUAK,0.0,9977.0,0.0,9976.64,0.36,9976.64,9976.64,9976.64,9976.64,2017,23190,,2,,02
1 02.226.99.241.00 2017,4878.0,EKIMENAK. TOKI GARAPENA,20000.0,45000.0,0.0,12180.45,32819.55,12180.45,6597.21,6597.21,6597.21,2017,24100,,2,,02
1 02.226.99.241.03 2017,4487.0,FUNTZIONAMENDU GASTUAK.ALDUNDIA ENPLEGU,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2017,24103,,2,,02
1 02.226.99.323.20 2017,4488.0,H.GASTU:INGURUMEN-HEZKUNTZA,2000.0,2000.0,0.0,1692.74,307.26,1692.74,1692.74,1692.74,1692.74,2017,32320,,2,,02
1 02.226.99.323.30 2017,4489.0,H.GASTU:HAUR-ESKOLA,1500.0,1500.0,0.0,699.9,800.1,699.9,699.9,699.9,699.9,2017,32330,,2,,02
1 02.226.99.326.01 2017,4490.0,H.GASTU:MUSIKA ESKOLA,3900.0,3900.0,0.0,4439.66,-539.66,4439.66,4439.66,4439.66,4439.66,2017,32601,,2,,02
1 02.226.99.332.10 2017,4491.0,EKIMENAK.BESTE.LIBURUTEGIA,36526.0,36526.0,0.0,35909.03,616.97,35909.03,29978.53,29978.53,29978.53,2017,33210,,2,,02
1 02.226.99.332.10 2016,5477.0,EKIMENAK.BESTE.LIBURUTEGIA,0.0,700.0,0.0,700.0,0.0,700.0,700.0,700.0,700.0,2016,33210,,2,,02
1 02.226.99.334.00 2017,4492.0,H.GASTU:KULTURA ZERBITZUA,10000.0,10000.0,0.0,4841.04,5158.96,4841.04,4841.04,4841.04,4841.04,2017,33400,,2,,02
1 02.226.99.335.00 2017,4493.0,H.GASTU:EUSKARA ZERBITZUA,600.0,600.0,0.0,797.76,-197.76,797.76,797.76,797.76,797.76,2017,33500,,2,,02
1 02.226.99.335.10 2017,4494.0,EKINTZAK:EUSKALTEGIA,1500.0,1500.0,0.0,1519.24,-19.24,1519.24,1519.24,1519.24,1519.24,2017,33510,,2,,02
1 02.226.99.335.20 2017,4495.0,BURUNTZALD.EUSKERA EGITASMOAK,30000.0,30000.0,0.0,29999.44,0.56,29999.44,26759.16,26759.16,26759.16,2017,33520,,2,,02
1 02.226.99.335.30 2017,4496.0,H.GASTU:EUSKARA PLANA,900.0,900.0,0.0,534.52,365.48,534.52,534.52,534.52,534.52,2017,33530,,2,,02
