Partida,Barruko ,Deskribapena,B. betiko aurrek.,Has.ko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 01.160.04.323.10 2019,4380.0,ELKARKIDETZA E.P.S.V.: IKASTETXEAK,3892.0,3892.0,0.0,3239.78,652.22,3239.78,3239.78,3239.78,3239.78,2019,32310,,1,,01
1 01.160.04.326.01 2019,4382.0,ELKARKIDETZA E.P.S.V.: MUSIKA ESKOLA,10661.0,10661.0,0.0,9238.04,1422.96,9238.04,9238.04,9238.04,9238.04,2019,32601,,1,,01
1 01.160.04.330.00 2019,6063.0,ELKARKIDETZA: KULTUR ZERBITZUAK,0.0,0.0,0.0,1129.81,-1129.81,1129.81,1129.81,1129.81,1129.81,2019,33000,,1,,01
1 01.160.04.332.10 2019,4384.0,ELKARKIDETZA E.P.S.V.: LIBURUTEGIA,6329.0,6329.0,0.0,6414.8,-85.8,6414.8,6414.8,6414.8,6414.8,2019,33210,,1,,01
1 01.160.04.333.00 2019,4385.0,ELKARKIDETZA E.P.S.V.: KULTUR ETXEA,973.0,973.0,0.0,986.02,-13.02,986.02,986.02,986.02,986.02,2019,33300,,1,,01
1 01.160.04.335.00 2019,4386.0,ELKARKIDETZA E.P.S.V.: EUSKARA ZERBITZUA,4002.0,4002.0,0.0,5493.46,-1491.46,5493.46,5493.46,5493.46,5493.46,2019,33500,,1,,01
1 01.160.04.335.10 2019,4387.0,ELKARKIDETZA E.P.S.V.: EUSKALTEGIA,10905.0,10905.0,0.0,11245.22,-340.22,11245.22,11245.22,11245.22,11245.22,2019,33510,,1,,01
1 01.160.04.335.30 2019,4388.0,ELKARKIDETZA E.P.S.V.: EUSKARA PLANA,1418.0,1418.0,0.0,1437.94,-19.94,1437.94,1437.94,1437.94,1437.94,2019,33530,,1,,01
1 01.160.04.342.00 2019,4389.0,ELKARKIDETZA E.P.S.V.: KIROLDEGIA,11639.0,11639.0,0.0,12426.85,-787.85,12426.85,12426.85,12426.85,12426.85,2019,34200,,1,,01
1 01.160.04.414.00 2019,4391.0,ELKARKIDETZA E.P.S.V.: INGURU HOBEKUNTZA,973.0,973.0,0.0,986.02,-13.02,986.02,986.02,986.02,986.02,2019,41400,,1,,01
1 01.160.04.432.00 2019,4392.0,ELKARKIDETZA E.P.S.V.: TURISMOA,1418.0,1418.0,0.0,1437.94,-19.94,1437.94,1437.94,1437.94,1437.94,2019,43200,,1,,01
1 01.160.04.912.00 2019,6064.0,ELKARKIDETZA: GOBERNU ORGANOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,91200,,1,,01
1 01.160.04.920.00 2019,4394.0,ELKARKIDETZA E.P.S.V.: ADMIN. OROKORRA,7366.0,7366.0,0.0,8451.52,-1085.52,8451.52,8451.52,8451.52,8451.52,2019,92000,,1,,01
1 01.160.04.920.10 2019,4395.0,ELKARKIDETZA E.P.S.V.: PERTSONALA,2328.0,2328.0,0.0,2359.28,-31.28,2359.28,2359.28,2359.28,2359.28,2019,92010,,1,,01
1 01.160.04.920.11 2019,4396.0,ELKARKIDETZA E.P.S.V.: SEGUR.ETA OSASUNA,1418.0,1418.0,0.0,1437.94,-19.94,1437.94,1437.94,1437.94,1437.94,2019,92011,,1,,01
1 01.160.04.920.20 2019,4397.0,ELKARKIDETZA E.P.S.V.: INFORMATIKA,1418.0,1418.0,0.0,1437.94,-19.94,1437.94,1437.94,1437.94,1437.94,2019,92020,,1,,01
1 01.160.04.920.30 2019,4398.0,ELKARKIDETZA E.P.S.V.: ARTXIBOA,1738.0,1738.0,0.0,1760.92,-22.92,1760.92,1760.92,1760.92,1760.92,2019,92030,,1,,01
1 01.160.04.929.10 2019,4399.0,ELKARKIDETZA E.P.S.V.: BAKE EPAITEGIA,243.0,243.0,0.0,375.62,-132.62,375.62,375.62,375.62,375.62,2019,92910,,1,,01
1 01.160.04.931.00 2019,4400.0,ELKARKIDETZA E.P.S.V.: ADMIN. EKONOMIKOA,2902.0,2902.0,0.0,4120.2,-1218.2,4120.2,4120.2,4120.2,4120.2,2019,93100,,1,,01
1 01.160.04.932.00 2019,4401.0,ELKARKIDETZA E.P.S.V.: BILKETA,4655.0,4655.0,0.0,4718.56,-63.56,4718.56,4718.56,4718.56,4718.56,2019,93200,,1,,01
1 01.160.04.933.00 2019,4402.0,ELKARKIDETZA E.P.S.V.:ONDAREA ETA KONTRA,1164.0,1164.0,0.0,3365.52,-2201.52,3365.52,3365.52,3365.52,3365.52,2019,93300,,1,,01
1 02.160.06.920.10 2019,5160.0,ASISTENTZIA MEDIKU-FARMAZEUTIKOA,5500.0,5500.0,0.0,5820.0,-320.0,5820.0,5820.0,5820.0,5820.0,2019,92010,,1,,02
1 02.161.03.920.10 2019,5161.0,ERRETIRO AURRERATUEN KALTE-ORDAINAK,172200.0,172200.0,0.0,152792.99,19407.01,152792.99,152792.99,152792.99,152792.99,2019,92010,,1,,02
1 02.162.01.335.30 2019,4413.0,LANGILEAK EUSKALDUNTZEKO POLTSA,5000.0,5000.0,0.0,7091.41,-2091.41,7091.41,7091.41,7091.41,7091.41,2019,33530,,1,,02
1 02.162.01.920.10 2019,4414.0,LANGILEEN PRESTAKUNTZAKO GASTUAK,10000.0,10000.0,0.0,9162.0,838.0,9162.0,8202.0,8202.0,8202.0,2019,92010,,1,,02
1 02.162.01.920.10 2018,5917.0,LANGILEEN PRESTAKUNTZAKO GASTUAK,180.0,0.0,0.0,180.0,0.0,180.0,180.0,180.0,180.0,2018,92010,,1,,02
1 02.162.05.920.10 2019,4416.0,BIZITZA ETA ISTRIPU ASEGURUA.PERTSONALA,40000.0,40000.0,0.0,35324.28,4675.72,35324.28,35324.28,35324.28,35324.28,2019,92010,,1,,02
1 02.210.01.414.00 2019,4598.0,INGURUNEAREN HOBEKUNTZA.MANTENUA,30000.0,30000.0,0.0,33528.57,-3528.57,33528.57,33528.57,33528.57,33528.57,2019,41400,,2,,02
1 02.210.01.414.00 2018,6009.0,INGURUNEAREN HOBEKUNTZA.MANTENUA,14231.8,0.0,0.0,13897.04,334.76,13897.04,13897.04,13897.04,13897.04,2018,41400,,2,,02
1 02.211.01.333.00 2019,4607.0,MANTEN ERAIKINA:KULTUR ETXEA,9000.0,9000.0,0.0,7875.05,1124.95,7875.05,7875.05,7875.05,7875.05,2019,33300,,2,,02
1 02.211.01.342.00 2019,4417.0,MANTENU OROKORRA.KIROLDEGIA,74000.0,74000.0,0.0,49753.63,24246.37,49753.63,41087.27,41087.27,41087.27,2019,34200,,2,,02
1 02.211.01.342.00 2018,5918.0,MANTENU OROKORRA.KIROLDEGIA,12885.65,0.0,0.0,10689.6,2196.05,10689.6,7295.55,7295.55,7295.55,2018,34200,,2,,02
1 02.211.01.342.01 2019,4418.0,MANTENU OROKORRA.KANPO IGERILEKUAK,10000.0,10000.0,0.0,14667.51,-4667.51,14667.51,13212.12,13212.12,13212.12,2019,34201,,2,,02
1 02.211.01.342.02 2019,4419.0,MANTENU OROKORRA.ZUBIPE ZELAIA,12851.0,6000.0,0.0,11797.28,1053.72,11797.28,11797.28,11797.28,11797.28,2019,34202,,2,,02
1 02.211.01.342.02 2018,5919.0,MANTENU OROKORRA.ZUBIPE ZELAIA,11182.19,0.0,0.0,10994.93,187.26,10994.93,5994.93,5994.93,5994.93,2018,34202,,2,,02
1 02.211.01.342.03 2019,4420.0,MANTENU OROKORRA.LANDARE ZELAIA,24380.0,6000.0,0.0,26845.07,-2465.07,26845.07,26845.07,26845.07,26845.07,2019,34203,,2,,02
1 02.211.01.342.09 2019,4421.0,MANTENU OROKORRA.BESTE.KIROL INSTALAKUNT,3000.0,3000.0,0.0,2879.26,120.74,2879.26,2879.26,2879.26,2879.26,2019,34209,,2,,02
1 02.211.02.342.00 2019,5612.0,KIROLDEGIA-IGOGAILUEN MANTENUA,14000.0,14000.0,0.0,14707.26,-707.26,14707.26,14707.26,14707.26,14707.26,2019,34200,,2,,02
1 02.212.01.342.00 2019,4422.0,GIMNASIOKO MAKINA.KONPONKETA,18000.0,18000.0,0.0,20044.92,-2044.92,20044.92,18749.53,18749.53,18749.53,2019,34200,,2,,02
1 02.212.01.414.00 2019,4619.0,MANT.MAKIN:INGURUN.HOBEKUNTZA,3000.0,3000.0,0.0,157.67,2842.33,157.67,157.67,157.67,157.67,2019,41400,,2,,02
1 02.213.01.132.00 2019,4423.0,MANTENUA IBILGAILUA.UDALTZAINGOA,12000.0,12000.0,0.0,6565.93,5434.07,6565.93,6565.93,6565.93,6565.93,2019,13200,,2,,02
1 02.213.01.414.00 2019,4627.0,MANT.IBILG:INGURUN.HOBEKUNTZA,3500.0,3500.0,0.0,3402.24,97.76,3402.24,3402.24,3402.24,3402.24,2019,41400,,2,,02
1 02.213.01.920.00 2019,4628.0,MANT.IBILG:ADMIN.OROKORRA,1000.0,1000.0,0.0,274.83,725.17,274.83,274.83,274.83,274.83,2019,92000,,2,,02
1 02.214.01.920.00 2019,4629.0,MANT.BULEGO EKIPOA,48000.0,48000.0,0.0,47928.64,71.36,47928.64,47928.64,47928.64,47928.64,2019,92000,,2,,02
1 02.215.01.920.20 2019,4424.0,MANTENUA.EKIPO INFORMATIKOA,47000.0,47000.0,0.0,48718.52,-1718.52,48718.52,48718.52,48718.52,48718.52,2019,92020,,2,,02
1 02.220.01.920.00 2019,5883.0,BULEGO-MATER.:ADMIN.OROKORRA,30000.0,30000.0,0.0,20920.79,9079.21,20920.79,20920.79,20920.79,20920.79,2019,92000,,2,,02
1 02.221.04.132.00 2019,4427.0,ERREGAIA: UDALTZAINGOA,9000.0,9000.0,0.0,7668.13,1331.87,7668.13,7668.13,7668.13,7668.13,2019,13200,,2,,02
1 02.221.04.414.00 2019,4641.0,ERREGAIA:INGURUN.HOBEKUNTZA,1250.0,1250.0,0.0,1277.72,-27.72,1277.72,1277.72,1277.72,1277.72,2019,41400,,2,,02
1 02.221.04.920.00 2019,4642.0,ERREGAIA:ADMINIST.OROKORRA,500.0,500.0,0.0,427.92,72.08,427.92,427.92,427.92,427.92,2019,92000,,2,,02
1 02.221.05.132.00 2019,5614.0,JANTZIAK-UDALTZAINGOA,10000.0,10000.0,0.0,11365.56,-1365.56,11365.56,7828.56,7828.56,7828.56,2019,13200,,2,,02
1 02.221.05.132.00 2018,5920.0,JANTZIAK-UDALTZAINGOA,1323.74,0.0,0.0,1323.74,0.0,1323.74,1323.74,1323.74,1323.74,2018,13200,,2,,02
1 02.221.05.920.10 2019,4428.0,LANGILEENTZAKO ARROPAK,5000.0,5000.0,0.0,6227.72,-1227.72,6227.72,6227.72,6227.72,6227.72,2019,92010,,2,,02
1 02.221.05.920.10 2018,5921.0,LANGILEENTZAKO ARROPAK,777.01,0.0,0.0,777.01,0.0,777.01,777.01,777.01,777.01,2018,92010,,2,,02
1 02.221.06.323.30 2019,4429.0,ELIKAGAIAK:HAUR-ESKOLA,40000.0,40000.0,0.0,37659.64,2340.36,37659.64,37659.64,37659.64,37659.64,2019,32330,,2,,02
1 02.221.08.342.00 2019,4430.0,FARMAZI EKOIZKINAK: KIROLDEGIA,500.0,500.0,0.0,267.85,232.15,267.85,267.85,267.85,267.85,2019,34200,,2,,02
1 02.221.11.136.00 2019,4644.0,TRESNAK.ERREMINTAK.SUHILTZAILEAK,900.0,900.0,0.0,685.66,214.34,685.66,0.0,0.0,0.0,2019,13600,,2,,02
1 02.221.13.342.00 2019,4431.0,IGERILEKUA.PRODUKT.BEREZIAK,6000.0,6000.0,0.0,5015.54,984.46,5015.54,5015.54,5015.54,5015.54,2019,34200,,2,,02
1 02.221.13.342.01 2019,4432.0,PRODUKT.BEREZ:IGERILEKUAK,7000.0,7000.0,0.0,5691.55,1308.45,5691.55,5691.55,5691.55,5691.55,2019,34201,,2,,02
1 02.221.14.342.00 2019,4433.0,IKASTAROETAKO TXARTELAK,5000.0,5000.0,0.0,782.14,4217.86,782.14,782.14,782.14,782.14,2019,34200,,2,,02
1 02.221.14.342.00 2018,5922.0,KIROL MATERIALA,4230.66,0.0,0.0,4230.66,0.0,4230.66,4230.66,4230.66,4230.66,2018,34200,,2,,02
1 02.221.98.334.10 2019,4435.0,AUZO.HAUR TAIEL.MATERIALA,1500.0,1500.0,0.0,310.53,1189.47,310.53,310.53,310.53,310.53,2019,33410,,2,,02
1 02.221.99.231.03 2019,4436.0,MATERIALA:GAZTERIA,8000.0,8000.0,0.0,7738.92,261.08,7738.92,7738.92,7738.92,7738.92,2019,23103,,2,,02
1 02.221.99.334.10 2019,4437.0,KULTURAKO TAILERRAKO MATERIALAK,2000.0,2000.0,0.0,2854.11,-854.11,2854.11,2854.11,2854.11,2854.11,2019,33410,,2,,02
1 02.222.01.920.00 2019,4438.0,KOMUNIKAZIO TELEFONIKOAK,50000.0,50000.0,0.0,34850.71,15149.29,34850.71,34850.71,34850.71,34850.71,2019,92000,,2,,02
1 02.222.02.920.00 2019,4439.0,KOMUNIKAZIO POSTA BIDEZKOAK,60000.0,60000.0,0.0,58998.26,1001.74,58998.26,58998.26,58998.26,58998.26,2019,92000,,2,,02
1 02.222.05.920.20 2019,4440.0,KOMUNIKAZIO INFORMATIKOAK,151000.0,151000.0,0.0,165258.91,-14258.91,165258.91,165258.91,165258.91,165258.91,2019,92020,,2,,02
1 02.224.01.933.00 2019,4441.0,ERAIKINEN ASEGURUA,50000.0,50000.0,0.0,43115.23,6884.77,43115.23,43115.23,43115.23,43115.23,2019,93300,,2,,02
1 02.224.02.933.00 2019,4442.0,IBILGAILUEN ASEGURUA,10000.0,10000.0,0.0,7239.21,2760.79,7239.21,7239.21,7239.21,7239.21,2019,93300,,2,,02
1 02.224.99.933.00 2019,4443.0,ERANTZUKIZUN ZIBILEKO ASEGURUA,40000.0,40000.0,0.0,41917.46,-1917.46,41917.46,41917.46,41917.46,41917.46,2019,93300,,2,,02
1 02.226.03.323.00 2019,4445.0,PUBLIZITATEA:IKASTETXEAK,2700.0,2700.0,0.0,2577.93,122.07,2577.93,2577.93,2577.93,2577.93,2019,32300,,2,,02
1 02.226.03.326.01 2019,4446.0,PUBLIZITATEA:MUSIKA ESKOLA,800.0,800.0,0.0,790.25,9.75,790.25,790.25,790.25,790.25,2019,32601,,2,,02
1 02.226.03.334.00 2019,4447.0,PUBLIZITATEA: KULTURA ZERBITZUA,20000.0,20000.0,0.0,22367.91,-2367.91,22367.91,22367.91,22367.91,22367.91,2019,33400,,2,,02
1 02.226.03.335.10 2019,4448.0,PUBLIZITATEA:EUSKALTEGIA,4500.0,4500.0,0.0,3473.74,1026.26,3473.74,3473.74,3473.74,3473.74,2019,33510,,2,,02
1 02.226.03.342.00 2019,5884.0,PUBLIZITATEA-KIROLDEGIA,2000.0,2000.0,0.0,1736.35,263.65,1736.35,1736.35,1736.35,1736.35,2019,34200,,2,,02
1 02.226.03.920.00 2019,5174.0,KOMUNIKAZIOA-UDALA,28000.0,28000.0,0.0,10379.99,17620.01,10379.99,10379.99,10379.99,10379.99,2019,92000,,2,,02
1 02.226.03.920.30 2019,4450.0,ARGITALPENAK:ARTXIBOA,6000.0,6000.0,0.0,6000.0,0.0,2998.0,2998.0,2998.0,2998.0,2019,92030,,2,,02
1 02.226.03.920.30 2018,5923.0,ARGITALPENAK:ARTXIBOA,8000.0,0.0,0.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,2018,92030,,2,,02
1 02.226.03.932.00 2019,4451.0,ZERGA IRAGARKIAK.BILKETA,1500.0,1500.0,0.0,1755.71,-255.71,1755.71,1755.71,1755.71,1755.71,2019,93200,,2,,02
1 02.226.04.920.00 2019,4452.0,GASTU JURIDIKOAK:ADMIN.OROKORRA,30000.0,30000.0,0.0,30825.68,-825.68,30825.68,30825.68,30825.68,30825.68,2019,92000,,2,,02
1 02.226.06.231.03 2019,4453.0,GAZTERIA PROIEKTUAK,20000.0,20000.0,0.0,4046.8,15953.2,4046.8,4046.8,4046.8,4046.8,2019,23103,,2,,02
1 02.226.06.323.00 2019,4454.0,KULTUR EKINTZAK:IKASTETXEAK,11000.0,11000.0,0.0,7669.29,3330.71,7669.29,1519.09,1519.09,1519.09,2019,32300,,2,,02
1 02.226.06.323.00 2018,5924.0,KULTUR EKINTZAK:IKASTETXEAK,7092.71,0.0,0.0,7092.71,0.0,7092.71,7092.71,7092.71,7092.71,2018,32300,,2,,02
1 02.226.06.326.01 2019,4455.0,KONTZERTUAK:MUSIKA ESKOLA,20000.0,20000.0,0.0,20026.9,-26.9,20026.9,20026.9,20026.9,20026.9,2019,32601,,2,,02
1 02.226.06.334.00 2019,4456.0,KULTUR EKINTZAK,153400.0,153400.0,0.0,161781.08,-8381.08,161781.08,147015.78,147015.78,147015.78,2019,33400,,2,,02
1 02.226.06.334.00 2018,5925.0,KULTUR EKINTZAK,17406.5,0.0,0.0,17297.75,108.75,17297.75,17297.75,17297.75,17297.75,2018,33400,,2,,02
1 02.226.06.335.00 2019,4457.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,25200.0,25200.0,0.0,17416.27,7783.73,12416.27,10419.77,10419.77,10419.77,2019,33500,,2,,02
1 02.226.06.335.00 2018,5926.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,10000.0,0.0,0.0,6602.35,3397.65,6602.35,6602.35,6602.35,6602.35,2018,33500,,2,,02
1 02.226.06.338.00 2019,4458.0,JAIAK ETA JAIALDIAK,200000.0,200000.0,0.0,191027.04,8972.96,191027.04,191027.04,191027.04,191027.04,2019,33800,,2,,02
1 02.226.06.338.00 2018,5927.0,JAIAK ETA JAIALDIAK,5384.5,0.0,0.0,5384.5,0.0,5384.5,5384.5,5384.5,5384.5,2018,33800,,2,,02
1 02.226.06.341.00 2019,5885.0,KIROLA-BERDINTASUNA,8000.0,8000.0,0.0,7177.3,822.7,2577.3,2577.3,2577.3,2577.3,2019,34100,,2,,02
1 02.226.06.342.00 2019,4459.0,EKINTZAK: KIROL JOLASGARRIAK,15500.0,15500.0,0.0,15382.02,117.98,12682.02,12682.02,12682.02,12682.02,2019,34200,,2,,02
1 02.226.06.342.00 2018,5928.0,EKINTZAK: KIROL JOLASGARRIAK,2011.38,0.0,0.0,1946.03,65.35,1946.03,1946.03,1946.03,1946.03,2018,34200,,2,,02
1 02.226.06.414.00 2019,4652.0,ZUHAITZ EGUNA,3500.0,3500.0,0.0,2000.37,1499.63,2000.37,2000.37,2000.37,2000.37,2019,41400,,2,,02
1 02.226.06.920.30 2019,5615.0,OROIMEN HISTORIKOA.,21000.0,21000.0,0.0,21000.0,0.0,18697.75,18697.75,18697.75,18697.75,2019,92030,,2,,02
1 02.226.95.231.00 2019,4462.0,HEZKIDETZA PROGR.BERDINTASUNA,60000.0,60000.0,0.0,60000.0,0.0,60000.0,51123.28,51123.28,51123.28,2019,23100,,2,,02
1 02.226.95.231.00 2018,6065.0,HEZKIDETZA PROGR.BERDINTASUNA,3492.5,0.0,0.0,3492.5,0.0,3492.5,3492.5,3492.5,3492.5,2018,23100,,2,,02
1 02.226.95.231.02 2019,4463.0,HARRERA PLANA.INMIGRAZIOA,20000.0,20000.0,0.0,17085.2,2914.8,17085.2,0.0,0.0,0.0,2019,23102,,2,,02
1 02.226.95.231.02 2018,5929.0,HARRERA PLANA.INMIGRAZIOA,5500.0,0.0,0.0,5498.1,1.9,5498.1,5498.1,5498.1,5498.1,2018,23102,,2,,02
1 02.226.96.172.30 2019,4464.0,ESKOLAKO AGENDA 21,14000.0,14000.0,0.0,13847.31,152.69,13847.31,13847.31,12597.31,12597.31,2019,17230,,2,,02
1 02.226.96.231.00 2019,4465.0,TAILERRAK.BERDINTASUNA,35000.0,35000.0,0.0,33772.26,1227.74,33772.26,32853.26,32853.26,32853.26,2019,23100,,2,,02
1 02.226.96.231.02 2019,4466.0,BESTE PROGR.INMIGRAZIOA,10000.0,10000.0,0.0,9997.16,2.84,9997.16,1227.56,1227.56,1227.56,2019,23102,,2,,02
1 02.226.96.231.02 2018,5930.0,BESTE PROGR.INMIGRAZIOA,9606.39,0.0,0.0,9417.63,188.76,9417.63,4698.63,4698.63,4698.63,2018,23102,,2,,02
1 02.226.97.231.00 2019,4468.0,BESTE EKIMENAK.BERDINTASUNA,70000.0,70000.0,0.0,68098.57,1901.43,68098.57,50109.98,50109.98,50109.98,2019,23100,,2,,02
1 02.226.97.231.00 2018,5931.0,BESTE EKIMENAK.BERDINTASUNA,13015.0,0.0,0.0,9374.0,3641.0,9374.0,7199.0,7199.0,7199.0,2018,23100,,2,,02
1 02.226.97.231.03 2019,4872.0,WUKRO-ELKARLANA,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2019,23103,,2,,02
1 02.226.97.241.00 2019,5848.0,ITUROLA-COWORKING GUNEA,20000.0,10000.0,0.0,5436.68,14563.32,5436.68,5436.68,5436.68,5436.68,2019,24100,,2,,02
1 02.226.97.241.00 2018,5932.0,ITUROLA-COWORKING GUNEA,862.73,0.0,0.0,0.0,862.73,0.0,0.0,0.0,0.0,2018,24100,,2,,02
1 02.226.97.241.01 2019,4469.0,FUNTZIONAMENDU GASTUAK.IKASTAROAK.,1700.0,1700.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,2019,24101,,2,,02
1 02.226.97.241.02 2019,4873.0,FUNTZIONAMENDU GASTUAK.LANBIDE PROGRAMAK,18000.0,2500.0,0.0,3998.49,14001.51,3998.49,3998.49,3998.49,3998.49,2019,24102,,2,,02
1 02.226.97.326.01 2019,4874.0,ARGITALPENAK.MUSIKA ESKOLA,1000.0,1000.0,0.0,887.23,112.77,887.23,887.23,887.23,887.23,2019,32601,,2,,02
1 02.226.97.335.10 2019,4875.0,MATERIALA. EUSKALTEGIA,2000.0,2000.0,0.0,2217.16,-217.16,2217.16,2217.16,2217.16,2217.16,2019,33510,,2,,02
1 02.226.97.335.50 2019,4470.0,GAZTETXO ALDIZKARIA,5100.0,5100.0,0.0,4877.17,222.83,4877.17,4877.17,4877.17,4877.17,2019,33550,,2,,02
1 02.226.97.335.50 2018,5933.0,GAZTETXO ALDIZKARIA,462.9,0.0,0.0,0.0,462.9,0.0,0.0,0.0,0.0,2018,33550,,2,,02
1 02.226.97.920.00 2019,4471.0,IRAGARKI OFIZIALAK,40000.0,40000.0,0.0,23579.94,16420.06,23579.94,23579.94,23579.94,23579.94,2019,92000,,2,,02
1 02.226.97.924.00 2019,4472.0,2.ESKUKO AZOKA,3700.0,3700.0,0.0,3557.4,142.6,3557.4,3162.08,3162.08,3162.08,2019,92400,,2,,02
1 02.226.98.132.00 2019,4473.0,MATERIALA.BIDE HEZIKETA,5000.0,5000.0,0.0,4995.92,4.08,4995.92,4995.92,4995.92,4995.92,2019,13200,,2,,02
1 02.226.98.162.10 2019,5637.0,AUZO KONPOSTA,50000.0,50000.0,0.0,52081.23,-2081.23,52081.23,32769.63,32769.63,32769.63,2019,16210,,2,,02
1 02.226.98.162.10 2018,6015.0,MATERIALA.AUZO KONPOSTA,9915.95,0.0,0.0,9915.95,0.0,9915.95,9915.95,9915.95,9915.95,2018,16210,,2,,02
1 02.226.98.172.30 2019,4474.0,TOKIKO AGENDA 21,25000.0,25000.0,0.0,12100.56,12899.44,12100.56,12100.56,12100.56,12100.56,2019,17230,,2,,02
1 02.226.98.172.30 2018,5934.0,TOKIKO AGENDA 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,17230,,2,,02
1 02.226.98.231.01 2019,4475.0,SENTIBERATZE KANPAINAK,4000.0,4000.0,0.0,4000.0,0.0,618.29,618.29,618.29,618.29,2019,23101,,2,,02
1 02.226.98.231.90 2019,5816.0,KAROBIETA 24-GASTUAK,25000.0,1000.0,0.0,25513.5,-513.5,25513.5,25513.5,25513.5,25513.5,2019,23190,,2,,02
1 02.226.98.241.00 2019,4477.0,ORIENTAZIO ZERBITZUA,60000.0,60000.0,0.0,18150.0,41850.0,18150.0,18150.0,18150.0,18150.0,2019,24100,,2,,02
1 02.226.98.324.10 2019,4478.0,FUNTZ.GASTU:HLP programak,14000.0,14000.0,0.0,11841.39,2158.61,11841.39,11841.39,11841.39,11841.39,2019,32410,,2,,02
1 02.226.98.326.01 2019,4876.0,MUSIKA INSTRUMENTUAK,6800.0,6800.0,0.0,7728.23,-928.23,7728.23,7728.23,7728.23,7728.23,2019,32601,,2,,02
1 02.226.98.332.10 2019,5886.0,HAINBAT ZERBITZU,8000.0,8000.0,0.0,12721.7,-4721.7,12721.7,12721.7,12721.7,12721.7,2019,33210,,2,,02
1 02.226.98.335.00 2019,4877.0,EKIMENAK.EUSKARAREN ALDE,5000.0,5000.0,0.0,4500.0,500.0,4500.0,4500.0,4500.0,4500.0,2019,33500,,2,,02
1 02.226.98.335.10 2019,4479.0,KANPOKO JARDUERAK.EUSKALTEGIA,2500.0,2500.0,0.0,2182.0,318.0,2182.0,2182.0,2182.0,2182.0,2019,33510,,2,,02
1 02.226.98.335.50 2019,4480.0,IKASLEEN TXOKOA,5300.0,5300.0,0.0,5324.0,-24.0,5324.0,5324.0,5324.0,5324.0,2019,33550,,2,,02
1 02.226.98.920.00 2019,5617.0,BAXERA BERRERABILGARRIA,4000.0,4000.0,0.0,3726.8,273.2,3726.8,3726.8,3726.8,3726.8,2019,92000,,2,,02
1 02.226.98.920.30 2019,5618.0,KUOTA-EUSKO IKASKUNTZA,300.0,300.0,0.0,300.0,0.0,300.0,300.0,300.0,300.0,2019,92030,,2,,02
1 02.226.98.933.00 2019,4482.0,ONDASUN PARTIK.KALTEETAR.KALTE-ORDAINAK,10000.0,10000.0,0.0,1500.0,8500.0,1500.0,1500.0,1500.0,1500.0,2019,93300,,2,,02
1 02.226.99.132.00 2019,4483.0,HAINBAT GASTU.UDALTZAINGOA,9000.0,9000.0,0.0,6972.23,2027.77,6972.23,6378.72,6378.72,6378.72,2019,13200,,2,,02
1 02.226.99.132.00 2018,5935.0,HAINBAT GASTU.UDALTZAINGOA,1318.9,0.0,0.0,0.0,1318.9,0.0,0.0,0.0,0.0,2018,13200,,2,,02
1 02.226.99.135.00 2019,5887.0,MATERIALA.BABES ZIBILA,4000.0,4000.0,0.0,4261.03,-261.03,4261.03,4261.03,4261.03,4261.03,2019,13500,,2,,02
1 02.226.99.151.10 2019,5177.0,KUDEAKETA GASTUAK HIRIGINTZA,20000.0,20000.0,0.0,4864.2,15135.8,4864.2,2226.4,2226.4,2226.4,2019,15110,,2,,02
1 02.226.99.162.10 2019,4656.0,MATERIALA.HONDAKINEN KUDEAKETA,80000.0,80000.0,0.0,74471.06,5528.94,29471.06,29471.06,29471.06,29471.06,2019,16210,,2,,02
1 02.226.99.172.20 2019,4484.0,MATERIALA.BESTE.INGURUMENA,25500.0,25500.0,0.0,26137.73,-637.73,26137.73,21049.68,21049.68,21049.68,2019,17220,,2,,02
1 02.226.99.172.20 2018,5936.0,MATERIALA.BESTE.INGURUGIROA,5766.7,0.0,0.0,4138.2,1628.5,4138.2,4138.2,4138.2,4138.2,2018,17220,,2,,02
1 02.226.99.231.01 2019,4485.0,PROGRAMAK.LANKIDETZA,9257.0,9257.0,0.0,7815.47,1441.53,7815.47,7815.47,7815.47,7815.47,2019,23101,,2,,02
1 02.226.99.231.03 2019,4486.0,H.GASTU:GAZTERIA,1000.0,1000.0,0.0,338.79,661.21,338.79,338.79,338.79,338.79,2019,23103,,2,,02
1 02.226.99.241.00 2019,4878.0,EKIMENAK. TOKI GARAPENA,25000.0,25000.0,0.0,18647.96,6352.04,18647.96,17057.96,17057.96,17057.96,2019,24100,,2,,02
