Partida,Barruko kodea,Deskribapena,Urtea,Hasierako aurr.,Onart. Oblig.
1 01.160.01.920.30 2018 (4364),4364,GIZARTE SEGUR:ARTXIBOA,2018,10550.0,10757.06
1 01.160.01.929.10 2018 (4365),4365,GIZARTE SEGUR:BAKE EPITEGIA,2018,3517.0,3144.48
1 01.160.01.931.00 2018 (4366),4366,GIZ.SEGURANTZA.ADMINISTRAZIO EKONOMIKOA,2018,71307.0,67971.45
1 01.160.01.932.00 2018 (4367),4367,GIZ.SEGURANTZA.BILKETA,2018,39785.0,48285.41
1 01.160.01.933.00 2018 (4368),4368,GIZARTE SEGUR:ONDAREA ETA KONTRATAZIOA,2018,32861.0,28783.05
1 01.160.04.132.00 2018 (4369),4369,ELKARKIDETZA:UDALTZAINGOA,2018,14763.0,17115.94
1 01.160.04.151.00 2018 (4370),4370,ELKARKIDETZA:HIRIGINTZA,2018,5954.0,2578.94
1 01.160.04.153.40 2018 (4371),4371,ELKARKIDETZA:OBRETAKO LANTALDEA,2018,12993.0,10581.69
1 01.160.04.161.00 2018 (4373),4373,ELKARKIDETZA:UR HORNIDURA,2018,2869.0,2706.21
1 01.160.04.164.00 2018 (4374),4374,ELKARKIDETZA:HILERRIA,2018,956.0,971.46
1 01.160.04.165.00 2018 (5823),5823,ELKARKIDETZA: ARGIA,2018,0.0,1110.24
1 01.160.04.172.20 2018 (4376),4376,ELKARKIDETZA:INGURUGIROA,2018,1708.0,1734.88
1 01.160.04.231.00 2018 (4378),4378,ELKARKIDETZA:BERDINTASUNA,2018,3933.0,3692.14
1 01.160.04.231.03 2018 (5610),5610,ELKARKIDETZA:PARKEAK ETA LORATEGIAK,2018,1394.0,0.0
1 01.160.04.241.00 2018 (4379),4379,ELKARKIDETZA:TOKI GARAPENA,2018,1394.0,1416.8
1 01.160.04.323.10 2018 (4380),4380,ELKARKIDETZA:IKASTETXEAK,2018,3825.0,3885.84
1 01.160.04.326.01 2018 (4382),4382,ELKARKIDETZA:MUSIKA ESKOLA,2018,10398.0,10012.9
1 01.160.04.332.10 2018 (4384),4384,ELKARKIDETZA:LIBURUTEGIA,2018,6220.0,6320.02
1 01.160.04.333.00 2018 (4385),4385,ELKARKIDETZA:KULTUR ETXEA,2018,956.0,971.46
1 01.160.04.335.00 2018 (4386),4386,ELKARKIDETZA:EUSKARA ZERBITZUA,2018,3933.0,5412.54
1 01.160.04.335.10 2018 (4387),4387,ELKARKIDETZA:EUSKALTEGIA,2018,10717.0,11079.74
1 01.160.04.335.30 2018 (4388),4388,ELKARKIDETZA:EUSKARA PLANA,2018,1394.0,1416.8
1 01.160.04.342.00 2018 (4389),4389,ELKARKIDETZA:KIROLDEGIA,2018,12395.0,12950.26
1 01.160.04.414.00 2018 (4391),4391,ELKARKIKETZA:INGURUNEAREN HOBEKUNTZA,2018,956.0,971.46
1 01.160.04.432.00 2018 (4392),4392,ELKARKIDETZA:TURISMOA,2018,1394.0,1416.8
1 01.160.04.912.00 2018 (5817),5817,ELKARKIDETZA: GOBERNU ORGANOAK,2018,0.0,404.8
1 01.160.04.920.00 2018 (4394),4394,ELKARKIDETZA:ADMINISTRAZIO OROKORRA,2018,7239.0,8326.36
1 01.160.04.920.10 2018 (4395),4395,ELKARKIDETZA:PERTSONALA,2018,2288.0,2324.28
1 01.160.04.920.11 2018 (4396),4396,ELKARKIDETZA:SEGUR.ETA OSASUNA,2018,1394.0,1416.8
1 01.160.04.920.20 2018 (4397),4397,ELKARKIDETZA:INFORMATIKA,2018,1394.0,1416.8
1 01.160.04.920.30 2018 (4398),4398,ELKARKIDETZA:ARTXIBOA,2018,1708.0,1734.88
1 01.160.04.929.10 2018 (4399),4399,ELKARKIDETZA:BAKE EPAITEGIA,2018,569.0,370.16
1 01.160.04.931.00 2018 (4400),4400,ELKARKIDETZA:ADMINISTRAZIO EKONOMIKOA,2018,2852.0,4059.16
1 01.160.04.932.00 2018 (4401),4401,ELKARKIDETZA:BILKETA,2018,4575.0,4648.56
1 01.160.04.933.00 2018 (4402),4402,ELKARKIDETZA:ONDAREA ETA KONTRATAZIOA,2018,1144.0,1328.16
1 02.160.06.920.10 2018 (5160),5160,ASISTENTZIA MEDIKU-FARMAZEUTIKOA,2018,5500.0,5610.0
1 02.161.03.920.10 2018 (5161),5161,ERRETIRO AURRERATUEN KALTE-ORDAINAK,2018,30000.0,21425.63
1 02.162.01.335.30 2018 (4413),4413,LANGILEAK EUSKALDUNTZEKO POLTSA,2018,3000.0,3000.0
1 02.162.01.920.10 2018 (4414),4414,LANGILEEN PRESTAKUNTZAKO GASTUAK,2018,10000.0,4223.0
1 02.162.05.920.10 2018 (4416),4416,BIZITZA ETA ISTRIPU ASEGURUA.PERTSONALA,2018,41800.0,35058.28
1 02.202.01.133.00 2018 (5611),5611,TRAFIKO KAMERAK-ZIRKULAZIOA,2018,4000.0,3678.4
1 02.211.01.342.00 2018 (4417),4417,MANTENU OROKORRA.KIROLDEGIA,2018,74000.0,59174.86
1 02.211.01.342.01 2018 (4418),4418,MANTENU OROKORRA.KANPO IGERILEKUAK,2018,10000.0,14685.8
1 02.211.01.342.02 2018 (4419),4419,MANTENU OROKORRA.ZUBIPE ZELAIA,2018,6000.0,5396.81
1 02.211.01.342.03 2018 (4420),4420,MANTENU OROKORRA.LANDARE ZELAIA,2018,6000.0,23907.48
1 02.211.01.342.09 2018 (4421),4421,MANTENU OROKORRA.BESTE.KIROL INSTALAKUNT,2018,3000.0,2098.81
1 02.211.02.342.00 2018 (5612),5612,KIROLDEGIA-IGOGAILUEN MANTENUA,2018,14000.0,14520.0
1 02.212.01.342.00 2018 (4422),4422,GIMNASIOKO MAKINA.KONPONKETA,2018,14000.0,15565.54
1 02.213.01.132.00 2018 (4423),4423,MANTENUA IBILGAILUA.UDALTZAINGOA,2018,12300.0,12119.0
1 02.215.01.920.20 2018 (4424),4424,MANTENUA.EKIPO INFORMATIKOA,2018,45000.0,48074.24
1 02.220.01.920.00 2018 (5613),5613,BULEGO-MATER.:ADMIN.OROKORRA,2018,30000.0,28032.68
1 02.221.04.132.00 2018 (4427),4427,ERREGAIA: UDALTZAINGOA,2018,9200.0,9158.38
1 02.221.05.132.00 2018 (5614),5614,JANTZIAK-UDALTZAINGOA,2018,12000.0,10668.56
1 02.221.05.920.10 2018 (4428),4428,LANGILEENTZAKO ARROPAK,2018,5000.0,7125.64
1 02.221.06.323.30 2018 (4429),4429,ELIKAGAIAK:HAUR-ESKOLA,2018,40000.0,34778.83
1 02.221.08.342.00 2018 (4430),4430,FARMAZI EKOIZKINAK: KIROLDEGIA,2018,500.0,325.41
1 02.221.13.342.00 2018 (4431),4431,IGERILEKUA.PRODUKT.BEREZIAK,2018,4000.0,9710.73
1 02.221.13.342.01 2018 (4432),4432,PRODUKT.BEREZ:IGERILEKUAK,2018,8000.0,7845.12
1 02.221.14.342.00 2018 (4433),4433,KIROL MATERIALA,2018,5000.0,1464.66
1 02.221.98.334.10 2018 (4435),4435,AUZO.HAUR TAIEL.MATERIALA,2018,1500.0,1885.57
1 02.221.99.231.03 2018 (4436),4436,MATERIALA:GAZTERIA,2018,6000.0,7032.94
1 02.221.99.334.10 2018 (4437),4437,KULTURAKO TAILERRAKO MATERIALAK,2018,1500.0,1353.73
1 02.222.01.920.00 2018 (4438),4438,KOMUNIKAZIO TELEFONIKOAK,2018,50000.0,41386.67
1 02.222.02.920.00 2018 (4439),4439,KOMUNIKAZIO POSTA BIDEZKOAK,2018,40000.0,57033.31
1 02.222.05.920.20 2018 (4440),4440,KOMUNIKAZIO INFORMATIKOAK,2018,148000.0,156681.31
1 02.224.01.933.00 2018 (4441),4441,ERAIKINEN ASEGURUA,2018,43000.0,40335.18
1 02.224.02.933.00 2018 (4442),4442,IBILGAILUEN ASEGURUA,2018,8500.0,7789.33
1 02.224.99.933.00 2018 (4443),4443,ERANTZUKIZUN ZIBILEKO ASEGURUA,2018,30000.0,26421.26
1 02.226.02.912.00 2018 (4444),4444,PROTOK.ETA ORDEZK.ARRETAK,2018,6000.0,4192.09
1 02.226.03.323.00 2018 (4445),4445,PUBLIZITATEA:IKASTETXEAK,2018,2700.0,2032.57
1 02.226.03.326.01 2018 (4446),4446,PUBLIZITATEA:MUSIKA ESKOLA,2018,800.0,741.69
1 02.226.03.334.00 2018 (4447),4447,PUBLIZITATEA: KULTURA ZERBITZUA,2018,17000.0,17711.53
1 02.226.03.335.10 2018 (4448),4448,PUBLIZITATEA:EUSKALTEGIA,2018,4000.0,3318.5
1 02.226.03.912.00 2018 (4449),4449,PUBLIZIT:GOBERN.ORGANOAK,2018,23000.0,23180.78
1 02.226.03.920.00 2018 (5174),5174,KOMUNIKAZIOA-UDALA,2018,22000.0,19891.88
1 02.226.03.920.30 2018 (4450),4450,ARGITALPENAK:ARTXIBOA,2018,8000.0,0.0
1 02.226.03.932.00 2018 (4451),4451,ZERGA IRAGARKIAK.BILKETA,2018,1500.0,1433.85
1 02.226.04.920.00 2018 (4452),4452,GASTU JURIDIKOAK:ADMIN.OROKORRA,2018,25000.0,27564.08
1 02.226.06.231.03 2018 (4453),4453,GAZTERIA PROIEKTUAK,2018,10000.0,15634.03
1 02.226.06.323.00 2018 (4454),4454,KULTUR EKINTZAK:IKASTETXEAK,2018,11000.0,3626.29
1 02.226.06.326.01 2018 (4455),4455,KONTZERTUAK:MUSIKA ESKOLA,2018,20305.0,19810.05
1 02.226.06.334.00 2018 (4456),4456,KULTUR EKINTZAK,2018,145400.0,148288.79
1 02.226.06.335.00 2018 (4457),4457,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,2018,25200.0,15861.84
1 02.226.06.338.00 2018 (4458),4458,JAIAK ETA JAIALDIAK,2018,195000.0,188693.42
1 02.226.06.342.00 2018 (4459),4459,EKINTZAK: KIROL JOLASGARRIAK,2018,15500.0,13783.43
1 02.226.06.920.30 2018 (5615),5615,OROIMEN HISTORIKOA.,2018,6000.0,6000.0
1 02.226.95.231.00 2018 (4462),4462,HEZKIDETZA PROGR.BERDINTASUNA,2018,60000.0,56507.5
1 02.226.95.231.02 2018 (4463),4463,HARRERA PLANA.INMIGRAZIOA,2018,5500.0,0.0
1 02.226.96.172.30 2018 (4464),4464,ESKOLAKO AGENDA 21,2018,19000.0,12913.07
1 02.226.96.231.00 2018 (4465),4465,TAILERRAK.BERDINTASUNA,2018,35000.0,35130.81
1 02.226.96.231.02 2018 (4466),4466,BESTE PROGR.INMIGRAZIOA,2018,10000.0,393.61
1 02.226.96.335.10 2018 (5616),5616,PUBLIZITATEA-KANPAINA BEREZIA,2018,3500.0,3656.62
1 02.226.97.231.00 2018 (4468),4468,BESTE EKIMENAK.BERDINTASUNA,2018,75000.0,62128.28
1 02.226.97.231.03 2018 (4872),4872,WUKRO-ELKARLANA,2018,12000.0,8363.85
1 02.226.97.241.00 2018 (5848),5848,ITUROLA-COWORKING GUNEA,2018,0.0,5909.25
1 02.226.97.241.01 2018 (4469),4469,FUNTZIONAMENDU GASTUAK.IKASTAROAK.,2018,34620.0,0.0
1 02.226.97.241.02 2018 (4873),4873,FUNTZIONAMENDU GASTUAK.LANBIDE PROGRAMAK,2018,7500.0,878.39
1 02.226.97.326.01 2018 (4874),4874,ARGITALPENAK.MUSIKA ESKOLA,2018,1000.0,952.9
1 02.226.97.335.10 2018 (4875),4875,MATERIALA. EUSKALTEGIA,2018,4000.0,3906.51
1 02.226.97.335.50 2018 (4470),4470,GAZTETXO ALDIZKARIA,2018,5100.0,4633.1
1 02.226.97.920.00 2018 (4471),4471,IRAGARKI OFIZIALAK,2018,40000.0,26362.96
1 02.226.97.924.00 2018 (4472),4472,2.ESKUKO AZOKA,2018,3700.0,3557.34
1 02.226.97.933.00 2018 (5825),5825,ADMINISTRAZIOAREKIKO AUZIAK,2018,0.0,10940.58
1 02.226.98.132.00 2018 (4473),4473,MATERIALA.BIDE HEZIKETA,2018,6000.0,5656.13
1 02.226.98.172.30 2018 (4474),4474,TOKIKO AGENDA 21,2018,26500.0,12351.66
1 02.226.98.231.01 2018 (4475),4475,SENTIBERATZE KANPAINAK,2018,2000.0,1910.29
1 02.226.98.231.90 2018 (5816),5816,KAROBIETA 24-GASTUAK,2018,0.0,25013.45
1 02.226.98.241.00 2018 (4477),4477,ORIENTAZIO ZERBITZUA,2018,60000.0,12069.75
1 02.226.98.324.10 2018 (4478),4478,FUNTZ.GASTU:HLP programak,2018,14000.0,14287.55
1 02.226.98.326.01 2018 (4876),4876,MUSIKA INSTRUMENTUAK,2018,6800.0,6774.4
1 02.226.98.335.00 2018 (4877),4877,EKIMENAK.EUSKARAREN ALDE,2018,5000.0,4500.0
1 02.226.98.335.10 2018 (4479),4479,KANPOKO JARDUERAK.EUSKALTEGIA,2018,1000.0,1114.0
1 02.226.98.335.50 2018 (4480),4480,IKASLEEN TXOKOA,2018,5173.0,5245.35
1 02.226.98.432.00 2018 (5176),5176,TXOTX-AZTERKETA.ONDORIOAK,2018,20000.0,0.0
1 02.226.98.920.00 2018 (5617),5617,BAXERA BERRERABILGARRIA,2018,4000.0,4387.94
1 02.226.98.920.30 2018 (5618),5618,KUOTA-EUSKO IKASKUNTZA,2018,300.0,300.0
1 02.226.98.933.00 2018 (4482),4482,ONDASUN PARTIK.KALTEETAR.KALTE-ORDAINAK,2018,10000.0,890.4
1 02.226.99.132.00 2018 (4483),4483,HAINBAT GASTU.UDALTZAINGOA,2018,7000.0,5146.71
1 02.226.99.135.00 2018 (4653),4653,MATERIALA.BABES ZIBILA,2018,4000.0,3811.78
1 02.226.99.151.10 2018 (5177),5177,KUDEAKETA GASTUAK HIRIGINTZA,2018,33000.0,610.72
1 02.226.99.172.20 2018 (4484),4484,MATERIALA.BESTE.INGURUGIROA,2018,25500.0,27233.47
1 02.226.99.231.01 2018 (4485),4485,PROGRAMAK.LANKIDETZA,2018,7257.0,6918.65
1 02.226.99.231.03 2018 (4486),4486,H.GASTU:GAZTERIA,2018,1000.0,601.96
1 02.226.99.241.00 2018 (4878),4878,EKIMENAK. TOKI GARAPENA,2018,20000.0,16594.84
1 02.226.99.241.03 2018 (4487),4487,FUNTZIONAMENDU GASTUAK.ALDUNDIA ENPLEGU,2018,100.0,0.0
1 02.226.99.323.20 2018 (4488),4488,H.GASTU:INGURUMEN-HEZKUNTZA,2018,3500.0,779.25
1 02.226.99.323.30 2018 (4489),4489,H.GASTU:HAUR-ESKOLA,2018,1500.0,98.68
1 02.226.99.326.01 2018 (4490),4490,H.GASTU:MUSIKA ESKOLA,2018,3000.0,4023.63
1 02.226.99.332.10 2018 (4491),4491,EKIMENAK.BESTE.LIBURUTEGIA,2018,38036.0,35510.9
1 02.226.99.334.00 2018 (4492),4492,H.GASTU:KULTURA ZERBITZUA,2018,4000.0,242.0
1 02.226.99.335.00 2018 (4493),4493,H.GASTU:EUSKARA ZERBITZUA,2018,600.0,459.1
1 02.226.99.335.10 2018 (4494),4494,EKINTZAK:EUSKALTEGIA,2018,1500.0,1360.74
1 02.226.99.335.20 2018 (4495),4495,BURUNTZALD.EUSKERA EGITASMOAK,2018,30000.0,29836.1
1 02.226.99.335.30 2018 (4496),4496,H.GASTU:EUSKARA PLANA,2018,900.0,674.0
1 02.226.99.335.40 2018 (4497),4497,MATERIALA.UDALEKUAK,2018,6000.0,4824.01
1 02.226.99.335.50 2018 (4498),4498,H.GASTU(ARGITALPEN...):EUSKARA-IRAKASKUN,2018,12000.0,3089.62
1 02.226.99.338.00 2018 (4499),4499,MATERIALA.JAIAK,2018,7000.0,8586.15
1 02.226.99.342.00 2018 (4500),4500,MATERIALA.KIROLDEGIA,2018,5000.0,6613.74
1 02.226.99.342.01 2018 (4501),4501,MATERIALA.IGERILEKUAK,2018,1000.0,756.39
1 02.226.99.432.00 2018 (4502),4502,MATERIALA.BESTE. TURISMOA,2018,36000.0,24312.6
1 02.226.99.912.00 2018 (4503),4503,H.GASTU:GOBERNU ORGANOAK,2018,2000.0,1401.69
1 02.226.99.920.00 2018 (4504),4504,HARPIDETZAK.BESTE.ADMINIS.OROKORRA,2018,25000.0,25533.12
1 02.226.99.920.11 2018 (4505),4505,MATERIALA.SEGURT.OSASUNA,2018,10000.0,11302.97
1 02.226.99.920.30 2018 (4506),4506,HAIBAT(AGIRIEN ZAHARB...):ARTXIBOA,2018,5000.0,4955.18
1 02.226.99.924.00 2018 (4507),4507,PARTEHARTZE EKIMENAK,2018,77000.0,34621.79
1 02.226.99.933.00 2018 (4510),4510,ETXEBIZITZEN GASTUAK (ALOKABIDE),2018,5500.0,3911.58
1 02.227.01.334.00 2018 (5619),5619,PRODUKZIO LAGUNTZA ZERBITZUA,2018,25000.0,24630.4
1 02.227.04.231.03 2018 (4476),4476,KONTRATUA. GAZTELEKUA,2018,90000.0,90000.0
1 02.227.04.323.20 2018 (4511),4511,INGURUGIRO HEZKUNTZAKO KONTRATUA,2018,19000.0,14349.05
1 02.227.04.326.02 2018 (4512),4512,KONTRATUA: KANTUZ,2018,65000.0,64999.98
1 02.227.04.334.10 2018 (4513),4513,KULTURAKO TAILERREN KONTRATOA,2018,85000.0,79186.6
1 02.227.04.342.00 2018 (4515),4515,KONTRATUA: MONITOREAK,2018,200000.0,276494.41
1 02.227.04.432.00 2018 (5835),5835,TURISMO EKINTZA PLANA,2018,0.0,0.0
1 02.227.07.172.20 2018 (4516),4516,AZTERKETAK:INGURUGIROA,2018,154200.0,32368.54
1 02.227.07.231.00 2018 (5620),5620,INDARKERIA MATXISTA.PROTOKOLOA,2018,20000.0,11748.95
1 02.227.07.241.00 2018 (5821),5821,KONTRAT.KM0-BETERRI,2018,0.0,11415.04
1 02.227.07.323.00 2018 (4517),4517,PROGR.IKASTETXEETAN,2018,50000.0,36115.2
1 02.227.07.912.00 2018 (4519),4519,KANPO LANAK.HAINBAT.GOBERNU ORGANOAK,2018,15000.0,17823.3
1 02.227.07.920.00 2018 (5822),5822,KONTRAT.DATUEN BABESA.,2018,0.0,21429.1
1 02.227.07.931.00 2018 (4520),4520,AUDITORIA-KANPO LANAK. ADM. EKONOMIKOA,2018,17000.0,15185.75
1 02.227.09.932.00 2018 (4521),4521,OGASUNA.EJEKUTIBA ZERBITZUA.BILKETA,2018,3000.0,6005.12
1 02.227.95.241.00 2018 (5840),5840,KONTRAT-MERKATARITZA PLANA,2018,0.0,10000.0
1 02.227.95.920.00 2018 (5847),5847,AZTERKETA.BALORAZIOA,2018,0.0,10738.75
1 02.227.97.912.00 2018 (5621),5621,KOMUNIKAZIO ZERBITZUA,2018,36000.0,35694.96
1 02.227.98.132.00 2018 (4522),4522,TXAKUR ABANDONATUAK.KONTRATUA,2018,6000.0,4830.68
1 02.227.98.342.00 2018 (4524),4524,SOROSLEAK KONTRATOA-KIROLDEGIA,2018,113000.0,111717.99
1 02.227.98.342.01 2018 (4525),4525,"KONTRATUA.MANTENUA,KANPO IGERILEKUAK",2018,11000.0,10686.72
1 02.227.98.912.00 2018 (5854),5854,MIKROKREDITUAK-KUDEAKETA GASTUAK,2018,0.0,6938.56
1 02.227.98.933.00 2018 (5622),5622,ELIKAGAIEN BANKUA-ALOKAIRUA,2018,13100.0,13068.0
1 02.227.99.323.30 2018 (4527),4527,KONTRATUA. HAUR ESKOLA.SUKALDEA.,2018,62738.0,55680.35
1 02.227.99.334.10 2018 (4528),4528,KONTRATUA.AUZOET.HAUR TAILERRAK.,2018,37000.0,37310.9
1 02.227.99.335.40 2018 (4529),4529,KONTRATUA: UDALEKUAK,2018,19500.0,20000.0
1 02.227.99.342.00 2018 (4530),4530,BESTE KONTRATUAK: KIROLDEGIA,2018,24000.0,9273.43
1 02.227.99.342.01 2018 (4531),4531,KONTRATUA.SOROSPEN ZERBITZUA.KANPO IGERI,2018,123000.0,122932.83
1 02.227.99.912.00 2018 (4532),4532,KONTRATUA.BIZIKIDETZA PROIEKTUA,2018,20000.0,12321.35
1 02.227.99.920.00 2018 (4533),4533,HAINB.KONTRATU ADMIN.OROKORRA,2018,35000.0,28223.12
1 02.227.99.920.11 2018 (4534),4534,KONTRATUAK:SEGURTAS.OSASUNA,2018,19000.0,18214.4
1 02.227.99.920.20 2018 (4880),4880,INFORMATIKA KANPOKO ENPRESEN LANAK,2018,25000.0,21277.86
1 02.227.99.920.30 2018 (5186),5186,ONDAREAREN AZTERKETA,2018,8000.0,8000.0
1 02.230.01.912.00 2018 (4535),4535,DIETAK:GOBERNU ORGANOAK,2018,3000.0,4814.83
1 02.230.01.920.10 2018 (4536),4536,PERTSONALAREN DIETA,2018,6000.0,8549.29
1 02.332.01.011.00 2018 (4537),4537,MAILEGUEN INTERESAK,2018,12000.0,7058.84
1 02.369.01.011.00 2018 (4539),4539,BESTELAKO FINANTZA-GASTUAK,2018,2000.0,1173.44
1 02.421.01.922.00 2018 (4543),4543,EKARPENA:UDALBILTZA,2018,45000.0,40000.0
1 02.421.02.432.00 2018 (5187),5187,SAGARDUN PARTZUERGOA-HITZARMENA,2018,10000.0,0.0
1 02.422.01.241.00 2018 (4545),4545,BETERRI.UDALEN HITZARMENA.,2018,132114.0,132114.0
1 02.422.01.326.03 2018 (4541),4541,DIRULAG-HHI-EPA.,2018,3577.0,3577.0
1 02.422.01.432.00 2018 (4544),4544,BEHEMENDIREKIKO TURISMO HITZARMENA,2018,14500.0,13716.11
1 02.422.01.922.00 2018 (4542),4542,EKARPENA:EUDEL,2018,3006.0,4507.59
1 02.431.01.231.90 2018 (5623),5623,ONGINTZA.EKARPEN ARRUNTA,2018,2142072.0,2181694.87
1 02.431.01.943.20 2018 (4547),4547,EREÑOTZU.HERNANIKO UDALAREN EKARPENA.,2018,373649.0,373649.0
1 02.471.01.241.00 2018 (5841),5841,DIRULAG-EKINTZAILEAK,2018,0.0,0.0
1 02.471.01.334.00 2018 (4548),4548,DIRULAGUNTZA:ZINEMA EMAKIDARAKO,2018,35000.0,12835.45
1 02.471.02.241.00 2018 (5842),5842,DIRULAG-MERKATARITZA,2018,0.0,0.0
1 02.480.01.151.10 2018 (5843),5843,DIRULAG-ETXEB. BIRGAITZE LANAK,2018,0.0,0.0
1 02.480.01.231.03 2018 (4563),4563,ALOKAIRU DIRULAGUNTZAK-GAZTERIA,2018,82000.0,0.0
1 02.480.01.231.04 2018 (4884),4884,ALOKAIRU DIRULAGUNTZAK HELDUAK,2018,82000.0,0.0
1 02.480.01.334.00 2018 (5624),5624,BEKAK-ARTE SORKUNTZA,2018,10000.0,0.0
1 02.480.01.335.10 2018 (4550),4550,BEKAK EUSKALTEGIA,2018,33270.0,28175.62
1 02.480.01.920.30 2018 (4561),4561,BEKAK-KULTUR ONDAREA,2018,8000.0,0.0
1 02.481.01.135.00 2018 (4883),4883,DIRULAG.DYA.ELKARTEA,2018,3500.0,3500.0
1 02.481.01.231.01 2018 (4551),4551,EUSKAL FONDOA.EKARPENA.,2018,3621.0,3558.51
1 02.481.01.241.00 2018 (4552),4552,BERRIAK ELKARTEA-HITZARMENA,2018,14000.0,14400.0
1 02.481.01.323.00 2018 (4553),4553,DIRULAG:IKASTETXEAK KANPOKO EKINTZ,2018,18400.0,14719.0
1 02.481.01.334.00 2018 (4555),4555,DIRULAG:KULTURA(NORGEHIAGOKA),2018,80000.0,68028.99
1 02.481.01.334.20 2018 (4556),4556,DIRULAGUNTZA:MUSIKA BANDA-HERMUBA,2018,83459.0,83459.0
1 02.481.01.334.30 2018 (4557),4557,DIRULAGUNTZA:TXISTULARI BANDA-GOIZETIK,2018,38813.0,38813.0
1 02.481.01.335.00 2018 (4558),4558,DIRULAG:EUSKARA (NORGEHIAGOKA),2018,50000.0,49124.59
1 02.481.01.341.00 2018 (4559),4559,DIRULAG:KIROL EKINTZAK,2018,35000.0,0.0
1 02.481.01.912.00 2018 (4560),4560,DIRULAGUNTZA ZUZENAK.GOBERNU ORGANUAK,2018,25000.0,10964.81
1 02.481.02.231.01 2018 (4562),4562,DIRULAG.LANKIDETZA.GKE.PROIEKTUAK,2018,164577.0,0.0
1 02.481.02.334.10 2018 (4564),4564,DIRULAG:AUZO ELKARTEAK,2018,106000.0,98039.27
1 02.481.02.335.00 2018 (4565),4565,DIRULAG.:EUSKARA (ZUZENAK),2018,146200.0,128882.61
1 02.481.02.341.00 2018 (5188),5188,DIRULAG.ZUZENA-ESKOLA KIROLA,2018,40000.0,39999.79
1 02.481.02.912.00 2018 (4567),4567,TALDE POLITIKOEN ASIGNAZIOAK,2018,71200.0,70860.0
1 02.481.03.231.01 2018 (4885),4885,DIRULAG.LANKIDETZA.EUSKAL FONDOA.PROIEKT,2018,49159.0,49159.0
1 02.481.03.231.02 2018 (4568),4568,DIRULAG:AMHER,2018,65000.0,65000.0
1 02.481.03.341.00 2018 (4569),4569,DIRULAG.ZUZENA-KLUBAK,2018,68000.0,75411.0
1 02.481.03.912.00 2018 (5189),5189,ASOCIACION FIARE-MIKROKREDITOAK,2018,20000.0,45000.0
1 02.481.04.341.00 2018 (4571),4571,DIRULAG:KIROL EKIN.EZOHIZKOAK,2018,4088.0,4088.0
1 02.481.05.924.00 2018 (4572),4572,DIRULAG.AUZOLAN PROGRAMAK,2018,25000.0,6162.92
1 02.500.01.929.00 2018 (4509),4509,KREDITU GLOBALA,2018,708721.0,0.0
1 02.500.04.929.00 2018 (5844),5844,KREDITU GLOBALA-INBERTSIOAK,2018,0.0,0.0
1 02.601.01.151.10 2018 (4573),4573,SORGINTXULO-LATSUNBE-BIDEGORRIA,2018,20000.0,0.0
1 02.601.01.151.20 2018 (5845),5845,GALARRETA SIST OROKORRA,2018,0.0,0.0
1 02.601.01.933.00 2018 (5658),5658,SENPERENEA BIDEA. EXEK. SUBSIDIARIOA,2018,0.0,0.0
1 02.601.02.151.10 2018 (5625),5625,URBIETA KALEA PEATONALIZAZIOA,2018,100000.0,0.0
1 02.601.04.151.10 2018 (5813),5813,SENPERENEA BIDEA. EXEK. SUBSIDIARIOA,2018,0.0,0.0
1 02.601.11.151.10 2018 (5826),5826,ETXEBERRI URBANIZAZIOA-II.2 FASEA,2018,0.0,0.0
1 02.601.13.153.20 2018 (5827),5827,ETXEBERRI URBANIZAZIOA-ASFALTATZEA,2018,0.0,0.0
1 02.601.14.151.10 2018 (5828),5828,ETXEBERRI URBANIZAZIOA-UR HORNIDURA,2018,0.0,0.0
1 02.601.15.151.10 2018 (5852),5852,LAIZTIAGA ARRAPALA,2018,0.0,5287.7
1 02.601.16.151.10 2018 (5853),5853,SANEAMENDU TANKEA-Akarregi,2018,0.0,0.0
1 02.609.01.133.00 2018 (5839),5839,TRAFIKO-APARKALEK SISTEMA,2018,0.0,0.0
1 02.609.01.334.00 2018 (5626),5626,ATSEGINDEGIKO ITXITURA,2018,138000.0,9075.0
1 02.609.03.341.00 2018 (5834),5834,PANEL INFORMATIBOAK,2018,0.0,0.0
1 02.622.01.151.10 2018 (5829),5829,UDAL ETXEBIZITZAK-ANTZIOLA,2018,0.0,0.0
1 02.622.01.333.00 2018 (5627),5627,BITERI KULTUR ETXEA-OBRAK,2018,60000.0,63306.52
1 02.622.02.172.20 2018 (5628),5628,KONPOST PLANTA,2018,100000.0,988.53
1 02.622.02.334.00 2018 (5629),5629,SANDIUSTERRI BERRITZEA-DANTZA-MUSIKA,2018,100000.0,0.0
1 02.622.02.933.00 2018 (5846),5846,LOKAL EROSKETA,2018,0.0,0.0
1 02.622.03.334.00 2018 (5830),5830,MILAGROSA ERAIKINA BERRITU,2018,0.0,0.0
1 02.622.04.334.00 2018 (5831),5831,AVE MARIA ERAIKINA,2018,0.0,0.0
1 02.623.02.342.00 2018 (5820),5820,OZONO ETA KLIMATIZAZIO INSTALAZIOAK,2018,0.0,68002.0
1 02.624.01.132.00 2018 (5630),5630,IBILGAILUA.UDALTZAINGOA,2018,30000.0,0.0
